,correlation,rmsd
0.1,-0.010285161739242845,261.62795007726015
0.2,0.18185607089488823,266.32466820448957
0.30000000000000004,0.2477645254187721,265.7098595836764
0.4,0.3043798994029132,260.8916158460192
0.5,0.3887495232343052,260.10698663972795
0.6,0.39865585557730787,276.2873215185295
0.7000000000000001,0.45348095678752276,268.6050392285613
0.8,0.4682782146865579,271.7845605078562
0.9,0.5088339454295299,266.2443466676919
1.0,0.5193039320096301,270.23590454928643
2.0,0.676791674185855,269.94415252095723
3.0,0.6994210870419566,291.0335145167488
4.0,0.7376657339332621,309.2196592844172
5.0,0.7801618240657321,324.0989061523366
6.0,0.8038863634885144,328.27127611171716
7.0,0.81407877998824,343.27338949149765
8.0,0.8341171398334675,357.1779881732035
9.0,0.8479888388552469,365.35605067839384
10.0,0.845209037339571,371.40182103740375
11.0,0.8735831074723669,381.5442640844954
12.0,0.8819187734343473,389.88691462017175
13.0,0.8821906788237621,394.5522453780555
14.0,0.8966764830010868,397.5336045706076
15.0,0.895034476639304,411.357534933583
16.0,0.9013340090437892,423.0606640509436
17.0,0.9072848275339307,419.99261365978606
18.0,0.9066353342985903,429.0660691959378
19.0,0.9111094807263697,425.95396065416423
20.0,0.9177885265796243,432.42500056259047
