 

stn;time;rre024i0
SLFFIR;2002043005;0.0
SLFFIR;2002043006;0.0
SLFFIR;2002043007;0.0
SLFFIR;2002043008;0.0
SLFFIR;2002043009;0.0
SLFFIR;2002043010;0.0
SLFFIR;2002043011;0.0
SLFFIR;2002043012;0.0
SLFFIR;2002043013;0.0
SLFFIR;2002043014;0.0
SLFFIR;2002043015;0.0
SLFFIR;2002043016;0.0
SLFFIR;2002043017;-
SLFFIR;2002043018;-
SLFFIR;2002043019;-
SLFFIR;2002043020;-
SLFFIR;2002043021;-
SLFFIR;2002043022;-
SLFFIR;2002043023;-
SLFFIR;2002050100;-
SLFFIR;2002050101;-
SLFFIR;2002050102;-
SLFFIR;2002050103;-
SLFFIR;2002050104;-
SLFFIR;2002050105;-
SLFFIR;2002050106;-
SLFFIR;2002050107;-
SLFFIR;2002050108;-
SLFFIR;2002050109;-
SLFFIR;2002050110;-
SLFFIR;2002050111;-
SLFFIR;2002050112;-
SLFFIR;2002050113;-
SLFFIR;2002050114;-
SLFFIR;2002050115;-
SLFFIR;2002050116;0.0
SLFFIR;2002050117;0.0
SLFFIR;2002050118;0.0
SLFFIR;2002050119;0.0
SLFFIR;2002050120;0.0
SLFFIR;2002050121;0.0
SLFFIR;2002050122;0.0
SLFFIR;2002050123;0.0
SLFFIR;2002050200;0.0
SLFFIR;2002050201;0.2
SLFFIR;2002050202;0.6
SLFFIR;2002050203;0.6
SLFFIR;2002050204;0.6
SLFFIR;2002050205;0.6
SLFFIR;2002050206;0.6
SLFFIR;2002050207;0.6
SLFFIR;2002050208;0.8
SLFFIR;2002050209;1.8
SLFFIR;2002050210;2.4
SLFFIR;2002050211;3.0
SLFFIR;2002050212;3.6
SLFFIR;2002050213;4.4
SLFFIR;2002050214;5.0
SLFFIR;2002050215;5.2
SLFFIR;2002050216;5.2
SLFFIR;2002050217;5.2
SLFFIR;2002050218;5.2
SLFFIR;2002050219;5.2
SLFFIR;2002050220;5.2
SLFFIR;2002050221;5.2
SLFFIR;2002050222;5.2
SLFFIR;2002050223;5.2
SLFFIR;2002050300;5.2
SLFFIR;2002050301;5.0
SLFFIR;2002050302;4.6
SLFFIR;2002050303;4.6
SLFFIR;2002050304;4.6
SLFFIR;2002050305;4.6
SLFFIR;2002050306;4.6
SLFFIR;2002050307;4.6
SLFFIR;2002050308;4.4
SLFFIR;2002050309;3.6
SLFFIR;2002050310;3.2
SLFFIR;2002050311;2.8
SLFFIR;2002050312;2.2
SLFFIR;2002050313;1.4
SLFFIR;2002050314;0.8
SLFFIR;2002050315;0.6
SLFFIR;2002050316;0.6
SLFFIR;2002050317;0.6
SLFFIR;2002050318;0.6
SLFFIR;2002050319;0.6
SLFFIR;2002050320;0.6
SLFFIR;2002050321;0.8
SLFFIR;2002050322;0.8
SLFFIR;2002050323;0.8
SLFFIR;2002050400;0.8
SLFFIR;2002050401;0.8
SLFFIR;2002050402;0.8
SLFFIR;2002050403;0.8
SLFFIR;2002050404;0.8
SLFFIR;2002050405;0.8
SLFFIR;2002050406;0.8
SLFFIR;2002050407;0.8
SLFFIR;2002050408;0.8
SLFFIR;2002050409;0.6
SLFFIR;2002050410;0.4
SLFFIR;2002050411;0.2
SLFFIR;2002050412;0.4
SLFFIR;2002050413;0.6
SLFFIR;2002050414;0.8
SLFFIR;2002050415;1.0
SLFFIR;2002050416;1.2
SLFFIR;2002050417;1.2
SLFFIR;2002050418;1.2
SLFFIR;2002050419;1.2
SLFFIR;2002050420;1.2
SLFFIR;2002050421;1.0
SLFFIR;2002050422;1.0
SLFFIR;2002050423;1.0
SLFFIR;2002050500;1.0
SLFFIR;2002050501;1.0
SLFFIR;2002050502;1.0
SLFFIR;2002050503;1.0
SLFFIR;2002050504;1.0
SLFFIR;2002050505;1.0
SLFFIR;2002050506;1.0
SLFFIR;2002050507;1.0
SLFFIR;2002050508;1.0
SLFFIR;2002050509;1.0
SLFFIR;2002050510;1.2
SLFFIR;2002050511;1.6
SLFFIR;2002050512;2.2
SLFFIR;2002050513;3.0
SLFFIR;2002050514;3.4
SLFFIR;2002050515;4.4
SLFFIR;2002050516;4.8
SLFFIR;2002050517;5.2
SLFFIR;2002050518;5.4
SLFFIR;2002050519;5.4
SLFFIR;2002050520;5.4
SLFFIR;2002050521;5.4
SLFFIR;2002050522;5.4
SLFFIR;2002050523;5.4
SLFFIR;2002050600;5.4
SLFFIR;2002050601;5.4
SLFFIR;2002050602;5.4
SLFFIR;2002050603;5.4
SLFFIR;2002050604;5.4
SLFFIR;2002050605;5.4
SLFFIR;2002050606;5.4
SLFFIR;2002050607;5.6
SLFFIR;2002050608;5.6
SLFFIR;2002050609;6.0
SLFFIR;2002050610;7.0
SLFFIR;2002050611;8.6
SLFFIR;2002050612;10.0
SLFFIR;2002050613;11.6
SLFFIR;2002050614;13.4
SLFFIR;2002050615;14.0
SLFFIR;2002050616;14.6
SLFFIR;2002050617;14.6
SLFFIR;2002050618;14.6
SLFFIR;2002050619;14.8
SLFFIR;2002050620;14.8
SLFFIR;2002050621;14.8
SLFFIR;2002050622;14.8
SLFFIR;2002050623;14.8
SLFFIR;2002050700;14.8
SLFFIR;2002050701;14.8
SLFFIR;2002050702;14.8
SLFFIR;2002050703;14.8
SLFFIR;2002050704;14.8
SLFFIR;2002050705;14.8
SLFFIR;2002050706;14.8
SLFFIR;2002050707;14.6
SLFFIR;2002050708;14.6
SLFFIR;2002050709;15.4
SLFFIR;2002050710;15.8
SLFFIR;2002050711;16.2
SLFFIR;2002050712;16.0
SLFFIR;2002050713;14.6
SLFFIR;2002050714;13.0
SLFFIR;2002050715;11.6
SLFFIR;2002050716;10.8
SLFFIR;2002050717;10.4
SLFFIR;2002050718;10.4
SLFFIR;2002050719;10.2
SLFFIR;2002050720;10.2
SLFFIR;2002050721;10.2
SLFFIR;2002050722;10.2
SLFFIR;2002050723;10.2
SLFFIR;2002050800;10.2
SLFFIR;2002050801;10.2
SLFFIR;2002050802;10.2
SLFFIR;2002050803;10.2
SLFFIR;2002050804;10.2
SLFFIR;2002050805;10.2
SLFFIR;2002050806;10.2
SLFFIR;2002050807;10.2
SLFFIR;2002050808;10.2
SLFFIR;2002050809;9.0
SLFFIR;2002050810;7.4
SLFFIR;2002050811;5.0
SLFFIR;2002050812;3.0
SLFFIR;2002050813;1.8
SLFFIR;2002050814;1.0
SLFFIR;2002050815;0.6
SLFFIR;2002050816;0.2
SLFFIR;2002050817;0.2
SLFFIR;2002050818;0.0
SLFFIR;2002050819;0.0
SLFFIR;2002050820;0.0
SLFFIR;2002050821;0.0
SLFFIR;2002050822;0.0
SLFFIR;2002050823;0.0
SLFFIR;2002050900;0.0
SLFFIR;2002050901;0.0
SLFFIR;2002050902;0.0
SLFFIR;2002050903;0.0
SLFFIR;2002050904;0.0
SLFFIR;2002050905;0.0
SLFFIR;2002050906;0.0
SLFFIR;2002050907;0.0
SLFFIR;2002050908;0.0
SLFFIR;2002050909;0.0
SLFFIR;2002050910;0.0
SLFFIR;2002050911;0.0
SLFFIR;2002050912;0.0
SLFFIR;2002050913;0.0
SLFFIR;2002050914;0.0
SLFFIR;2002050915;0.0
SLFFIR;2002050916;0.0
SLFFIR;2002050917;0.0
SLFFIR;2002050918;-
SLFFIR;2002050919;-
SLFFIR;2002050920;-
SLFFIR;2002050921;-
SLFFIR;2002050922;-
SLFFIR;2002050923;-
SLFFIR;2002051000;-
SLFFIR;2002051001;-
SLFFIR;2002051002;-
SLFFIR;2002051003;-
SLFFIR;2002051004;-
SLFFIR;2002051005;-
SLFFIR;2002051006;-
SLFFIR;2002051007;-
SLFFIR;2002051008;-
SLFFIR;2002051009;-
SLFFIR;2002051010;-
SLFFIR;2002051011;-
SLFFIR;2002051012;-
SLFFIR;2002051013;-
SLFFIR;2002051014;-
SLFFIR;2002051015;-
SLFFIR;2002051016;-
SLFFIR;2002051017;0.0
SLFFIR;2002051018;0.0
SLFFIR;2002051019;0.0
SLFFIR;2002051020;0.0
SLFFIR;2002051021;0.0
SLFFIR;2002051022;-
SLFFIR;2002051023;-
SLFFIR;2002051100;-
SLFFIR;2002051101;-
SLFFIR;2002051102;-
SLFFIR;2002051103;-
SLFFIR;2002051104;-
SLFFIR;2002051105;-
SLFFIR;2002051106;-
SLFFIR;2002051107;-
SLFFIR;2002051108;-
SLFFIR;2002051109;-
SLFFIR;2002051110;-
SLFFIR;2002051111;-
SLFFIR;2002051112;-
SLFFIR;2002051113;-
SLFFIR;2002051114;-
SLFFIR;2002051115;-
SLFFIR;2002051116;-
SLFFIR;2002051117;-
SLFFIR;2002051118;-
SLFFIR;2002051119;-
SLFFIR;2002051120;-
SLFFIR;2002051121;6.6
SLFFIR;2002051122;6.8
SLFFIR;2002051123;6.8
SLFFIR;2002051200;6.8
SLFFIR;2002051201;7.0
SLFFIR;2002051202;7.0
SLFFIR;2002051203;7.0
SLFFIR;2002051204;7.0
SLFFIR;2002051205;7.0
SLFFIR;2002051206;7.0
SLFFIR;2002051207;7.0
SLFFIR;2002051208;7.0
SLFFIR;2002051209;7.4
SLFFIR;2002051210;8.8
SLFFIR;2002051211;9.4
SLFFIR;2002051212;9.2
SLFFIR;2002051213;8.4
SLFFIR;2002051214;8.2
SLFFIR;2002051215;8.2
SLFFIR;2002051216;8.2
SLFFIR;2002051217;9.0
SLFFIR;2002051218;9.6
SLFFIR;2002051219;10.6
SLFFIR;2002051220;10.8
SLFFIR;2002051221;11.0
SLFFIR;2002051222;11.2
SLFFIR;2002051223;11.2
SLFFIR;2002051300;11.2
SLFFIR;2002051301;11.0
SLFFIR;2002051302;11.0
SLFFIR;2002051303;11.0
SLFFIR;2002051304;11.0
SLFFIR;2002051305;11.0
SLFFIR;2002051306;11.0
SLFFIR;2002051307;11.2
SLFFIR;2002051308;12.8
SLFFIR;2002051309;14.8
SLFFIR;2002051310;14.6
SLFFIR;2002051311;13.8
SLFFIR;2002051312;13.0
SLFFIR;2002051313;12.8
SLFFIR;2002051314;12.0
SLFFIR;2002051315;11.8
SLFFIR;2002051316;11.6
SLFFIR;2002051317;9.8
SLFFIR;2002051318;9.2
SLFFIR;2002051319;8.2
SLFFIR;2002051320;6.8
SLFFIR;2002051321;6.0
SLFFIR;2002051322;5.6
SLFFIR;2002051323;5.6
SLFFIR;2002051400;5.6
SLFFIR;2002051401;5.6
SLFFIR;2002051402;5.6
SLFFIR;2002051403;5.6
SLFFIR;2002051404;5.6
SLFFIR;2002051405;5.6
SLFFIR;2002051406;5.6
SLFFIR;2002051407;5.6
SLFFIR;2002051408;4.0
SLFFIR;2002051409;1.6
SLFFIR;2002051410;0.2
SLFFIR;2002051411;0.2
SLFFIR;2002051412;0.2
SLFFIR;2002051413;0.2
SLFFIR;2002051414;0.2
SLFFIR;2002051415;0.2
SLFFIR;2002051416;0.2
SLFFIR;2002051417;0.2
SLFFIR;2002051418;0.2
SLFFIR;2002051419;0.2
SLFFIR;2002051420;0.2
SLFFIR;2002051421;0.2
SLFFIR;2002051422;0.2
SLFFIR;2002051423;0.2
SLFFIR;2002051500;0.2
SLFFIR;2002051501;0.2
SLFFIR;2002051502;0.2
SLFFIR;2002051503;0.2
SLFFIR;2002051504;0.2
SLFFIR;2002051505;0.2
SLFFIR;2002051506;0.2
SLFFIR;2002051507;0.0
SLFFIR;2002051508;0.0
SLFFIR;2002051509;0.0
SLFFIR;2002051510;0.0
SLFFIR;2002051511;0.0
SLFFIR;2002051512;0.0
SLFFIR;2002051513;0.0
SLFFIR;2002051514;0.0
SLFFIR;2002051515;0.0
SLFFIR;2002051516;0.0
SLFFIR;2002051517;0.0
SLFFIR;2002051518;0.0
SLFFIR;2002051519;0.0
SLFFIR;2002051520;0.0
SLFFIR;2002051521;0.0
SLFFIR;2002051522;0.0
SLFFIR;2002051523;0.0
SLFFIR;2002051600;0.0
SLFFIR;2002051601;0.0
SLFFIR;2002051602;0.0
SLFFIR;2002051603;0.0
SLFFIR;2002051604;0.0
SLFFIR;2002051605;0.0
SLFFIR;2002051606;0.0
SLFFIR;2002051607;0.0
SLFFIR;2002051608;0.0
SLFFIR;2002051609;0.0
SLFFIR;2002051610;0.0
SLFFIR;2002051611;0.0
SLFFIR;2002051612;0.0
SLFFIR;2002051613;0.0
SLFFIR;2002051614;0.0
SLFFIR;2002051615;0.0
SLFFIR;2002051616;0.0
SLFFIR;2002051617;0.0
SLFFIR;2002051618;0.0
SLFFIR;2002051619;0.0
SLFFIR;2002051620;0.0
SLFFIR;2002051621;0.0
SLFFIR;2002051622;0.0
SLFFIR;2002051623;0.0
SLFFIR;2002051700;0.0
SLFFIR;2002051701;0.0
SLFFIR;2002051702;0.0
SLFFIR;2002051703;0.0
SLFFIR;2002051704;0.0
SLFFIR;2002051705;0.0
SLFFIR;2002051706;0.0
SLFFIR;2002051707;0.0
SLFFIR;2002051708;0.0
SLFFIR;2002051709;0.0
SLFFIR;2002051710;0.0
SLFFIR;2002051711;0.0
SLFFIR;2002051712;0.0
SLFFIR;2002051713;0.0
SLFFIR;2002051714;0.0
SLFFIR;2002051715;0.0
SLFFIR;2002051716;0.0
SLFFIR;2002051717;0.0
SLFFIR;2002051718;0.0
SLFFIR;2002051719;0.0
SLFFIR;2002051720;0.0
SLFFIR;2002051721;0.0
SLFFIR;2002051722;0.0
SLFFIR;2002051723;0.0
SLFFIR;2002051800;0.0
SLFFIR;2002051801;0.0
SLFFIR;2002051802;0.0
SLFFIR;2002051803;0.0
SLFFIR;2002051804;0.0
SLFFIR;2002051805;0.0
SLFFIR;2002051806;0.0
SLFFIR;2002051807;0.0
SLFFIR;2002051808;0.0
SLFFIR;2002051809;0.0
SLFFIR;2002051810;0.0
SLFFIR;2002051811;0.0
SLFFIR;2002051812;0.0
SLFFIR;2002051813;0.0
SLFFIR;2002051814;0.0
SLFFIR;2002051815;3.4
SLFFIR;2002051816;3.8
SLFFIR;2002051817;4.6
SLFFIR;2002051818;5.4
SLFFIR;2002051819;6.2
SLFFIR;2002051820;6.4
SLFFIR;2002051821;6.8
SLFFIR;2002051822;8.0
SLFFIR;2002051823;9.2
SLFFIR;2002051900;9.6
SLFFIR;2002051901;10.6
SLFFIR;2002051902;11.2
SLFFIR;2002051903;12.0
SLFFIR;2002051904;12.8
SLFFIR;2002051905;13.2
SLFFIR;2002051906;14.0
SLFFIR;2002051907;14.2
SLFFIR;2002051908;14.6
SLFFIR;2002051909;14.8
SLFFIR;2002051910;15.4
SLFFIR;2002051911;15.6
SLFFIR;2002051912;15.8
SLFFIR;2002051913;16.2
SLFFIR;2002051914;17.2
SLFFIR;2002051915;14.4
SLFFIR;2002051916;14.6
SLFFIR;2002051917;14.2
SLFFIR;2002051918;14.0
SLFFIR;2002051919;13.8
SLFFIR;2002051920;13.8
SLFFIR;2002051921;13.6
SLFFIR;2002051922;12.4
SLFFIR;2002051923;11.6
SLFFIR;2002052000;11.6
SLFFIR;2002052001;10.6
SLFFIR;2002052002;10.0
SLFFIR;2002052003;9.2
SLFFIR;2002052004;8.4
SLFFIR;2002052005;8.0
SLFFIR;2002052006;7.2
SLFFIR;2002052007;7.0
SLFFIR;2002052008;6.6
SLFFIR;2002052009;6.4
SLFFIR;2002052010;5.8
SLFFIR;2002052011;5.6
SLFFIR;2002052012;5.4
SLFFIR;2002052013;5.0
SLFFIR;2002052014;4.0
SLFFIR;2002052015;3.4
SLFFIR;2002052016;2.8
SLFFIR;2002052017;2.4
SLFFIR;2002052018;1.8
SLFFIR;2002052019;1.2
SLFFIR;2002052020;1.0
SLFFIR;2002052021;0.8
SLFFIR;2002052022;0.8
SLFFIR;2002052023;0.4
SLFFIR;2002052100;0.0
SLFFIR;2002052101;0.0
SLFFIR;2002052102;0.0
SLFFIR;2002052103;0.0
SLFFIR;2002052104;0.0
SLFFIR;2002052105;0.0
SLFFIR;2002052106;0.0
SLFFIR;2002052107;0.0
SLFFIR;2002052108;0.0
SLFFIR;2002052109;0.0
SLFFIR;2002052110;0.0
SLFFIR;2002052111;0.0
SLFFIR;2002052112;0.0
SLFFIR;2002052113;0.0
SLFFIR;2002052114;0.0
SLFFIR;2002052115;0.0
SLFFIR;2002052116;0.0
SLFFIR;2002052117;0.0
SLFFIR;2002052118;0.0
SLFFIR;2002052119;0.0
SLFFIR;2002052120;0.0
SLFFIR;2002052121;0.0
SLFFIR;2002052122;0.0
SLFFIR;2002052123;0.0
SLFFIR;2002052200;0.0
SLFFIR;2002052201;0.0
SLFFIR;2002052202;0.0
SLFFIR;2002052203;0.0
SLFFIR;2002052204;0.0
SLFFIR;2002052205;0.0
SLFFIR;2002052206;0.0
SLFFIR;2002052207;0.0
SLFFIR;2002052208;0.0
SLFFIR;2002052209;0.0
SLFFIR;2002052210;0.0
SLFFIR;2002052211;0.0
SLFFIR;2002052212;0.0
SLFFIR;2002052213;0.0
SLFFIR;2002052214;0.0
SLFFIR;2002052215;0.0
SLFFIR;2002052216;0.0
SLFFIR;2002052217;0.0
SLFFIR;2002052218;0.0
SLFFIR;2002052219;0.0
SLFFIR;2002052220;0.0
SLFFIR;2002052221;0.0
SLFFIR;2002052222;0.0
SLFFIR;2002052223;0.0
SLFFIR;2002052300;0.0
SLFFIR;2002052301;-
SLFFIR;2002052302;-
SLFFIR;2002052303;-
SLFFIR;2002052304;-
SLFFIR;2002052305;-
SLFFIR;2002052306;-
SLFFIR;2002052307;-
SLFFIR;2002052308;-
SLFFIR;2002052309;-
SLFFIR;2002052310;-
SLFFIR;2002052311;-
SLFFIR;2002052312;-
SLFFIR;2002052313;-
SLFFIR;2002052314;-
SLFFIR;2002052315;-
SLFFIR;2002052316;-
SLFFIR;2002052317;-
SLFFIR;2002052318;-
SLFFIR;2002052319;-
SLFFIR;2002052320;-
SLFFIR;2002052321;-
SLFFIR;2002052322;-
SLFFIR;2002052323;-
SLFFIR;2002052400;7.4
SLFFIR;2002052401;7.4
SLFFIR;2002052402;7.4
SLFFIR;2002052403;7.4
SLFFIR;2002052404;7.4
SLFFIR;2002052405;7.4
SLFFIR;2002052406;7.4
SLFFIR;2002052407;7.4
SLFFIR;2002052408;7.6
SLFFIR;2002052409;8.8
SLFFIR;2002052410;10.2
SLFFIR;2002052411;12.8
SLFFIR;2002052412;17.0
SLFFIR;2002052413;18.6
SLFFIR;2002052414;17.4
SLFFIR;2002052415;18.0
SLFFIR;2002052416;19.4
SLFFIR;2002052417;19.8
SLFFIR;2002052418;19.6
SLFFIR;2002052419;19.8
SLFFIR;2002052420;19.8
SLFFIR;2002052421;19.8
SLFFIR;2002052422;19.8
SLFFIR;2002052423;19.8
SLFFIR;2002052500;19.8
SLFFIR;2002052501;19.8
SLFFIR;2002052502;19.8
SLFFIR;2002052503;19.8
SLFFIR;2002052504;19.8
SLFFIR;2002052505;19.8
SLFFIR;2002052506;19.8
SLFFIR;2002052507;19.8
SLFFIR;2002052508;19.6
SLFFIR;2002052509;18.4
SLFFIR;2002052510;17.0
SLFFIR;2002052511;14.2
SLFFIR;2002052512;10.0
SLFFIR;2002052513;7.8
SLFFIR;2002052514;6.0
SLFFIR;2002052515;3.6
SLFFIR;2002052516;2.4
SLFFIR;2002052517;2.6
SLFFIR;2002052518;2.8
SLFFIR;2002052519;2.8
SLFFIR;2002052520;2.8
SLFFIR;2002052521;2.8
SLFFIR;2002052522;2.8
SLFFIR;2002052523;2.8
SLFFIR;2002052600;2.8
SLFFIR;2002052601;2.8
SLFFIR;2002052602;2.8
SLFFIR;2002052603;2.8
SLFFIR;2002052604;2.8
SLFFIR;2002052605;2.8
SLFFIR;2002052606;2.8
SLFFIR;2002052607;3.0
SLFFIR;2002052608;3.8
SLFFIR;2002052609;4.8
SLFFIR;2002052610;5.6
SLFFIR;2002052611;5.6
SLFFIR;2002052612;5.6
SLFFIR;2002052613;4.8
SLFFIR;2002052614;4.4
SLFFIR;2002052615;4.2
SLFFIR;2002052616;4.4
SLFFIR;2002052617;5.4
SLFFIR;2002052618;5.8
SLFFIR;2002052619;6.4
SLFFIR;2002052620;6.8
SLFFIR;2002052621;7.0
SLFFIR;2002052622;7.2
SLFFIR;2002052623;7.2
SLFFIR;2002052700;7.2
SLFFIR;2002052701;7.2
SLFFIR;2002052702;7.2
SLFFIR;2002052703;7.2
SLFFIR;2002052704;7.2
SLFFIR;2002052705;7.2
SLFFIR;2002052706;7.2
SLFFIR;2002052707;7.2
SLFFIR;2002052708;6.6
SLFFIR;2002052709;5.6
SLFFIR;2002052710;5.0
SLFFIR;2002052711;5.0
SLFFIR;2002052712;5.2
SLFFIR;2002052713;5.4
SLFFIR;2002052714;5.8
SLFFIR;2002052715;6.2
SLFFIR;2002052716;6.0
SLFFIR;2002052717;4.4
SLFFIR;2002052718;3.8
SLFFIR;2002052719;3.0
SLFFIR;2002052720;2.6
SLFFIR;2002052721;2.4
SLFFIR;2002052722;2.2
SLFFIR;2002052723;2.2
SLFFIR;2002052800;2.2
SLFFIR;2002052801;2.2
SLFFIR;2002052802;2.2
SLFFIR;2002052803;2.2
SLFFIR;2002052804;2.2
SLFFIR;2002052805;2.2
SLFFIR;2002052806;2.2
SLFFIR;2002052807;2.0
SLFFIR;2002052808;1.8
SLFFIR;2002052809;2.0
SLFFIR;2002052810;2.4
SLFFIR;2002052811;3.2
SLFFIR;2002052812;3.6
SLFFIR;2002052813;5.8
SLFFIR;2002052814;8.0
SLFFIR;2002052815;9.4
SLFFIR;2002052816;11.0
SLFFIR;2002052817;12.0
SLFFIR;2002052818;12.6
SLFFIR;2002052819;13.0
SLFFIR;2002052820;13.2
SLFFIR;2002052821;13.2
SLFFIR;2002052822;13.2
SLFFIR;2002052823;13.4
SLFFIR;2002052900;13.4
SLFFIR;2002052901;13.4
SLFFIR;2002052902;13.4
SLFFIR;2002052903;13.6
SLFFIR;2002052904;13.6
SLFFIR;2002052905;13.6
SLFFIR;2002052906;13.8
SLFFIR;2002052907;14.2
SLFFIR;2002052908;15.6
SLFFIR;2002052909;17.2
SLFFIR;2002052910;18.0
SLFFIR;2002052911;18.4
SLFFIR;2002052912;19.4
SLFFIR;2002052913;18.6
SLFFIR;2002052914;17.0
SLFFIR;2002052915;16.0
SLFFIR;2002052916;14.8
SLFFIR;2002052917;14.0
SLFFIR;2002052918;13.8
SLFFIR;2002052919;13.6
SLFFIR;2002052920;13.4
SLFFIR;2002052921;13.4
SLFFIR;2002052922;13.6
SLFFIR;2002052923;13.4
SLFFIR;2002053000;13.4
SLFFIR;2002053001;13.4
SLFFIR;2002053002;13.4
SLFFIR;2002053003;13.2
SLFFIR;2002053004;13.2
SLFFIR;2002053005;13.2
SLFFIR;2002053006;13.0
SLFFIR;2002053007;12.6
SLFFIR;2002053008;11.2
SLFFIR;2002053009;9.4
SLFFIR;2002053010;8.0
SLFFIR;2002053011;6.8
SLFFIR;2002053012;5.2
SLFFIR;2002053013;3.6
SLFFIR;2002053014;2.6
SLFFIR;2002053015;1.8
SLFFIR;2002053016;1.2
SLFFIR;2002053017;0.8
SLFFIR;2002053018;0.4
SLFFIR;2002053019;0.2
SLFFIR;2002053020;0.2
SLFFIR;2002053021;0.2
SLFFIR;2002053022;0.0
SLFFIR;2002053023;0.0
SLFFIR;2002053100;0.0
SLFFIR;2002053101;0.0
SLFFIR;2002053102;0.0
SLFFIR;2002053103;0.0
SLFFIR;2002053104;0.0
SLFFIR;2002053105;0.0
SLFFIR;2002053106;0.0
SLFFIR;2002053107;0.0
SLFFIR;2002053108;0.0
SLFFIR;2002053109;0.0
SLFFIR;2002053110;0.0
SLFFIR;2002053111;0.0
SLFFIR;2002053112;0.0
SLFFIR;2002053113;0.0
SLFFIR;2002053114;0.0
SLFFIR;2002053115;0.0
SLFFIR;2002053116;0.0
SLFFIR;2002053117;0.0
SLFFIR;2002053118;0.0
SLFFIR;2002053119;0.0
SLFFIR;2002053120;0.0
SLFFIR;2002053121;0.0
SLFFIR;2002053122;0.0
SLFFIR;2002053123;0.0
SLFFIR;2002060100;0.0
SLFFIR;2002060101;0.0
SLFFIR;2002060102;0.0
SLFFIR;2002060103;0.0
SLFFIR;2002060104;0.0
SLFFIR;2002060105;0.0
SLFFIR;2002060106;0.0
SLFFIR;2002060107;0.0
SLFFIR;2002060108;0.0
SLFFIR;2002060109;0.0
SLFFIR;2002060110;0.0
SLFFIR;2002060111;0.0
SLFFIR;2002060112;0.0
SLFFIR;2002060113;0.0
SLFFIR;2002060114;0.0
SLFFIR;2002060115;0.0
SLFFIR;2002060116;0.0
SLFFIR;2002060117;0.0
SLFFIR;2002060118;0.0
SLFFIR;2002060119;0.0
SLFFIR;2002060120;0.0
SLFFIR;2002060121;0.0
SLFFIR;2002060122;0.0
SLFFIR;2002060123;0.0
SLFFIR;2002060200;0.0
SLFFIR;2002060201;0.0
SLFFIR;2002060202;0.0
SLFFIR;2002060203;0.0
SLFFIR;2002060204;0.0
SLFFIR;2002060205;0.0
SLFFIR;2002060206;0.0
SLFFIR;2002060207;0.0
SLFFIR;2002060208;0.0
SLFFIR;2002060209;0.0
SLFFIR;2002060210;0.0
SLFFIR;2002060211;0.0
SLFFIR;2002060212;0.0
SLFFIR;2002060213;0.0
SLFFIR;2002060214;0.0
SLFFIR;2002060215;0.0
SLFFIR;2002060216;0.0
SLFFIR;2002060217;0.0
SLFFIR;2002060218;0.0
SLFFIR;2002060219;0.0
SLFFIR;2002060220;0.0
SLFFIR;2002060221;0.0
SLFFIR;2002060222;0.0
SLFFIR;2002060223;0.0
SLFFIR;2002060300;0.0
SLFFIR;2002060301;0.0
SLFFIR;2002060302;0.0
SLFFIR;2002060303;0.0
SLFFIR;2002060304;0.0
SLFFIR;2002060305;0.0
SLFFIR;2002060306;0.0
SLFFIR;2002060307;0.0
SLFFIR;2002060308;0.0
SLFFIR;2002060309;0.0
SLFFIR;2002060310;0.0
SLFFIR;2002060311;0.0
SLFFIR;2002060312;0.0
SLFFIR;2002060313;1.6
SLFFIR;2002060314;2.4
SLFFIR;2002060315;4.6
SLFFIR;2002060316;4.6
SLFFIR;2002060317;4.6
SLFFIR;2002060318;4.6
SLFFIR;2002060319;4.6
SLFFIR;2002060320;4.6
SLFFIR;2002060321;4.6
SLFFIR;2002060322;4.6
SLFFIR;2002060323;4.6
SLFFIR;2002060400;4.6
SLFFIR;2002060401;4.6
SLFFIR;2002060402;4.6
SLFFIR;2002060403;4.6
SLFFIR;2002060404;4.6
SLFFIR;2002060405;4.6
SLFFIR;2002060406;4.6
SLFFIR;2002060407;4.6
SLFFIR;2002060408;4.6
SLFFIR;2002060409;4.6
SLFFIR;2002060410;4.6
SLFFIR;2002060411;4.6
SLFFIR;2002060412;4.6
SLFFIR;2002060413;3.0
SLFFIR;2002060414;2.2
SLFFIR;2002060415;0.0
SLFFIR;2002060416;0.0
SLFFIR;2002060417;0.0
SLFFIR;2002060418;0.2
SLFFIR;2002060419;0.2
SLFFIR;2002060420;0.2
SLFFIR;2002060421;0.2
SLFFIR;2002060422;0.2
SLFFIR;2002060423;0.2
SLFFIR;2002060500;0.2
SLFFIR;2002060501;0.2
SLFFIR;2002060502;0.2
SLFFIR;2002060503;0.2
SLFFIR;2002060504;0.2
SLFFIR;2002060505;0.4
SLFFIR;2002060506;0.4
SLFFIR;2002060507;1.0
SLFFIR;2002060508;1.0
SLFFIR;2002060509;1.8
SLFFIR;2002060510;6.8
SLFFIR;2002060511;9.8
SLFFIR;2002060512;12.6
SLFFIR;2002060513;13.6
SLFFIR;2002060514;13.8
SLFFIR;2002060515;14.2
SLFFIR;2002060516;17.8
SLFFIR;2002060517;23.8
SLFFIR;2002060518;29.4
SLFFIR;2002060519;35.6
SLFFIR;2002060520;41.8
SLFFIR;2002060521;46.0
SLFFIR;2002060522;52.6
SLFFIR;2002060523;54.4
SLFFIR;2002060600;54.4
SLFFIR;2002060601;54.4
