 

stn;time;htoauths
SLFFIR;1999121919;109
SLFFIR;1999121920;109
SLFFIR;1999121921;109
SLFFIR;1999121922;110
SLFFIR;1999121923;110
SLFFIR;1999122000;109
SLFFIR;1999122001;110
SLFFIR;1999122002;112
SLFFIR;1999122003;112
SLFFIR;1999122004;112
SLFFIR;1999122005;113
SLFFIR;1999122006;112
SLFFIR;1999122007;113
SLFFIR;1999122008;114
SLFFIR;1999122009;116
SLFFIR;1999122010;114
SLFFIR;1999122011;111
SLFFIR;1999122012;112
SLFFIR;1999122013;112
SLFFIR;1999122014;111
SLFFIR;1999122015;112
SLFFIR;1999122016;112
SLFFIR;1999122017;111
SLFFIR;1999122018;111
SLFFIR;1999122019;110
SLFFIR;1999122020;110
SLFFIR;1999122021;110
SLFFIR;1999122022;110
SLFFIR;1999122023;109
SLFFIR;1999122100;109
SLFFIR;1999122101;109
SLFFIR;1999122102;108
SLFFIR;1999122103;108
SLFFIR;1999122104;108
SLFFIR;1999122105;107
SLFFIR;1999122106;107
SLFFIR;1999122107;107
SLFFIR;1999122108;107
SLFFIR;1999122109;106
SLFFIR;1999122110;104
SLFFIR;1999122111;104
SLFFIR;1999122112;103
SLFFIR;1999122113;102
SLFFIR;1999122114;103
SLFFIR;1999122115;104
SLFFIR;1999122116;105
SLFFIR;1999122117;105
SLFFIR;1999122118;105
SLFFIR;1999122119;105
SLFFIR;1999122120;104
SLFFIR;1999122121;104
SLFFIR;1999122122;104
SLFFIR;1999122123;104
SLFFIR;1999122200;104
SLFFIR;1999122201;103
SLFFIR;1999122202;103
SLFFIR;1999122203;103
SLFFIR;1999122204;102
SLFFIR;1999122205;102
SLFFIR;1999122206;102
SLFFIR;1999122207;102
SLFFIR;1999122208;102
SLFFIR;1999122209;102
SLFFIR;1999122210;99
SLFFIR;1999122211;97
SLFFIR;1999122212;99
SLFFIR;1999122213;100
SLFFIR;1999122214;100
SLFFIR;1999122215;100
SLFFIR;1999122216;101
SLFFIR;1999122217;101
SLFFIR;1999122218;101
SLFFIR;1999122219;100
SLFFIR;1999122220;100
SLFFIR;1999122221;101
SLFFIR;1999122222;100
SLFFIR;1999122223;100
SLFFIR;1999122300;100
SLFFIR;1999122301;100
SLFFIR;1999122302;100
SLFFIR;1999122303;100
SLFFIR;1999122304;100
SLFFIR;1999122305;100
SLFFIR;1999122306;100
SLFFIR;1999122307;99
SLFFIR;1999122308;100
SLFFIR;1999122309;100
SLFFIR;1999122310;97
SLFFIR;1999122311;97
SLFFIR;1999122312;98
SLFFIR;1999122313;99
SLFFIR;1999122314;99
SLFFIR;1999122315;99
SLFFIR;1999122316;99
SLFFIR;1999122317;99
SLFFIR;1999122318;99
SLFFIR;1999122319;99
SLFFIR;1999122320;99
SLFFIR;1999122321;99
SLFFIR;1999122322;98
SLFFIR;1999122323;98
SLFFIR;1999122400;98
SLFFIR;1999122401;98
SLFFIR;1999122402;98
SLFFIR;1999122403;98
SLFFIR;1999122404;98
SLFFIR;1999122405;98
SLFFIR;1999122406;98
SLFFIR;1999122407;98
SLFFIR;1999122408;98
SLFFIR;1999122409;97
SLFFIR;1999122410;97
SLFFIR;1999122411;96
SLFFIR;1999122412;96
SLFFIR;1999122413;96
SLFFIR;1999122414;97
SLFFIR;1999122415;98
SLFFIR;1999122416;98
SLFFIR;1999122417;98
SLFFIR;1999122418;98
SLFFIR;1999122419;98
SLFFIR;1999122420;98
SLFFIR;1999122421;98
SLFFIR;1999122422;98
SLFFIR;1999122423;98
SLFFIR;1999122500;98
SLFFIR;1999122501;98
SLFFIR;1999122502;98
SLFFIR;1999122503;98
SLFFIR;1999122504;98
SLFFIR;1999122505;98
SLFFIR;1999122506;98
SLFFIR;1999122507;97
SLFFIR;1999122508;97
SLFFIR;1999122509;97
SLFFIR;1999122510;97
SLFFIR;1999122511;97
SLFFIR;1999122512;98
SLFFIR;1999122513;98
SLFFIR;1999122514;99
SLFFIR;1999122515;101
SLFFIR;1999122516;102
SLFFIR;1999122517;102
SLFFIR;1999122518;104
SLFFIR;1999122519;104
SLFFIR;1999122520;105
SLFFIR;1999122521;106
SLFFIR;1999122522;110
SLFFIR;1999122523;111
SLFFIR;1999122600;113
SLFFIR;1999122601;116
SLFFIR;1999122602;118
SLFFIR;1999122603;117
SLFFIR;1999122604;117
SLFFIR;1999122605;116
SLFFIR;1999122606;116
SLFFIR;1999122607;118
SLFFIR;1999122608;117
SLFFIR;1999122609;116
SLFFIR;1999122610;116
SLFFIR;1999122611;116
SLFFIR;1999122612;116
SLFFIR;1999122613;117
SLFFIR;1999122614;113
SLFFIR;1999122615;114
SLFFIR;1999122616;116
SLFFIR;1999122617;119
SLFFIR;1999122618;120
SLFFIR;1999122619;121
SLFFIR;1999122620;120
SLFFIR;1999122621;122
SLFFIR;1999122622;123
SLFFIR;1999122623;125
SLFFIR;1999122700;127
SLFFIR;1999122701;128
SLFFIR;1999122702;127
SLFFIR;1999122703;127
SLFFIR;1999122704;128
SLFFIR;1999122705;130
SLFFIR;1999122706;131
SLFFIR;1999122707;133
SLFFIR;1999122708;132
SLFFIR;1999122709;135
SLFFIR;1999122710;135
SLFFIR;1999122711;134
SLFFIR;1999122712;133
SLFFIR;1999122713;133
SLFFIR;1999122714;133
SLFFIR;1999122715;132
SLFFIR;1999122716;132
SLFFIR;1999122717;132
SLFFIR;1999122718;132
SLFFIR;1999122719;132
SLFFIR;1999122720;132
SLFFIR;1999122721;133
SLFFIR;1999122722;135
SLFFIR;1999122723;138
SLFFIR;1999122800;139
SLFFIR;1999122801;138
SLFFIR;1999122802;138
SLFFIR;1999122803;138
SLFFIR;1999122804;138
SLFFIR;1999122805;140
SLFFIR;1999122806;141
SLFFIR;1999122807;143
SLFFIR;1999122808;147
SLFFIR;1999122809;152
SLFFIR;1999122810;152
SLFFIR;1999122811;154
SLFFIR;1999122812;155
SLFFIR;1999122813;157
SLFFIR;1999122814;161
SLFFIR;1999122815;166
SLFFIR;1999122816;166
SLFFIR;1999122817;170
SLFFIR;1999122818;170
SLFFIR;1999122819;172
SLFFIR;1999122820;176
SLFFIR;1999122821;178
SLFFIR;1999122822;184
SLFFIR;1999122823;186
SLFFIR;1999122900;188
SLFFIR;1999122901;185
SLFFIR;1999122902;186
SLFFIR;1999122903;187
SLFFIR;1999122904;188
SLFFIR;1999122905;191
SLFFIR;1999122906;191
SLFFIR;1999122907;193
SLFFIR;1999122908;193
SLFFIR;1999122909;195
SLFFIR;1999122910;194
SLFFIR;1999122911;195
SLFFIR;1999122912;196
SLFFIR;1999122913;194
SLFFIR;1999122914;194
SLFFIR;1999122915;197
SLFFIR;1999122916;196
SLFFIR;1999122917;198
SLFFIR;1999122918;200
SLFFIR;1999122919;202
SLFFIR;1999122920;203
SLFFIR;1999122921;204
SLFFIR;1999122922;205
SLFFIR;1999122923;205
SLFFIR;1999123000;204
SLFFIR;1999123001;203
SLFFIR;1999123002;203
SLFFIR;1999123003;202
SLFFIR;1999123004;201
SLFFIR;1999123005;201
SLFFIR;1999123006;200
SLFFIR;1999123007;199
SLFFIR;1999123008;199
SLFFIR;1999123009;198
SLFFIR;1999123010;195
SLFFIR;1999123011;192
SLFFIR;1999123012;191
SLFFIR;1999123013;190
SLFFIR;1999123014;191
SLFFIR;1999123015;191
SLFFIR;1999123016;191
SLFFIR;1999123017;191
SLFFIR;1999123018;191
SLFFIR;1999123019;190
SLFFIR;1999123020;189
SLFFIR;1999123021;188
SLFFIR;1999123022;188
SLFFIR;1999123023;186
SLFFIR;1999123100;186
SLFFIR;1999123101;186
SLFFIR;1999123102;186
SLFFIR;1999123103;185
SLFFIR;1999123104;185
SLFFIR;1999123105;184
SLFFIR;1999123106;183
SLFFIR;1999123107;183
SLFFIR;1999123108;183
SLFFIR;1999123109;182
SLFFIR;1999123110;181
SLFFIR;1999123111;179
SLFFIR;1999123112;179
SLFFIR;1999123113;179
SLFFIR;1999123114;178
SLFFIR;1999123115;177
SLFFIR;1999123116;177
SLFFIR;1999123117;179
SLFFIR;1999123118;178
SLFFIR;1999123119;178
SLFFIR;1999123120;178
SLFFIR;1999123121;178
SLFFIR;1999123122;177
SLFFIR;1999123123;176
SLFFIR;2000010100;177
SLFFIR;2000010101;177
SLFFIR;2000010102;178
SLFFIR;2000010103;177
SLFFIR;2000010104;177
SLFFIR;2000010105;177
SLFFIR;2000010106;176
SLFFIR;2000010107;176
SLFFIR;2000010108;175
SLFFIR;2000010109;175
SLFFIR;2000010110;174
SLFFIR;2000010111;172
SLFFIR;2000010112;172
SLFFIR;2000010113;172
SLFFIR;2000010114;172
SLFFIR;2000010115;173
SLFFIR;2000010116;173
SLFFIR;2000010117;172
SLFFIR;2000010118;172
SLFFIR;2000010119;172
SLFFIR;2000010120;171
SLFFIR;2000010121;171
SLFFIR;2000010122;172
SLFFIR;2000010123;171
SLFFIR;2000010200;170
SLFFIR;2000010201;170
SLFFIR;2000010202;170
SLFFIR;2000010203;170
SLFFIR;2000010204;169
SLFFIR;2000010205;168
SLFFIR;2000010206;167
SLFFIR;2000010207;168
SLFFIR;2000010208;168
SLFFIR;2000010209;168
SLFFIR;2000010210;167
SLFFIR;2000010211;166
SLFFIR;2000010212;165
SLFFIR;2000010213;163
SLFFIR;2000010214;164
SLFFIR;2000010215;164
SLFFIR;2000010216;165
SLFFIR;2000010217;165
SLFFIR;2000010218;165
SLFFIR;2000010219;165
SLFFIR;2000010220;164
SLFFIR;2000010221;163
SLFFIR;2000010222;164
SLFFIR;2000010223;163
SLFFIR;2000010300;162
SLFFIR;2000010301;162
SLFFIR;2000010302;161
SLFFIR;2000010303;161
SLFFIR;2000010304;161
SLFFIR;2000010305;160
SLFFIR;2000010306;161
SLFFIR;2000010307;160
SLFFIR;2000010308;160
SLFFIR;2000010309;159
SLFFIR;2000010310;159
SLFFIR;2000010311;159
SLFFIR;2000010312;157
SLFFIR;2000010313;158
SLFFIR;2000010314;158
SLFFIR;2000010315;158
SLFFIR;2000010316;159
SLFFIR;2000010317;158
SLFFIR;2000010318;158
SLFFIR;2000010319;159
SLFFIR;2000010320;158
SLFFIR;2000010321;158
SLFFIR;2000010322;158
SLFFIR;2000010323;158
SLFFIR;2000010400;158
SLFFIR;2000010401;159
SLFFIR;2000010402;158
SLFFIR;2000010403;158
SLFFIR;2000010404;158
SLFFIR;2000010405;158
SLFFIR;2000010406;157
SLFFIR;2000010407;157
SLFFIR;2000010408;157
SLFFIR;2000010409;156
SLFFIR;2000010410;154
SLFFIR;2000010411;154
SLFFIR;2000010412;153
SLFFIR;2000010413;152
SLFFIR;2000010414;154
SLFFIR;2000010415;153
SLFFIR;2000010416;155
SLFFIR;2000010417;155
SLFFIR;2000010418;155
SLFFIR;2000010419;154
SLFFIR;2000010420;155
SLFFIR;2000010421;155
SLFFIR;2000010422;155
SLFFIR;2000010423;156
SLFFIR;2000010500;156
SLFFIR;2000010501;155
SLFFIR;2000010502;155
SLFFIR;2000010503;155
SLFFIR;2000010504;154
SLFFIR;2000010505;155
SLFFIR;2000010506;155
SLFFIR;2000010507;155
SLFFIR;2000010508;154
SLFFIR;2000010509;154
SLFFIR;2000010510;154
SLFFIR;2000010511;152
SLFFIR;2000010512;153
SLFFIR;2000010513;153
SLFFIR;2000010514;152
SLFFIR;2000010515;152
SLFFIR;2000010516;153
SLFFIR;2000010517;153
SLFFIR;2000010518;153
SLFFIR;2000010519;153
SLFFIR;2000010520;152
SLFFIR;2000010521;152
SLFFIR;2000010522;152
SLFFIR;2000010523;152
SLFFIR;2000010600;152
SLFFIR;2000010601;152
SLFFIR;2000010602;152
SLFFIR;2000010603;152
SLFFIR;2000010604;151
SLFFIR;2000010605;151
SLFFIR;2000010606;151
SLFFIR;2000010607;151
SLFFIR;2000010608;151
SLFFIR;2000010609;150
SLFFIR;2000010610;150
SLFFIR;2000010611;150
SLFFIR;2000010612;149
SLFFIR;2000010613;149
SLFFIR;2000010614;150
SLFFIR;2000010615;150
SLFFIR;2000010616;150
SLFFIR;2000010617;150
SLFFIR;2000010618;150
SLFFIR;2000010619;150
SLFFIR;2000010620;150
SLFFIR;2000010621;150
SLFFIR;2000010622;149
SLFFIR;2000010623;149
SLFFIR;2000010700;149
SLFFIR;2000010701;149
SLFFIR;2000010702;149
SLFFIR;2000010703;149
SLFFIR;2000010704;148
SLFFIR;2000010705;149
SLFFIR;2000010706;149
SLFFIR;2000010707;149
SLFFIR;2000010708;149
SLFFIR;2000010709;149
SLFFIR;2000010710;147
SLFFIR;2000010711;144
SLFFIR;2000010712;145
SLFFIR;2000010713;144
SLFFIR;2000010714;146
SLFFIR;2000010715;146
SLFFIR;2000010716;147
SLFFIR;2000010717;147
SLFFIR;2000010718;147
SLFFIR;2000010719;147
SLFFIR;2000010720;147
SLFFIR;2000010721;147
SLFFIR;2000010722;146
SLFFIR;2000010723;147
SLFFIR;2000010800;146
SLFFIR;2000010801;146
SLFFIR;2000010802;146
SLFFIR;2000010803;146
SLFFIR;2000010804;146
SLFFIR;2000010805;146
SLFFIR;2000010806;146
SLFFIR;2000010807;146
SLFFIR;2000010808;146
SLFFIR;2000010809;145
SLFFIR;2000010810;145
SLFFIR;2000010811;143
SLFFIR;2000010812;142
SLFFIR;2000010813;139
SLFFIR;2000010814;144
SLFFIR;2000010815;144
SLFFIR;2000010816;146
SLFFIR;2000010817;145
SLFFIR;2000010818;145
SLFFIR;2000010819;146
SLFFIR;2000010820;145
SLFFIR;2000010821;145
SLFFIR;2000010822;145
SLFFIR;2000010823;145
SLFFIR;2000010900;145
SLFFIR;2000010901;145
SLFFIR;2000010902;145
SLFFIR;2000010903;145
SLFFIR;2000010904;144
SLFFIR;2000010905;144
SLFFIR;2000010906;144
SLFFIR;2000010907;144
SLFFIR;2000010908;143
SLFFIR;2000010909;144
SLFFIR;2000010910;143
SLFFIR;2000010911;143
SLFFIR;2000010912;141
SLFFIR;2000010913;143
SLFFIR;2000010914;141
SLFFIR;2000010915;142
SLFFIR;2000010916;144
SLFFIR;2000010917;144
SLFFIR;2000010918;142
SLFFIR;2000010919;143
SLFFIR;2000010920;142
SLFFIR;2000010921;141
SLFFIR;2000010922;143
SLFFIR;2000010923;144
SLFFIR;2000011000;140
SLFFIR;2000011001;142
SLFFIR;2000011002;146
SLFFIR;2000011003;145
SLFFIR;2000011004;145
SLFFIR;2000011005;144
SLFFIR;2000011006;143
SLFFIR;2000011007;143
SLFFIR;2000011008;143
SLFFIR;2000011009;143
SLFFIR;2000011010;142
SLFFIR;2000011011;143
SLFFIR;2000011012;143
SLFFIR;2000011013;143
SLFFIR;2000011014;143
SLFFIR;2000011015;142
SLFFIR;2000011016;142
SLFFIR;2000011017;142
SLFFIR;2000011018;143
SLFFIR;2000011019;143
SLFFIR;2000011020;143
SLFFIR;2000011021;144
SLFFIR;2000011022;144
SLFFIR;2000011023;144
SLFFIR;2000011100;144
SLFFIR;2000011101;143
SLFFIR;2000011102;143
SLFFIR;2000011103;143
SLFFIR;2000011104;143
SLFFIR;2000011105;143
SLFFIR;2000011106;143
SLFFIR;2000011107;143
SLFFIR;2000011108;142
SLFFIR;2000011109;141
SLFFIR;2000011110;140
SLFFIR;2000011111;140
SLFFIR;2000011112;136
SLFFIR;2000011113;138
SLFFIR;2000011114;138
SLFFIR;2000011115;140
SLFFIR;2000011116;142
SLFFIR;2000011117;141
SLFFIR;2000011118;141
SLFFIR;2000011119;141
SLFFIR;2000011120;141
SLFFIR;2000011121;140
SLFFIR;2000011122;140
SLFFIR;2000011123;139
SLFFIR;2000011200;139
SLFFIR;2000011201;139
SLFFIR;2000011202;139
SLFFIR;2000011203;139
SLFFIR;2000011204;139
SLFFIR;2000011205;140
SLFFIR;2000011206;140
SLFFIR;2000011207;140
SLFFIR;2000011208;140
SLFFIR;2000011209;140
SLFFIR;2000011210;137
SLFFIR;2000011211;136
SLFFIR;2000011212;133
SLFFIR;2000011213;132
SLFFIR;2000011214;136
SLFFIR;2000011215;137
SLFFIR;2000011216;139
SLFFIR;2000011217;139
SLFFIR;2000011218;139
SLFFIR;2000011219;139
SLFFIR;2000011220;139
SLFFIR;2000011221;139
SLFFIR;2000011222;139
SLFFIR;2000011223;139
SLFFIR;2000011300;139
SLFFIR;2000011301;139
SLFFIR;2000011302;139
SLFFIR;2000011303;139
SLFFIR;2000011304;139
SLFFIR;2000011305;139
SLFFIR;2000011306;139
SLFFIR;2000011307;139
SLFFIR;2000011308;139
SLFFIR;2000011309;139
SLFFIR;2000011310;137
SLFFIR;2000011311;136
SLFFIR;2000011312;132
SLFFIR;2000011313;134
SLFFIR;2000011314;137
SLFFIR;2000011315;138
SLFFIR;2000011316;139
SLFFIR;2000011317;139
SLFFIR;2000011318;139
SLFFIR;2000011319;139
SLFFIR;2000011320;139
SLFFIR;2000011321;138
SLFFIR;2000011322;138
SLFFIR;2000011323;139
SLFFIR;2000011400;139
SLFFIR;2000011401;139
SLFFIR;2000011402;138
SLFFIR;2000011403;138
SLFFIR;2000011404;138
SLFFIR;2000011405;138
SLFFIR;2000011406;138
SLFFIR;2000011407;138
SLFFIR;2000011408;138
SLFFIR;2000011409;137
SLFFIR;2000011410;135
SLFFIR;2000011411;136
SLFFIR;2000011412;136
SLFFIR;2000011413;136
SLFFIR;2000011414;136
SLFFIR;2000011415;137
SLFFIR;2000011416;138
SLFFIR;2000011417;138
SLFFIR;2000011418;137
SLFFIR;2000011419;138
SLFFIR;2000011420;137
SLFFIR;2000011421;138
SLFFIR;2000011422;138
SLFFIR;2000011423;137
SLFFIR;2000011500;137
SLFFIR;2000011501;137
SLFFIR;2000011502;137
SLFFIR;2000011503;137
SLFFIR;2000011504;137
SLFFIR;2000011505;137
SLFFIR;2000011506;137
SLFFIR;2000011507;137
SLFFIR;2000011508;137
SLFFIR;2000011509;137
SLFFIR;2000011510;136
SLFFIR;2000011511;133
SLFFIR;2000011512;131
SLFFIR;2000011513;134
SLFFIR;2000011514;135
SLFFIR;2000011515;135
SLFFIR;2000011516;137
SLFFIR;2000011517;137
SLFFIR;2000011518;137
SLFFIR;2000011519;137
SLFFIR;2000011520;137
SLFFIR;2000011521;136
SLFFIR;2000011522;136
SLFFIR;2000011523;137
SLFFIR;2000011600;136
SLFFIR;2000011601;136
SLFFIR;2000011602;136
SLFFIR;2000011603;136
SLFFIR;2000011604;136
SLFFIR;2000011605;136
SLFFIR;2000011606;136
SLFFIR;2000011607;136
SLFFIR;2000011608;136
SLFFIR;2000011609;136
SLFFIR;2000011610;133
SLFFIR;2000011611;131
SLFFIR;2000011612;131
SLFFIR;2000011613;134
SLFFIR;2000011614;134
SLFFIR;2000011615;134
SLFFIR;2000011616;136
SLFFIR;2000011617;136
SLFFIR;2000011618;136
SLFFIR;2000011619;136
SLFFIR;2000011620;136
SLFFIR;2000011621;136
SLFFIR;2000011622;136
SLFFIR;2000011623;136
SLFFIR;2000011700;136
SLFFIR;2000011701;135
SLFFIR;2000011702;136
SLFFIR;2000011703;136
SLFFIR;2000011704;136
SLFFIR;2000011705;135
SLFFIR;2000011706;134
SLFFIR;2000011707;134
SLFFIR;2000011708;135
SLFFIR;2000011709;135
SLFFIR;2000011710;134
SLFFIR;2000011711;133
SLFFIR;2000011712;132
SLFFIR;2000011713;132
SLFFIR;2000011714;132
SLFFIR;2000011715;133
SLFFIR;2000011716;134
SLFFIR;2000011717;135
SLFFIR;2000011718;134
SLFFIR;2000011719;134
SLFFIR;2000011720;134
SLFFIR;2000011721;134
SLFFIR;2000011722;134
SLFFIR;2000011723;134
SLFFIR;2000011800;134
SLFFIR;2000011801;135
SLFFIR;2000011802;134
SLFFIR;2000011803;134
SLFFIR;2000011804;134
SLFFIR;2000011805;134
SLFFIR;2000011806;134
SLFFIR;2000011807;134
SLFFIR;2000011808;134
SLFFIR;2000011809;134
SLFFIR;2000011810;134
SLFFIR;2000011811;136
SLFFIR;2000011812;135
SLFFIR;2000011813;135
SLFFIR;2000011814;135
SLFFIR;2000011815;135
SLFFIR;2000011816;135
SLFFIR;2000011817;135
SLFFIR;2000011818;135
SLFFIR;2000011819;135
SLFFIR;2000011820;135
SLFFIR;2000011821;135
SLFFIR;2000011822;134
SLFFIR;2000011823;133
SLFFIR;2000011900;133
SLFFIR;2000011901;133
SLFFIR;2000011902;135
SLFFIR;2000011903;134
SLFFIR;2000011904;133
SLFFIR;2000011905;135
SLFFIR;2000011906;135
SLFFIR;2000011907;135
SLFFIR;2000011908;135
SLFFIR;2000011909;135
SLFFIR;2000011910;134
SLFFIR;2000011911;134
SLFFIR;2000011912;133
SLFFIR;2000011913;132
SLFFIR;2000011914;132
SLFFIR;2000011915;134
SLFFIR;2000011916;134
SLFFIR;2000011917;135
SLFFIR;2000011918;134
SLFFIR;2000011919;135
SLFFIR;2000011920;134
SLFFIR;2000011921;134
SLFFIR;2000011922;134
SLFFIR;2000011923;135
SLFFIR;2000012000;135
SLFFIR;2000012001;134
SLFFIR;2000012002;134
SLFFIR;2000012003;134
SLFFIR;2000012004;134
SLFFIR;2000012005;134
SLFFIR;2000012006;134
SLFFIR;2000012007;134
SLFFIR;2000012008;134
SLFFIR;2000012009;133
SLFFIR;2000012010;132
SLFFIR;2000012011;131
SLFFIR;2000012012;129
SLFFIR;2000012013;128
SLFFIR;2000012014;131
SLFFIR;2000012015;134
SLFFIR;2000012016;134
SLFFIR;2000012017;134
SLFFIR;2000012018;134
SLFFIR;2000012019;134
SLFFIR;2000012020;134
SLFFIR;2000012021;134
SLFFIR;2000012022;134
SLFFIR;2000012023;134
SLFFIR;2000012100;134
SLFFIR;2000012101;133
SLFFIR;2000012102;133
SLFFIR;2000012103;133
SLFFIR;2000012104;134
SLFFIR;2000012105;134
SLFFIR;2000012106;134
SLFFIR;2000012107;133
SLFFIR;2000012108;134
SLFFIR;2000012109;133
SLFFIR;2000012110;133
SLFFIR;2000012111;133
SLFFIR;2000012112;133
SLFFIR;2000012113;133
SLFFIR;2000012114;133
SLFFIR;2000012115;133
SLFFIR;2000012116;133
SLFFIR;2000012117;133
SLFFIR;2000012118;133
SLFFIR;2000012119;133
SLFFIR;2000012120;133
SLFFIR;2000012121;133
SLFFIR;2000012122;133
SLFFIR;2000012123;133
SLFFIR;2000012200;133
SLFFIR;2000012201;133
SLFFIR;2000012202;133
SLFFIR;2000012203;133
SLFFIR;2000012204;133
SLFFIR;2000012205;133
SLFFIR;2000012206;133
SLFFIR;2000012207;133
SLFFIR;2000012208;133
SLFFIR;2000012209;132
SLFFIR;2000012210;132
SLFFIR;2000012211;132
SLFFIR;2000012212;133
SLFFIR;2000012213;133
SLFFIR;2000012214;133
SLFFIR;2000012215;135
SLFFIR;2000012216;136
SLFFIR;2000012217;137
SLFFIR;2000012218;136
SLFFIR;2000012219;139
SLFFIR;2000012220;143
SLFFIR;2000012221;143
SLFFIR;2000012222;145
SLFFIR;2000012223;143
SLFFIR;2000012300;147
SLFFIR;2000012301;151
SLFFIR;2000012302;155
SLFFIR;2000012303;163
SLFFIR;2000012304;163
SLFFIR;2000012305;163
SLFFIR;2000012306;166
SLFFIR;2000012307;170
SLFFIR;2000012308;174
SLFFIR;2000012309;176
SLFFIR;2000012310;179
SLFFIR;2000012311;180
SLFFIR;2000012312;183
SLFFIR;2000012313;184
SLFFIR;2000012314;184
SLFFIR;2000012315;185
SLFFIR;2000012316;187
SLFFIR;2000012317;188
SLFFIR;2000012318;188
SLFFIR;2000012319;189
SLFFIR;2000012320;190
SLFFIR;2000012321;195
SLFFIR;2000012322;199
SLFFIR;2000012323;200
SLFFIR;2000012400;203
SLFFIR;2000012401;203
SLFFIR;2000012402;203
SLFFIR;2000012403;205
SLFFIR;2000012404;205
SLFFIR;2000012405;204
SLFFIR;2000012406;205
SLFFIR;2000012407;204
SLFFIR;2000012408;201
SLFFIR;2000012409;202
SLFFIR;2000012410;202
SLFFIR;2000012411;197
SLFFIR;2000012412;195
SLFFIR;2000012413;190
SLFFIR;2000012414;187
SLFFIR;2000012415;191
SLFFIR;2000012416;190
SLFFIR;2000012417;192
SLFFIR;2000012418;192
SLFFIR;2000012419;191
SLFFIR;2000012420;190
SLFFIR;2000012421;190
SLFFIR;2000012422;190
SLFFIR;2000012423;190
SLFFIR;2000012500;190
SLFFIR;2000012501;190
SLFFIR;2000012502;189
SLFFIR;2000012503;189
SLFFIR;2000012504;188
SLFFIR;2000012505;187
SLFFIR;2000012506;187
SLFFIR;2000012507;187
SLFFIR;2000012508;186
SLFFIR;2000012509;185
SLFFIR;2000012510;183
SLFFIR;2000012511;182
SLFFIR;2000012512;182
SLFFIR;2000012513;178
SLFFIR;2000012514;179
SLFFIR;2000012515;180
SLFFIR;2000012516;181
SLFFIR;2000012517;181
SLFFIR;2000012518;182
SLFFIR;2000012519;182
SLFFIR;2000012520;181
SLFFIR;2000012521;180
SLFFIR;2000012522;180
SLFFIR;2000012523;179
SLFFIR;2000012600;178
SLFFIR;2000012601;178
SLFFIR;2000012602;177
SLFFIR;2000012603;177
SLFFIR;2000012604;177
SLFFIR;2000012605;176
SLFFIR;2000012606;176
SLFFIR;2000012607;176
SLFFIR;2000012608;175
SLFFIR;2000012609;174
SLFFIR;2000012610;174
SLFFIR;2000012611;171
SLFFIR;2000012612;167
SLFFIR;2000012613;170
SLFFIR;2000012614;171
SLFFIR;2000012615;171
SLFFIR;2000012616;172
SLFFIR;2000012617;172
SLFFIR;2000012618;171
SLFFIR;2000012619;171
SLFFIR;2000012620;171
SLFFIR;2000012621;171
SLFFIR;2000012622;171
SLFFIR;2000012623;171
SLFFIR;2000012700;170
SLFFIR;2000012701;170
SLFFIR;2000012702;170
SLFFIR;2000012703;170
SLFFIR;2000012704;169
SLFFIR;2000012705;169
SLFFIR;2000012706;168
SLFFIR;2000012707;168
SLFFIR;2000012708;169
SLFFIR;2000012709;168
SLFFIR;2000012710;167
SLFFIR;2000012711;166
SLFFIR;2000012712;165
SLFFIR;2000012713;164
SLFFIR;2000012714;164
SLFFIR;2000012715;166
SLFFIR;2000012716;166
SLFFIR;2000012717;166
SLFFIR;2000012718;166
SLFFIR;2000012719;166
SLFFIR;2000012720;165
SLFFIR;2000012721;165
SLFFIR;2000012722;165
SLFFIR;2000012723;166
SLFFIR;2000012800;165
SLFFIR;2000012801;165
SLFFIR;2000012802;165
SLFFIR;2000012803;165
SLFFIR;2000012804;165
SLFFIR;2000012805;164
SLFFIR;2000012806;164
SLFFIR;2000012807;164
SLFFIR;2000012808;164
SLFFIR;2000012809;163
SLFFIR;2000012810;162
SLFFIR;2000012811;163
SLFFIR;2000012812;163
SLFFIR;2000012813;163
SLFFIR;2000012814;163
SLFFIR;2000012815;162
SLFFIR;2000012816;163
SLFFIR;2000012817;164
SLFFIR;2000012818;164
SLFFIR;2000012819;163
SLFFIR;2000012820;163
SLFFIR;2000012821;163
SLFFIR;2000012822;162
SLFFIR;2000012823;161
SLFFIR;2000012900;161
SLFFIR;2000012901;161
SLFFIR;2000012902;162
SLFFIR;2000012903;162
SLFFIR;2000012904;162
SLFFIR;2000012905;162
SLFFIR;2000012906;162
SLFFIR;2000012907;162
SLFFIR;2000012908;162
SLFFIR;2000012909;162
SLFFIR;2000012910;161
SLFFIR;2000012911;161
SLFFIR;2000012912;161
SLFFIR;2000012913;161
SLFFIR;2000012914;163
SLFFIR;2000012915;164
SLFFIR;2000012916;165
SLFFIR;2000012917;165
SLFFIR;2000012918;166
SLFFIR;2000012919;167
SLFFIR;2000012920;168
SLFFIR;2000012921;168
SLFFIR;2000012922;169
SLFFIR;2000012923;170
SLFFIR;2000013000;170
SLFFIR;2000013001;171
SLFFIR;2000013002;171
SLFFIR;2000013003;171
SLFFIR;2000013004;171
SLFFIR;2000013005;173
SLFFIR;2000013006;174
SLFFIR;2000013007;177
SLFFIR;2000013008;178
SLFFIR;2000013009;180
