,correlation,rmsd,amp_diff
0.1,-0.3077258523792719,380.789412032335,593.0
0.2,-0.12096778662829219,431.02862720139746,801.0
0.30000000000000004,0.0022071715999187284,466.30143239228255,1217.0
0.4,0.1024487953672169,478.5008156937933,1321.0
0.5,0.16643321366019445,494.1920077477098,1425.0
0.6,0.20792232437719213,498.9113009221396,1841.0
0.7000000000000001,0.25803825450549783,510.22769020424295,1841.0
0.8,0.27858229483620817,518.309653498717,1945.0
0.9,0.30735491094793493,520.2595820921393,2049.0
1.0,0.3269880581580887,510.55921455473487,1945.0
2.0,0.5077465823160991,534.1083010955615,2257.0
3.0,0.6119795359515798,531.7921277650687,2361.0
4.0,0.6714960529487364,542.5898211517944,2777.0
5.0,0.7281336467740585,537.2169107115851,2777.0
6.0,0.768193635240881,542.1431697790566,2777.0
7.0,0.7940611658032488,534.8783325342955,2777.0
8.0,0.8124655671633243,547.6416158572592,2777.0
9.0,0.8262955820785624,555.255952416466,2881.0
10.0,0.8395593351713063,562.4194156512108,2881.0
11.0,0.859575901531833,559.4733685433088,2881.0
12.0,0.8677911425414464,565.795835672961,2985.0
13.0,0.8749619504933489,562.2418191857099,2881.0
14.0,0.8718813674049748,574.4037788981312,2985.0
15.0,0.8895380576208061,572.5634220284138,2985.0
16.0,0.8891664320361478,580.9710968947252,2985.0
17.0,0.8960633573610215,590.3849672390938,3089.0
18.0,0.9006425452774778,582.9228031037765,3089.0
19.0,0.9080777226775791,581.0082836294173,3089.0
20.0,0.9121603618655594,589.7457484473277,3089.0
