,correlation,rmsd,amp_diff
0.1,-0.5720337009805008,313.2302056902736,73.0
0.2,-0.5952444731117418,328.295349718848,281.0
0.30000000000000004,-0.4115112483670436,335.7085791887733,177.0
0.4,-0.3736704881567441,364.4439576702091,385.0
0.5,-0.3231597021719105,371.5134986939676,385.0
0.6,-0.3188849937502314,383.9823315108001,385.0
0.7000000000000001,-0.289746504269515,406.8435635327309,489.0
0.8,-0.24516842975575992,407.5116203810368,489.0
0.9,-0.2212131856465337,424.52978478751055,593.0
1.0,-0.17330387983521744,421.6999915676629,489.0
2.0,0.013151128260676118,465.33659700018245,905.0
3.0,0.18780092674037616,466.68400934916804,1009.0
4.0,0.2550031828234108,481.335389518008,1113.0
5.0,0.32044497129010685,478.05533842143916,1113.0
6.0,0.366852620145236,483.6492493158213,1217.0
7.0,0.4451170327147117,492.7292550181335,1321.0
8.0,0.46667530839435756,498.309273671042,1321.0
9.0,0.49031099233306236,497.8238784404277,1321.0
10.0,0.5098937370252753,500.0573232722356,1529.0
11.0,0.5399972286834364,505.93031911077765,1633.0
12.0,0.5734833509957035,498.38803798967854,1633.0
13.0,0.5823977014628201,514.212812262366,1633.0
14.0,0.5978590606026117,514.5931359453026,1633.0
15.0,0.6221346253284195,515.2321278927279,1841.0
16.0,0.6127156153340867,525.0829389286118,1945.0
17.0,0.6331743786348739,526.5410546777853,1945.0
18.0,0.6418496067289966,521.4740721741573,2049.0
19.0,0.6439572901455869,528.9692580013096,2257.0
20.0,0.6637463692859984,510.91837973893934,2465.0
