,correlation,rmsd,amp_diff
0.1,-0.42300206327498596,393.8766563425924,385.0
0.2,-0.2314188422010643,425.7792930915599,697.0
0.30000000000000004,-0.16119664272762235,450.0748748762312,801.0
0.4,-0.049210316237185525,450.04500643531554,905.0
0.5,0.03134246351751252,452.4507086384626,905.0
0.6,0.08457989373607458,463.1014145493609,1009.0
0.7000000000000001,0.13334004496956836,478.32041331161025,1009.0
0.8,0.199368861245903,473.13685054488735,1113.0
0.9,0.23857319629917254,474.65172382788705,1113.0
1.0,0.2616117480556941,471.65890487838766,1113.0
2.0,0.4722818143340973,487.07478101264115,1425.0
3.0,0.553554962907821,504.11302642477233,1633.0
4.0,0.6198985131344056,511.12664351298463,2361.0
5.0,0.6575518128993809,513.7396822102096,2465.0
6.0,0.67210027970982,526.1976121908513,2465.0
7.0,0.7076089365918368,520.6433243911627,2569.0
8.0,0.7361816581177041,521.0231547210652,2881.0
9.0,0.7550555737032216,537.7614138423338,2881.0
10.0,0.7674101346470106,535.7317353741864,2777.0
11.0,0.7782045775843197,544.7032836557215,2881.0
12.0,0.7850211720041045,531.9664969733326,2881.0
13.0,0.8089278428085767,536.9521910226674,2881.0
14.0,0.8142314632870662,541.4509040711388,2881.0
15.0,0.8159951208402255,545.906200186839,2881.0
16.0,0.8466966958165587,539.3777360345222,2881.0
17.0,0.8482224283526962,554.7700343533567,2881.0
18.0,0.8479721816156928,560.5257763546047,2881.0
19.0,0.8509988937688485,566.9360701900183,2985.0
20.0,0.8661817006902535,560.4919706921941,3089.0
