,correlation,rmsd,amp_diff
0.1,-0.5417352929165714,358.9410684609152,281.0
0.2,-0.40981674256192835,387.2746761291523,281.0
0.30000000000000004,-0.3528227892912908,398.16680173649604,489.0
0.4,-0.24562838232467907,411.42763024515676,593.0
0.5,-0.20732278427150466,425.0799803166312,697.0
0.6,-0.1609900601277847,437.48823018836146,801.0
0.7000000000000001,-0.09544964234851314,443.8690377733195,697.0
0.8,-0.04507257880805228,444.19857645524013,801.0
0.9,-0.03410604918588913,454.77266621610306,905.0
1.0,0.0003545608557002022,466.6192417600591,905.0
2.0,0.27011658170610936,487.05003021612464,1009.0
3.0,0.370075694041402,486.1665765854677,1113.0
4.0,0.4753828001543559,500.6509123025534,1321.0
5.0,0.5102581265520468,508.3146735656999,1633.0
6.0,0.5589296192485528,509.141615355842,1737.0
7.0,0.5992953844305814,509.3440057975079,1841.0
8.0,0.6130417622747611,519.3411250930963,2049.0
9.0,0.6298153322265445,514.5422081842873,2361.0
10.0,0.6549622240435915,520.3209141010869,2361.0
11.0,0.6560397147147761,518.5526675660174,2465.0
12.0,0.6690174477513743,524.2288987269084,2361.0
13.0,0.6971743187382898,527.3960628943199,2465.0
14.0,0.7027618196960912,531.3705534412564,2465.0
15.0,0.7258520483654611,537.9962206434019,2569.0
16.0,0.7341653407870761,536.2594043690572,2881.0
17.0,0.7405067140639006,546.2958050997282,2881.0
18.0,0.7515810210165044,532.4825516131891,2881.0
19.0,0.7452832991885184,539.7343491282967,2881.0
20.0,0.763146584453917,539.9554074248823,2881.0
