time,EIG,KSE
2008-08-01,,176.6
2008-09-01,,158.4
2008-10-01,,96.2
2008-11-01,,145.6
2008-12-01,,120.2
2009-01-01,,53.2
2009-02-01,,206.8
2009-03-01,,286.2
2009-04-01,,100.1
2009-05-01,,95.6
2009-06-01,,185.0
2009-07-01,,213.9
2009-08-01,,132.2
2009-09-01,,58.6
2009-10-01,,78.5
2009-11-01,,168.5
2009-12-01,,122.7
2010-01-01,,77.9
2010-02-01,,44.6
2010-03-01,,76.4
2010-04-01,,45.1
2010-05-01,,222.0
2010-06-01,,131.0
2010-07-01,,198.6
2010-08-01,,271.2
2010-09-01,,127.6
2010-10-01,,88.2
2010-11-01,,145.2
2010-12-01,,83.2
2011-01-01,,59.9
2011-02-01,,59.2
2011-03-01,,54.2
2011-04-01,,52.0
2011-05-01,,171.2
2011-06-01,,201.6
2011-07-01,,207.1
2011-08-01,,119.8
2011-09-01,,100.5
2011-10-01,,200.5
2011-11-01,,11.0
2011-12-01,,284.4
2012-01-01,,389.8
2012-02-01,,29.2
2012-03-01,,52.3
2012-04-01,,119.9
2012-05-01,,121.7
2012-06-01,,171.3
2012-07-01,,183.1
2012-08-01,,173.4
2012-09-01,,101.8
2012-10-01,,157.1
2012-11-01,,93.9
2012-12-01,,264.9
2013-01-01,,92.7
2013-02-01,,154.8
2013-03-01,,61.3
2013-04-01,,118.7
2013-05-01,,282.8
2013-06-01,,155.7
2013-07-01,,166.6
2013-08-01,,155.7
2013-09-01,,189.8
2013-10-01,,96.2
2013-11-01,,165.4
2013-12-01,,69.0
2014-01-01,,96.0
2014-02-01,,183.4
2014-03-01,,89.7
2014-04-01,,135.1
2014-05-01,,189.4
2014-06-01,,144.1
2014-07-01,,390.7
2014-08-01,,206.4
2014-09-01,,96.9
2014-10-01,,90.9
2014-11-01,,169.8
2014-12-01,,74.4
2015-01-01,,173.9
2015-02-01,,97.2
2015-03-01,,164.5
2015-04-01,,109.2
2015-05-01,,216.8
2015-06-01,,134.7
2015-07-01,,84.2
2015-08-01,,179.6
2015-09-01,,143.8
2015-10-01,,76.5
2015-11-01,,70.6
2015-12-01,,12.0
2016-01-01,,124.4
2016-02-01,,150.9
2016-03-01,,86.8
2016-04-01,,128.3
2016-05-01,,258.9
2016-06-01,,241.7
2016-07-01,,174.7
2016-08-01,,152.9
2016-09-01,,130.6
2016-10-01,,82.7
2016-11-01,,85.5
2016-12-01,,0.1
2017-01-01,,96.7
2017-02-01,,91.9
2017-03-01,,150.4
2017-04-01,,112.7
2017-05-01,,152.2
2017-06-01,,157.6
2017-07-01,,159.9
2017-08-01,,220.8
2017-09-01,,133.3
2017-10-01,,81.6
2017-11-01,,161.9
2017-12-01,,121.6
2018-01-01,,266.4
2018-02-01,,56.2
2018-03-01,,168.2
2018-04-01,,57.2
2018-05-01,,132.0
2018-06-01,,133.4
2018-07-01,,153.5
