,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.2905277350459103,231.66617463049582,-31.0,0.3800055978979757,14
0.2,-0.22327825018694086,252.41126524607927,73.0,0.536510060144838,14
0.30000000000000004,-0.1350601424906638,255.14259109687208,73.0,0.5885914837135309,14
0.4,-0.053430876674300576,254.81962968571895,73.0,0.5889800954355096,14
0.5,-0.011228733265821845,253.48903741448666,177.0,0.6430297649783322,14
0.6,-0.003287820850373716,262.69397707912793,73.0,0.7111972662626712,14
0.7000000000000001,0.06827152903843842,259.75794915192813,73.0,0.7298820730533473,13
0.8,0.07741245928038973,266.7458464743485,281.0,0.738009655761338,13
0.9,0.10972023076981455,264.0796262363715,281.0,0.759919566225278,14
1.0,0.12732951513923713,278.6628883190796,385.0,0.7601579987322753,13
2.0,0.2596742993416233,297.72904246966016,489.0,0.8249169979814367,11
3.0,0.36203979972725525,302.8346931356234,801.0,0.8552679857017721,10
4.0,0.42493681214667683,308.42761712169795,905.0,0.8700665450591979,10
5.0,0.443087471224958,350.29884105566094,905.0,0.8893468780933355,10
6.0,0.4751150365349063,361.58484373275394,905.0,0.9068492750903193,9
7.0,0.5119818291958533,374.02592800777444,905.0,0.9093240380422521,8
8.0,0.5290394489847393,377.2478947913411,905.0,0.9182240524915478,8
9.0,0.5631563000250311,384.76444400185414,905.0,0.91971596477179,8
10.0,0.5895948239776915,379.8618554601385,905.0,0.9294851319619105,7
11.0,0.6184164185361085,386.1415070333096,905.0,0.9365637989041219,7
12.0,0.6223155729714825,379.7148348282847,905.0,0.927718283839028,7
13.0,0.6395025900399791,391.15781658710875,1009.0,0.9303241719638672,7
14.0,0.6532548792534155,386.95368322262794,1009.0,0.9286846907915873,7
15.0,0.6579002201715818,379.26987336960303,1009.0,0.9311065873151649,7
16.0,0.6541632654089915,394.59917317660006,1009.0,0.9339758348765873,7
17.0,0.6733999344134877,392.71566925646795,1009.0,0.9335774689065897,6
18.0,0.6858221066433838,396.09151073092465,1113.0,0.9343936723311251,6
19.0,0.6888833093295299,404.76806459233603,1217.0,0.9337423381748645,6
20.0,0.6950951481732927,399.63632610385673,1113.0,0.9368254399779724,6
