,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.004000391472559295,230.39369280221462,281.0,0.6296868438082313,14
0.2,0.09551218979227273,258.40105715561725,385.0,0.6562916062598283,13
0.30000000000000004,0.21141331774464575,258.0855385290667,489.0,0.7119437623005158,11
0.4,0.27980545998343714,256.82069850839105,593.0,0.7217147979953736,11
0.5,0.3734422154519548,253.16519625210586,593.0,0.7046111238896818,11
0.6,0.4020845878584246,255.99273477466295,801.0,0.7400569637012481,9
0.7000000000000001,0.43587765953890467,255.43383985189365,801.0,0.7375537881894912,10
0.8,0.44625342633002346,258.71618753720384,801.0,0.7690254296450079,8
0.9,0.4530961432642132,253.78479858916648,905.0,0.7769700952022145,9
1.0,0.4907516593936499,257.0085965344031,905.0,0.8013989040557499,8
2.0,0.6231996274666807,260.84367801955324,1321.0,0.8762208048282645,7
3.0,0.6780830430874617,275.4158714964779,1425.0,0.8945042126763374,6
4.0,0.7135879545983492,281.88497561051804,1425.0,0.9082761696992574,5
5.0,0.7592959111737304,282.1277950270318,1425.0,0.9133525961146505,5
6.0,0.7818746902004996,296.4934908640035,1529.0,0.929687766226358,5
7.0,0.8129161864011107,312.0120977617169,1633.0,0.9281969215758369,4
8.0,0.8233715579147428,315.08271457202545,1633.0,0.9356167832574709,4
9.0,0.8385393156644376,318.2851381290873,1841.0,0.9346164288855981,4
10.0,0.8496072922997827,329.6173496636731,1945.0,0.9381396461330405,4
11.0,0.86094806499402,342.859954102863,2153.0,0.9387454609725636,3
12.0,0.8708296755071646,353.8993637792554,2257.0,0.9370459570411482,3
13.0,0.8759363661087798,353.79833286264494,2257.0,0.9401944596551448,3
14.0,0.8853000837755706,356.1313812919558,2257.0,0.9420665477497189,3
15.0,0.8783263828126184,367.2278808297556,2465.0,0.9415823002036611,3
16.0,0.8892275294780173,382.21988797626506,2465.0,0.9372733333711714,3
17.0,0.8938822600844117,379.5516144707234,2465.0,0.9396873735221069,2
18.0,0.905341156058495,383.93011078205996,2465.0,0.9437907702626119,2
19.0,0.9010387289916835,394.8946940728989,2569.0,0.9391268254092515,2
20.0,0.903441579043508,399.726023724488,2465.0,0.941004871460528,2
