,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.049818360756605326,297.3528562059233,489.0,0.5799452349640929,13
0.2,0.0968300633835499,314.5291248101649,801.0,0.6936217229946607,13
0.30000000000000004,0.19016935119780676,324.9485846541162,905.0,0.7638857610576497,10
0.4,0.2627274018980918,322.18494904834256,1113.0,0.8030529463375993,10
0.5,0.340128208334151,327.69446489987956,1217.0,0.7940529874771427,10
0.6,0.40433099437659853,326.8634819511822,1321.0,0.8149670832257752,9
0.7000000000000001,0.42746944250531776,339.8074480315449,1425.0,0.822980740141999,9
0.8,0.47861223590317165,339.676425707231,1425.0,0.8251785932208887,9
0.9,0.5141929267460378,339.6297017715577,1425.0,0.8470418483103156,9
1.0,0.5408847488605171,342.0188822120604,1633.0,0.8480302534075391,8
2.0,0.6333786512797651,365.7165437419515,2049.0,0.8736889471900758,6
3.0,0.6968866188095915,399.21291656800054,2153.0,0.8758712767596782,5
4.0,0.7265604645660716,408.0471988525899,2153.0,0.8756324400603854,5
5.0,0.7524966648056032,433.5170166541607,2257.0,0.8933235953884797,4
6.0,0.7660113217457205,443.15696501682436,2361.0,0.8911908558886102,4
7.0,0.789748915033686,455.2282286570166,2361.0,0.8997095077225047,4
8.0,0.7966498772586873,487.92132777311804,2569.0,0.9102207772544268,4
9.0,0.81882985663491,481.7574388263133,2569.0,0.9094695145361262,3
10.0,0.8294833490019834,505.28648515746795,2777.0,0.9093225409265052,3
11.0,0.8409219229597279,510.4237685115488,2985.0,0.9134702882890222,3
12.0,0.8560210881769782,512.0930580883318,2985.0,0.914218657145258,2
13.0,0.8636521122158197,529.2810932384866,3089.0,0.9231528077572467,3
14.0,0.8641789492409186,548.3697957714295,3089.0,0.9207384292511218,3
15.0,0.8684429865381248,552.2177655550461,3089.0,0.9169149170008417,2
16.0,0.8895159738619862,541.315105182757,3089.0,0.9311645624111051,2
17.0,0.8885192858934515,545.2041789620057,3089.0,0.928359796766689,2
18.0,0.8930919850670599,555.9872414941188,3193.0,0.9266935985146773,2
19.0,0.8903081431166099,574.0199822995802,3297.0,0.9211213949952559,2
20.0,0.9004715012163158,574.713961283968,3297.0,0.9276051921014228,2
