,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,0.06030651366816979,279.2521655974862,489.0,0.599947330332635,12
0.2,0.20092639607287735,279.6798483004913,697.0,0.6429680843749691,12
0.30000000000000004,0.34165147523641043,282.64877380906586,905.0,0.7429033596141007,10
0.4,0.3806468148053427,292.78776794184415,1113.0,0.7731779746272035,10
0.5,0.44422945539796244,293.68990600652216,1113.0,0.8092904435544234,9
0.6,0.4734561377194247,292.6878921924921,1217.0,0.8314051396701857,8
0.7000000000000001,0.4848409793248072,300.180191641394,1321.0,0.8380783541460041,9
0.8,0.5549760901865513,303.6849743872186,1321.0,0.8568532674259127,8
0.9,0.5777269821941112,306.42616232959324,1425.0,0.8585361912365617,8
1.0,0.5962196285193868,309.6074538700383,1529.0,0.8492413872433229,7
2.0,0.7240680172616298,336.9261926142337,1945.0,0.8949789206160012,6
3.0,0.7501207552343733,370.5039939926891,2049.0,0.9019688570917594,5
4.0,0.7877896992775055,378.88894487504353,2049.0,0.9198579181237103,4
5.0,0.8122387944018161,386.4665104749745,2257.0,0.9159769842072033,4
6.0,0.8212996098508992,402.83577399363065,2361.0,0.9195162998772013,3
7.0,0.8502367343955488,414.6133577950166,2465.0,0.9269204342318934,3
8.0,0.8500932098611083,434.5835567956973,2777.0,0.9240698066020343,3
9.0,0.8608176938830852,455.4262022851639,2777.0,0.9227436291458594,3
10.0,0.8874623122031582,453.9900488814023,2777.0,0.9265597137085878,2
11.0,0.880825133773948,469.1977487762951,2777.0,0.9276064776236,2
12.0,0.8832753992817056,484.46945710860496,2985.0,0.9294193621314207,2
13.0,0.8824727205241281,497.78752492292523,2985.0,0.9213301314367892,2
14.0,0.8964958436496802,501.0671027621155,2985.0,0.9214623529745913,2
15.0,0.8955713413203376,513.6531155800144,2881.0,0.9205794795465979,2
16.0,0.8992204486569495,528.1992631486582,2985.0,0.9206478694285739,2
17.0,0.9062867692304625,528.1413334366276,2985.0,0.9255826422682033,2
18.0,0.907479090438522,541.1972084347108,2985.0,0.9284621433939645,2
19.0,0.9093588691749641,544.3382561834725,3089.0,0.9251717138166661,1
20.0,0.9079363833107087,545.4083129577094,3089.0,0.9219717922141529,1
