,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.11176658637668378,218.9941549201637,-31.0,0.5977667676303393,13
0.2,-0.059568977265097724,248.10913140585467,177.0,0.6581865333399498,14
0.30000000000000004,0.03700095658032711,256.41012098336597,385.0,0.6548201667969575,14
0.4,0.12575605167116718,264.1577700717624,489.0,0.6887450509062054,13
0.5,0.1930184105588071,268.26671489524944,489.0,0.6799108737774885,11
0.6,0.2608935363760969,261.90388687505043,489.0,0.7021869069255294,10
0.7000000000000001,0.3126320545742201,256.22149643847456,593.0,0.701144507965412,12
0.8,0.3244923043088378,256.6447301714608,593.0,0.7048128844291682,10
0.9,0.34807626075632453,259.0601833125572,801.0,0.718653835912335,10
1.0,0.3838599527015273,256.13168413931186,801.0,0.7181666752050366,9
2.0,0.5776934623020952,249.07768728816694,905.0,0.8488580722420701,8
3.0,0.5906815428725402,267.89978843374814,1321.0,0.8791813368085482,7
4.0,0.641562631982971,266.6712259115882,1321.0,0.886346661729349,7
5.0,0.6743904826838861,267.3258250112056,1321.0,0.8982284255024915,6
6.0,0.700893132501514,278.6583013919391,1425.0,0.899096709291369,5
7.0,0.714250731327017,287.59503026449124,1425.0,0.9008676247399352,6
8.0,0.7491393968864637,289.79107530696825,1425.0,0.9192143721555487,5
9.0,0.7692998772376666,287.9043732292813,1425.0,0.9249292094879679,5
10.0,0.789921623219752,294.55701911257853,1529.0,0.9269102047364628,5
11.0,0.7718960632269227,310.17216821187384,1633.0,0.9235379796716814,4
12.0,0.7925725448538814,310.4335430316122,1633.0,0.9222281244206744,5
13.0,0.8025164622375556,312.0745614707819,1633.0,0.9252020245228627,4
14.0,0.8198416638578631,312.101660811751,1737.0,0.9309340436456587,4
15.0,0.8344494595499659,317.9388511153759,1841.0,0.9366543841946803,4
16.0,0.8360335031126689,328.18714141844345,1841.0,0.9308512693684788,4
17.0,0.8489504133979662,334.2231012967883,2049.0,0.9388003585794187,4
18.0,0.8465390347806784,337.98246247434633,2153.0,0.933547418622829,4
19.0,0.8650271922358557,336.08485098487114,2153.0,0.9377877165229594,3
20.0,0.8709347606771282,347.859421640761,2257.0,0.9377172749073917,3
