,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,0.015942828333278727,269.9267527066524,385.0,0.5784330560771981,14
0.2,0.2102084161916223,274.8154819921054,593.0,0.6411670375911571,12
0.30000000000000004,0.26047959404402654,282.6738045786473,697.0,0.6852953740514072,11
0.4,0.3553362045321751,277.9982402621703,801.0,0.7228664507389715,9
0.5,0.3903567911566202,276.32001794223186,1009.0,0.7638031857793799,9
0.6,0.45231556904081777,273.44296350087706,1009.0,0.8081667457178012,9
0.7000000000000001,0.48286910914614967,270.81414558189283,1113.0,0.8290210007367018,9
0.8,0.5031344324071767,280.4892558641005,1217.0,0.8246071398651769,9
0.9,0.5725452155822979,282.57956512262024,1217.0,0.8307419612129752,8
1.0,0.5626931453946061,291.13848888534795,1217.0,0.853273943970445,8
2.0,0.6975548942997922,303.04652670171373,1737.0,0.8879975525667058,6
3.0,0.738575721753147,329.9012951077649,1841.0,0.8968958668096977,5
4.0,0.7687041331689023,354.53832108636453,1841.0,0.9165660141835359,4
5.0,0.8004595778727442,356.3918646860103,2049.0,0.9171715317999597,4
6.0,0.8054882873487492,374.71086190736935,2153.0,0.9151936484333231,4
7.0,0.8386877926331833,379.53866180522016,2257.0,0.9229601216762701,3
8.0,0.8407149323124867,398.77228033579354,2569.0,0.9214686695040982,3
9.0,0.861185988999327,400.41465686163144,2673.0,0.9248218948239894,3
10.0,0.8741475127548208,410.9864282195679,2673.0,0.9294623899452763,3
11.0,0.8768412689420639,426.71505592546004,2673.0,0.9315146191848575,3
12.0,0.8881745414756583,428.4040706175827,2673.0,0.9330322993962954,2
13.0,0.8866045730860767,442.51609350815494,2881.0,0.9255583875136423,2
14.0,0.8943042665694716,451.6675356064291,2777.0,0.9355265204535292,2
15.0,0.9004778459332486,452.93578313244495,2881.0,0.9265496191439081,2
16.0,0.9007182188079766,468.2036951366878,2881.0,0.929407040168479,2
17.0,0.9015340469496609,476.3647430499581,2881.0,0.9324006418472582,2
18.0,0.9112273973793016,484.57473245239925,2985.0,0.9347288251022982,2
19.0,0.9092449216135119,484.76121637938377,2985.0,0.9267137263082893,2
20.0,0.9065106807419075,489.2936616355307,2881.0,0.9270304138806804,2
