,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.027620358935891987,218.29636303211024,-31.0,0.5928482134604603,14
0.2,0.05684578280773392,219.9020957576261,177.0,0.626556562745995,14
0.30000000000000004,0.1630604398537519,221.77048114932134,281.0,0.7595911353092112,12
0.4,0.19281657240858174,245.02339772342606,281.0,0.7686435300132269,11
0.5,0.26463424309587724,241.83429709368963,385.0,0.7700551109506248,11
0.6,0.2734247520462828,253.81504421493761,593.0,0.7876354223295774,11
0.7000000000000001,0.31519348534324604,248.57442295172285,489.0,0.7851821190258008,10
0.8,0.3326535223597061,248.24581771201315,593.0,0.7858797516366883,11
0.9,0.39600060025865585,244.0292349520493,593.0,0.802833657500559,9
1.0,0.4279309597839744,241.7351866105216,697.0,0.8109639748604751,10
2.0,0.5140704305450908,264.85987061083046,1113.0,0.8575829601170895,8
3.0,0.6065741937867278,272.91547031290787,1113.0,0.8835485981783762,7
4.0,0.6509853799498523,271.4018868809886,1113.0,0.8974860523557158,7
5.0,0.707303084350993,267.3364346064765,1113.0,0.9176239316555561,6
6.0,0.7194573039100635,283.56000250541945,1113.0,0.9214865178180285,6
7.0,0.7407447412751904,283.164252729873,1113.0,0.9277410963080867,5
8.0,0.7634128644567163,295.4133022303352,1321.0,0.9347070577606067,5
9.0,0.7798086195047652,306.6159185318954,1321.0,0.9336316592477006,5
10.0,0.7821280469932279,307.0563957468787,1321.0,0.9345342009425528,4
11.0,0.7981488146520939,311.5485881899811,1425.0,0.9368660156446145,4
12.0,0.8153219661630492,313.28676771961864,1425.0,0.9339137883393195,5
13.0,0.8288728678757432,314.69546716851903,1529.0,0.9405248673366342,4
14.0,0.8438763048747893,325.96451845758577,1633.0,0.945324887486321,4
15.0,0.8554077823444481,327.09915111215685,1737.0,0.9483578997589606,4
16.0,0.8445028344245321,330.9775816276101,1737.0,0.9396971974777876,3
17.0,0.8605243261939836,355.30048820484177,1737.0,0.9448663515896791,3
18.0,0.8669640681247366,350.66176971363694,1841.0,0.9439641189225153,3
19.0,0.8628951291486555,361.2099924901239,1945.0,0.9462683994599498,3
20.0,0.879611029753437,360.20132335993605,1945.0,0.9461876047612764,3
