 

stn;time;rka150d0
TIT;20140519;0.1
TIT;20140520;0.1
TIT;20140521;3.0
TIT;20140522;9.8
TIT;20140523;17.9
TIT;20140524;3.0
TIT;20140525;0.1
TIT;20140526;5.9
TIT;20140527;12.6
TIT;20140528;5.2
TIT;20140529;7.0
TIT;20140530;7.6
TIT;20140531;0.6
TIT;20140601;0.3
TIT;20140602;4.7
TIT;20140603;1.5
TIT;20140604;13.2
TIT;20140605;2.1
TIT;20140606;0.3
TIT;20140607;0.0
TIT;20140608;0.1
TIT;20140609;0.0
TIT;20140610;0.0
TIT;20140611;0.9
TIT;20140612;4.2
TIT;20140613;6.0
TIT;20140614;5.2
TIT;20140615;0.0
TIT;20140616;0.7
TIT;20140617;3.4
TIT;20140618;10.5
TIT;20140619;11.8
TIT;20140620;0.3
TIT;20140621;0.1
TIT;20140622;11.2
TIT;20140623;15.4
TIT;20140624;22.9
TIT;20140625;6.2
TIT;20140626;0.0
TIT;20140627;6.2
TIT;20140628;2.3
TIT;20140629;39.0
TIT;20140630;4.7
TIT;20140701;0.6
TIT;20140702;24.1
TIT;20140703;0.4
TIT;20140704;2.0
TIT;20140705;3.2
TIT;20140706;2.2
TIT;20140707;0.5
TIT;20140708;45.1
TIT;20140709;19.9
TIT;20140710;37.4
TIT;20140711;39.8
TIT;20140712;12.6
TIT;20140713;11.0
TIT;20140714;10.1
TIT;20140715;0.0
TIT;20140716;0.2
TIT;20140717;0.0
TIT;20140718;0.1
TIT;20140719;0.2
TIT;20140720;13.5
TIT;20140721;27.4
TIT;20140722;54.6
TIT;20140723;0.5
TIT;20140724;18.7
TIT;20140725;15.0
TIT;20140726;30.6
TIT;20140727;3.9
TIT;20140728;24.2
TIT;20140729;20.0
TIT;20140730;38.7
TIT;20140731;20.2
TIT;20140801;9.1
TIT;20140802;4.1
TIT;20140803;9.1
TIT;20140804;34.0
TIT;20140805;13.4
TIT;20140806;2.3
TIT;20140807;8.8
TIT;20140808;6.6
TIT;20140809;2.4
TIT;20140810;0.0
TIT;20140811;41.2
TIT;20140812;0.2
TIT;20140813;11.5
TIT;20140814;9.9
TIT;20140815;12.3
TIT;20140816;14.2
TIT;20140817;0.0
TIT;20140818;0.0
TIT;20140819;2.8
TIT;20140820;10.0
TIT;20140821;1.6
TIT;20140822;0.0
TIT;20140823;4.7
TIT;20140824;6.8
TIT;20140825;5.1
TIT;20140826;26.8
TIT;20140827;9.1
TIT;20140828;0.3
TIT;20140829;26.5
TIT;20140830;4.9
TIT;20140831;46.0
TIT;20140901;34.8
TIT;20140902;0.9
TIT;20140903;0.5
TIT;20140904;0.0
TIT;20140905;0.6
TIT;20140906;0.0
TIT;20140907;0.0
TIT;20140908;2.1
TIT;20140909;4.1
TIT;20140910;12.8
TIT;20140911;3.3
TIT;20140912;16.6
TIT;20140913;1.0
TIT;20140914;0.5
TIT;20140915;7.6
TIT;20140916;1.4
TIT;20140917;0.1
TIT;20140918;0.3
TIT;20140919;0.0
TIT;20140920;10.1
TIT;20140921;26.5
TIT;20140922;34.0
TIT;20140923;0.4
TIT;20140924;12.7
TIT;20140925;4.5
TIT;20140926;0.0
TIT;20140927;0.0
TIT;20140928;0.0
TIT;20140929;0.0
TIT;20140930;6.5
TIT;20141001;9.3
TIT;20141002;0.0
TIT;20141003;0.0
TIT;20141004;4.9
TIT;20141005;1.4
TIT;20141006;0.0
TIT;20141007;0.7
TIT;20141008;0.5
TIT;20141009;0.1
TIT;20141010;0.8
TIT;20141011;0.1
TIT;20141012;4.0
TIT;20141013;24.9
TIT;20141014;0.4
TIT;20141015;4.4
TIT;20141016;3.4
TIT;20141017;8.8
TIT;20141018;0.0
TIT;20141019;0.0
TIT;20141020;9.1
TIT;20141021;28.6
TIT;20141022;21.8
TIT;20141023;5.9
TIT;20141024;0.2
TIT;20141025;12.5
TIT;20141026;2.2
TIT;20141027;0.0
TIT;20141028;-
TIT;20141029;0.0
TIT;20141030;2.1
TIT;20141031;0.0
TIT;20141101;0.0
TIT;20141102;0.0
TIT;20141103;5.9
TIT;20141104;19.2
TIT;20141105;55.5
TIT;20141106;5.3
TIT;20141107;0.1
TIT;20141108;0.6
TIT;20141109;1.3
TIT;20141110;6.0
TIT;20141111;8.1
TIT;20141112;16.5
TIT;20141113;4.2
TIT;20141114;1.2
TIT;20141115;22.7
TIT;20141116;4.7
TIT;20141117;8.0
TIT;20141118;4.2
TIT;20141119;0.2
TIT;20141120;0.0
TIT;20141121;0.0
TIT;20141122;0.0
TIT;20141123;0.0
TIT;20141124;0.0
TIT;20141125;0.0
TIT;20141126;0.0
TIT;20141127;0.0
TIT;20141128;0.0
TIT;20141129;1.0
TIT;20141130;0.0
TIT;20141201;3.9
TIT;20141202;0.1
TIT;20141203;0.1
TIT;20141204;0.0
TIT;20141205;0.0
TIT;20141206;0.0
TIT;20141207;2.9
TIT;20141208;9.9
TIT;20141209;5.8
TIT;20141210;6.8
TIT;20141211;5.9
TIT;20141212;3.9
TIT;20141213;0.0
TIT;20141214;0.0
TIT;20141215;1.0
TIT;20141216;12.0
TIT;20141217;10.9
TIT;20141218;16.7
TIT;20141219;4.5
TIT;20141220;12.6
TIT;20141221;0.0
TIT;20141222;0.0
TIT;20141223;0.0
TIT;20141224;0.0
TIT;20141225;8.3
TIT;20141226;4.4
TIT;20141227;15.2
TIT;20141228;11.6
TIT;20141229;9.2
TIT;20141230;7.5
TIT;20141231;9.8
TIT;20150101;1.3
TIT;20150102;7.4
TIT;20150103;27.3
TIT;20150104;-
TIT;20150105;-
TIT;20150106;-
TIT;20150107;-
TIT;20150108;-
TIT;20150109;-
TIT;20150110;-
TIT;20150111;-
TIT;20150112;-
TIT;20150113;-
TIT;20150114;-
TIT;20150115;-
TIT;20150116;-
TIT;20150117;-
TIT;20150118;-
TIT;20150119;-
TIT;20150120;-
TIT;20150121;-
TIT;20150122;-
TIT;20150123;-
TIT;20150124;-
TIT;20150125;-
TIT;20150126;-
TIT;20150127;-
TIT;20150128;-
TIT;20150129;-
TIT;20150130;-
TIT;20150131;-
TIT;20150201;-
TIT;20150202;-
TIT;20150203;-
TIT;20150204;-
TIT;20150205;-
TIT;20150206;-
TIT;20150207;-
TIT;20150208;-
TIT;20150209;-
TIT;20150210;-
TIT;20150211;-
TIT;20150212;0.0
TIT;20150213;0.0
TIT;20150214;2.2
TIT;20150215;11.7
TIT;20150216;0.0
TIT;20150217;0.0
TIT;20150218;0.0
TIT;20150219;0.0
TIT;20150220;0.3
TIT;20150221;10.4
TIT;20150222;5.7
TIT;20150223;11.8
TIT;20150224;13.0
TIT;20150225;1.1
TIT;20150226;0.1
TIT;20150227;18.4
TIT;20150228;0.3
TIT;20150301;15.6
TIT;20150302;31.7
TIT;20150303;3.0
TIT;20150304;14.2
TIT;20150305;4.9
TIT;20150306;2.0
TIT;20150307;0.2
TIT;20150308;0.2
TIT;20150309;0.7
TIT;20150310;0.0
TIT;20150311;0.2
TIT;20150312;0.4
TIT;20150313;0.0
TIT;20150314;0.0
TIT;20150315;0.0
TIT;20150316;0.0
TIT;20150317;2.8
TIT;20150318;0.0
TIT;20150319;0.0
TIT;20150320;0.1
TIT;20150321;9.7
TIT;20150322;7.1
TIT;20150323;0.0
TIT;20150324;1.1
TIT;20150325;5.3
TIT;20150326;3.8
TIT;20150327;16.7
TIT;20150328;6.6
TIT;20150329;23.1
TIT;20150330;57.8
TIT;20150331;32.9
TIT;20150401;28.6
TIT;20150402;53.5
TIT;20150403;35.7
TIT;20150404;42.7
TIT;20150405;35.5
TIT;20150406;11.2
TIT;20150407;0.4
TIT;20150408;0.0
TIT;20150409;0.0
TIT;20150410;0.0
TIT;20150411;1.4
TIT;20150412;0.0
TIT;20150413;0.0
TIT;20150414;0.0
TIT;20150415;0.0
TIT;20150416;0.0
TIT;20150417;15.2
TIT;20150418;7.6
TIT;20150419;0.1
TIT;20150420;0.2
TIT;20150421;0.0
TIT;20150422;0.0
TIT;20150423;0.0
TIT;20150424;0.0
TIT;20150425;4.1
TIT;20150426;0.4
TIT;20150427;1.3
TIT;20150428;15.9
TIT;20150429;3.9
TIT;20150430;4.8
TIT;20150501;39.6
TIT;20150502;23.5
TIT;20150503;14.4
TIT;20150504;8.0
TIT;20150505;0.6
TIT;20150506;8.1
TIT;20150507;0.5
TIT;20150508;8.4
TIT;20150509;1.5
TIT;20150510;0.0
TIT;20150511;0.1
TIT;20150512;0.0
TIT;20150513;1.2
TIT;20150514;1.5
TIT;20150515;35.2
TIT;20150516;0.6
TIT;20150517;0.0
TIT;20150518;2.7
TIT;20150519;16.4
TIT;20150520;18.0
TIT;20150521;21.3
TIT;20150522;6.8
TIT;20150523;1.2
TIT;20150524;1.1
TIT;20150525;13.0
TIT;20150526;16.0
TIT;20150527;0.8
TIT;20150528;0.0
TIT;20150529;1.5
TIT;20150530;0.6
TIT;20150531;0.2
TIT;20150601;7.4
TIT;20150602;0.1
TIT;20150603;0.0
TIT;20150604;0.0
TIT;20150605;0.0
TIT;20150606;11.3
TIT;20150607;0.4
TIT;20150608;9.8
TIT;20150609;0.0
TIT;20150610;0.6
TIT;20150611;0.6
TIT;20150612;2.5
TIT;20150613;2.5
TIT;20150614;12.6
TIT;20150615;15.2
TIT;20150616;23.4
TIT;20150617;0.2
TIT;20150618;21.7
TIT;20150619;20.5
TIT;20150620;11.2
TIT;20150621;7.7
TIT;20150622;5.7
TIT;20150623;31.2
TIT;20150624;0.2
TIT;20150625;0.1
TIT;20150626;0.2
TIT;20150627;3.5
TIT;20150628;0.2
TIT;20150629;0.2
TIT;20150630;0.1
TIT;20150701;0.5
TIT;20150702;0.0
TIT;20150703;0.0
TIT;20150704;0.0
TIT;20150705;0.0
TIT;20150706;0.2
TIT;20150707;0.3
TIT;20150708;0.3
TIT;20150709;0.7
TIT;20150710;0.0
TIT;20150711;0.0
TIT;20150712;0.0
TIT;20150713;1.9
TIT;20150714;0.3
TIT;20150715;0.1
TIT;20150716;0.1
TIT;20150717;2.1
TIT;20150718;3.8
TIT;20150719;25.4
TIT;20150720;0.6
TIT;20150721;0.0
TIT;20150722;0.3
TIT;20150723;0.0
TIT;20150724;20.3
TIT;20150725;2.3
TIT;20150726;14.7
TIT;20150727;4.3
TIT;20150728;4.1
TIT;20150729;14.8
TIT;20150730;3.5
TIT;20150731;0.1
TIT;20150801;14.9
TIT;20150802;0.1
TIT;20150803;0.1
TIT;20150804;8.6
TIT;20150805;0.0
TIT;20150806;0.0
TIT;20150807;2.1
TIT;20150808;0.6
TIT;20150809;14.5
TIT;20150810;4.7
TIT;20150811;0.1
TIT;20150812;0.0
TIT;20150813;0.3
TIT;20150814;17.6
TIT;20150815;25.0
TIT;20150816;26.7
TIT;20150817;5.1
TIT;20150818;21.0
TIT;20150819;29.9
TIT;20150820;0.1
TIT;20150821;0.2
TIT;20150822;0.0
TIT;20150823;0.3
TIT;20150824;7.0
TIT;20150825;2.9
TIT;20150826;0.0
TIT;20150827;0.6
TIT;20150828;0.0
TIT;20150829;0.1
TIT;20150830;0.0
TIT;20150831;0.0
TIT;20150901;37.9
TIT;20150902;2.5
TIT;20150903;9.4
TIT;20150904;8.7
TIT;20150905;14.4
TIT;20150906;0.4
TIT;20150907;0.1
TIT;20150908;0.0
TIT;20150909;0.2
TIT;20150910;13.5
TIT;20150911;0.2
TIT;20150912;0.1
TIT;20150913;3.2
TIT;20150914;10.5
TIT;20150915;4.0
TIT;20150916;11.1
TIT;20150917;9.5
TIT;20150918;10.2
TIT;20150919;18.2
TIT;20150920;3.2
TIT;20150921;0.0
TIT;20150922;6.5
TIT;20150923;20.7
TIT;20150924;0.7
TIT;20150925;0.0
TIT;20150926;0.0
TIT;20150927;0.0
TIT;20150928;0.0
TIT;20150929;0.0
TIT;20150930;0.4
TIT;20151001;0.5
TIT;20151002;6.3
TIT;20151003;3.1
TIT;20151004;6.4
TIT;20151005;2.8
TIT;20151006;11.2
TIT;20151007;13.8
TIT;20151008;0.1
TIT;20151009;0.0
TIT;20151010;0.0
TIT;20151011;0.0
TIT;20151012;0.0
TIT;20151013;10.5
TIT;20151014;0.0
TIT;20151015;7.1
TIT;20151016;0.9
TIT;20151017;2.6
TIT;20151018;14.7
TIT;20151019;1.5
TIT;20151020;0.0
TIT;20151021;0.0
TIT;20151022;2.4
TIT;20151023;0.6
TIT;20151024;0.0
TIT;20151025;1.0
TIT;20151026;0.0
TIT;20151027;0.5
TIT;20151028;9.5
TIT;20151029;5.9
TIT;20151030;0.0
TIT;20151031;1.9
TIT;20151101;0.6
TIT;20151102;-
TIT;20151103;-
TIT;20151104;-
TIT;20151105;-
TIT;20151106;-
TIT;20151107;-
TIT;20151108;-
TIT;20151109;-
TIT;20151110;-
TIT;20151111;-
TIT;20151112;-
TIT;20151113;-
TIT;20151114;-
TIT;20151115;-
TIT;20151116;-
TIT;20151117;-
TIT;20151118;-
TIT;20151119;-
TIT;20151120;-
TIT;20151121;-
TIT;20151122;-
TIT;20151123;-
TIT;20151124;-
TIT;20151125;23.8
TIT;20151126;53.2
TIT;20151127;2.9
TIT;20151128;6.3
TIT;20151129;9.9
TIT;20151130;3.5
TIT;20151201;2.1
TIT;20151202;1.1
TIT;20151203;0.0
TIT;20151204;1.2
TIT;20151205;0.1
TIT;20151206;0.0
TIT;20151207;0.0
TIT;20151208;0.0
TIT;20151209;8.7
TIT;20151210;0.3
TIT;20151211;1.0
TIT;20151212;0.2
TIT;20151213;0.0
TIT;20151214;0.0
TIT;20151215;0.0
TIT;20151216;14.7
TIT;20151217;0.2
TIT;20151218;0.3
TIT;20151219;0.0
TIT;20151220;0.0
TIT;20151221;1.3
TIT;20151222;0.1
TIT;20151223;0.2
TIT;20151224;0.1
TIT;20151225;0.5
TIT;20151226;0.0
TIT;20151227;0.0
TIT;20151228;0.0
TIT;20151229;0.0
TIT;20151230;0.1
TIT;20151231;3.0
TIT;20160101;2.9
TIT;20160102;8.6
TIT;20160103;5.7
TIT;20160104;10.9
TIT;20160105;7.4
TIT;20160106;5.2
TIT;20160107;20.9
