 

stn;time;tre200d0
JUN;19330101;-10.9
JUN;19330102;-9.6
JUN;19330103;-9.0
JUN;19330104;-10.6
JUN;19330105;-9.4
JUN;19330106;-15.4
JUN;19330107;-17.0
JUN;19330108;-11.8
JUN;19330109;-9.4
JUN;19330110;-16.4
JUN;19330111;-14.4
JUN;19330112;-12.5
JUN;19330113;-15.0
JUN;19330114;-16.9
JUN;19330115;-16.0
JUN;19330116;-18.5
JUN;19330117;-18.2
JUN;19330118;-17.0
JUN;19330119;-20.2
JUN;19330120;-18.9
JUN;19330121;-20.0
JUN;19330122;-21.7
JUN;19330123;-20.2
JUN;19330124;-16.9
JUN;19330125;-18.6
JUN;19330126;-19.2
JUN;19330127;-18.7
JUN;19330128;-16.5
JUN;19330129;-11.9
JUN;19330130;-12.6
JUN;19330131;-14.9
JUN;19330201;-10.1
JUN;19330202;-6.1
JUN;19330203;-8.6
JUN;19330204;-5.4
JUN;19330205;-7.6
JUN;19330206;-8.1
JUN;19330207;-11.0
JUN;19330208;-12.5
JUN;19330209;-7.8
JUN;19330210;-6.8
JUN;19330211;-12.1
JUN;19330212;-14.9
JUN;19330213;-7.6
JUN;19330214;-13.5
JUN;19330215;-13.3
JUN;19330216;-18.4
JUN;19330217;-18.4
JUN;19330218;-21.2
JUN;19330219;-24.6
JUN;19330220;-17.9
JUN;19330221;-16.5
JUN;19330222;-19.9
JUN;19330223;-21.9
JUN;19330224;-25.3
JUN;19330225;-19.5
JUN;19330226;-11.7
JUN;19330227;-10.9
JUN;19330228;-11.8
JUN;19330301;-12.5
JUN;19330302;-9.7
JUN;19330303;-8.3
JUN;19330304;-9.1
JUN;19330305;-9.4
JUN;19330306;-12.4
JUN;19330307;-10.5
JUN;19330308;-11.8
JUN;19330309;-11.7
JUN;19330310;-9.1
JUN;19330311;-8.4
JUN;19330312;-11.6
JUN;19330313;-9.7
JUN;19330314;-11.2
JUN;19330315;-9.1
JUN;19330316;-9.9
JUN;19330317;-11.6
JUN;19330318;-16.0
JUN;19330319;-12.4
JUN;19330320;-13.7
JUN;19330321;-21.0
JUN;19330322;-12.2
JUN;19330323;-9.9
JUN;19330324;-9.4
JUN;19330325;-15.1
JUN;19330326;-12.6
JUN;19330327;-10.4
JUN;19330328;-7.4
JUN;19330329;-7.5
JUN;19330330;-9.9
JUN;19330331;-9.0
JUN;19330401;-10.2
JUN;19330402;-12.1
JUN;19330403;-8.7
JUN;19330404;-6.1
JUN;19330405;-7.3
JUN;19330406;-8.1
JUN;19330407;-10.4
JUN;19330408;-9.7
JUN;19330409;-9.0
JUN;19330410;-9.4
JUN;19330411;-4.1
JUN;19330412;-4.3
JUN;19330413;-4.0
JUN;19330414;-3.7
JUN;19330415;-4.9
JUN;19330416;-3.9
JUN;19330417;-3.2
JUN;19330418;-4.9
JUN;19330419;-10.1
JUN;19330420;-9.6
JUN;19330421;-13.8
JUN;19330422;-17.6
JUN;19330423;-15.4
JUN;19330424;-8.4
JUN;19330425;-6.3
JUN;19330426;-7.7
JUN;19330427;-9.4
JUN;19330428;-7.0
JUN;19330429;-8.4
JUN;19330430;-8.5
JUN;19330501;-3.9
JUN;19330502;-2.7
JUN;19330503;-3.9
JUN;19330504;-4.4
JUN;19330505;-2.8
JUN;19330506;-6.4
JUN;19330507;-4.7
JUN;19330508;-9.0
JUN;19330509;-5.4
JUN;19330510;-9.5
JUN;19330511;-11.6
JUN;19330512;-10.4
JUN;19330513;-7.8
JUN;19330514;-7.0
JUN;19330515;-9.5
JUN;19330516;-10.7
JUN;19330517;-9.7
JUN;19330518;-7.6
JUN;19330519;-8.1
JUN;19330520;-4.5
JUN;19330521;-2.7
JUN;19330522;-3.0
JUN;19330523;-2.7
JUN;19330524;-3.8
JUN;19330525;-4.6
JUN;19330526;-13.1
JUN;19330527;-8.4
JUN;19330528;-4.6
JUN;19330529;-5.8
JUN;19330530;-6.3
JUN;19330531;-4.1
JUN;19330601;-7.6
JUN;19330602;-4.0
JUN;19330603;0.5
JUN;19330604;3.7
JUN;19330605;2.0
JUN;19330606;1.5
JUN;19330607;-0.4
JUN;19330608;-3.5
JUN;19330609;-5.3
JUN;19330610;-6.3
JUN;19330611;-5.4
JUN;19330612;-5.7
JUN;19330613;-3.7
JUN;19330614;-1.3
JUN;19330615;0.7
JUN;19330616;-0.2
JUN;19330617;-0.2
JUN;19330618;-5.9
JUN;19330619;-5.3
JUN;19330620;-2.0
JUN;19330621;-3.8
JUN;19330622;-6.6
JUN;19330623;-5.4
JUN;19330624;-2.9
JUN;19330625;-3.0
JUN;19330626;-4.9
JUN;19330627;-2.9
JUN;19330628;-4.4
JUN;19330629;-5.7
JUN;19330630;-6.4
JUN;19330701;-3.5
JUN;19330702;-0.4
JUN;19330703;2.0
JUN;19330704;2.7
JUN;19330705;6.1
JUN;19330706;5.5
JUN;19330707;1.7
JUN;19330708;4.3
JUN;19330709;2.3
JUN;19330710;5.7
JUN;19330711;3.5
JUN;19330712;0.7
JUN;19330713;4.6
JUN;19330714;3.7
JUN;19330715;1.2
JUN;19330716;-4.1
JUN;19330717;-2.8
JUN;19330718;1.7
JUN;19330719;4.1
JUN;19330720;3.0
JUN;19330721;4.4
JUN;19330722;3.9
JUN;19330723;1.0
JUN;19330724;3.2
JUN;19330725;4.7
JUN;19330726;6.0
JUN;19330727;7.4
JUN;19330728;6.7
JUN;19330729;3.8
JUN;19330730;-3.3
JUN;19330731;1.3
JUN;19330801;-0.5
JUN;19330802;-1.2
JUN;19330803;1.3
JUN;19330804;6.2
JUN;19330805;6.8
JUN;19330806;3.0
JUN;19330807;2.7
JUN;19330808;3.7
JUN;19330809;7.8
JUN;19330810;6.4
JUN;19330811;5.0
JUN;19330812;4.5
JUN;19330813;4.1
JUN;19330814;3.3
JUN;19330815;0.9
JUN;19330816;1.6
JUN;19330817;2.0
JUN;19330818;2.3
JUN;19330819;5.2
JUN;19330820;5.4
JUN;19330821;2.0
JUN;19330822;-1.6
JUN;19330823;-4.6
JUN;19330824;-4.0
JUN;19330825;3.0
JUN;19330826;2.1
JUN;19330827;4.4
JUN;19330828;2.0
JUN;19330829;1.0
JUN;19330830;-1.0
JUN;19330831;-1.4
JUN;19330901;-1.4
JUN;19330902;-4.8
JUN;19330903;-0.4
JUN;19330904;1.9
JUN;19330905;0.6
JUN;19330906;-0.8
JUN;19330907;0.2
JUN;19330908;-0.1
JUN;19330909;0.0
JUN;19330910;-1.0
JUN;19330911;-0.3
JUN;19330912;-1.5
JUN;19330913;-2.7
JUN;19330914;-5.0
JUN;19330915;-2.5
JUN;19330916;-0.5
JUN;19330917;-0.3
JUN;19330918;-4.1
JUN;19330919;-0.5
JUN;19330920;-2.2
JUN;19330921;-2.8
JUN;19330922;-5.7
JUN;19330923;-2.6
JUN;19330924;-5.0
JUN;19330925;-3.2
JUN;19330926;-2.3
JUN;19330927;-1.9
JUN;19330928;-2.4
JUN;19330929;-1.9
JUN;19330930;-1.2
JUN;19331001;-2.6
JUN;19331002;-2.4
JUN;19331003;-0.9
JUN;19331004;-1.2
JUN;19331005;-2.7
JUN;19331006;-0.8
JUN;19331007;0.2
JUN;19331008;-0.9
JUN;19331009;-2.6
JUN;19331010;-0.7
JUN;19331011;1.4
JUN;19331012;-1.9
JUN;19331013;-8.9
JUN;19331014;-5.0
JUN;19331015;-8.5
JUN;19331016;-7.0
JUN;19331017;-12.4
JUN;19331018;-13.6
JUN;19331019;-10.7
JUN;19331020;-4.8
JUN;19331021;-3.7
JUN;19331022;-3.8
JUN;19331023;-3.7
JUN;19331024;-5.7
JUN;19331025;-7.7
JUN;19331026;-13.0
JUN;19331027;-16.4
JUN;19331028;-15.8
JUN;19331029;-17.9
JUN;19331030;-15.7
JUN;19331031;-14.7
JUN;19331101;-15.0
JUN;19331102;-13.6
JUN;19331103;-11.9
JUN;19331104;-16.2
JUN;19331105;-16.1
JUN;19331106;-11.9
JUN;19331107;-8.9
JUN;19331108;-10.4
JUN;19331109;-9.1
JUN;19331110;-11.0
JUN;19331111;-15.7
JUN;19331112;-16.8
JUN;19331113;-17.0
JUN;19331114;-16.8
JUN;19331115;-16.0
JUN;19331116;-14.2
JUN;19331117;-12.6
JUN;19331118;-9.6
JUN;19331119;-6.4
JUN;19331120;-6.8
JUN;19331121;-8.2
JUN;19331122;-8.9
JUN;19331123;-10.8
JUN;19331124;-14.6
JUN;19331125;-18.2
JUN;19331126;-18.3
JUN;19331127;-18.1
JUN;19331128;-13.4
JUN;19331129;-12.8
JUN;19331130;-12.0
JUN;19331201;-11.5
JUN;19331202;-10.2
JUN;19331203;-9.6
JUN;19331204;-11.3
JUN;19331205;-10.1
JUN;19331206;-10.1
JUN;19331207;-11.7
JUN;19331208;-14.9
JUN;19331209;-12.1
JUN;19331210;-13.9
JUN;19331211;-13.1
JUN;19331212;-15.4
JUN;19331213;-15.8
JUN;19331214;-15.8
JUN;19331215;-17.7
JUN;19331216;-20.1
JUN;19331217;-19.7
JUN;19331218;-19.4
JUN;19331219;-14.0
JUN;19331220;-12.6
JUN;19331221;-13.1
JUN;19331222;-13.6
JUN;19331223;-6.4
JUN;19331224;-8.1
JUN;19331225;-7.5
JUN;19331226;-15.0
JUN;19331227;-15.0
JUN;19331228;-17.2
JUN;19331229;-16.1
JUN;19331230;-16.0
JUN;19331231;-17.5
JUN;19340101;-15.2
JUN;19340102;-13.7
JUN;19340103;-15.1
JUN;19340104;-13.4
JUN;19340105;-12.8
JUN;19340106;-15.2
JUN;19340107;-10.5
JUN;19340108;-10.8
JUN;19340109;-11.0
JUN;19340110;-10.7
JUN;19340111;-10.0
JUN;19340112;-7.5
JUN;19340113;-16.2
JUN;19340114;-10.7
JUN;19340115;-15.8
JUN;19340116;-19.0
JUN;19340117;-13.4
JUN;19340118;-7.4
JUN;19340119;-11.1
JUN;19340120;-17.0
JUN;19340121;-17.0
JUN;19340122;-15.6
JUN;19340123;-12.9
JUN;19340124;-13.0
JUN;19340125;-14.7
JUN;19340126;-10.7
JUN;19340127;-11.8
JUN;19340128;-18.4
JUN;19340129;-18.8
JUN;19340130;-13.6
JUN;19340131;-17.0
JUN;19340201;-22.0
JUN;19340202;-24.1
JUN;19340203;-14.6
JUN;19340204;-15.2
JUN;19340205;-12.0
JUN;19340206;-4.2
JUN;19340207;-5.3
JUN;19340208;-9.9
JUN;19340209;-8.1
JUN;19340210;-6.2
JUN;19340211;-9.1
JUN;19340212;-7.6
JUN;19340213;-4.4
JUN;19340214;-7.8
JUN;19340215;-13.9
JUN;19340216;-9.8
JUN;19340217;-4.3
JUN;19340218;-5.2
JUN;19340219;-8.6
JUN;19340220;-14.1
JUN;19340221;-13.2
JUN;19340222;-8.5
JUN;19340223;-6.6
JUN;19340224;-12.0
JUN;19340225;-12.6
JUN;19340226;-13.6
JUN;19340227;-15.6
JUN;19340228;-17.6
JUN;19340301;-12.4
JUN;19340302;-11.4
JUN;19340303;-13.4
JUN;19340304;-17.3
JUN;19340305;-13.7
JUN;19340306;-13.2
JUN;19340307;-12.7
JUN;19340308;-15.6
JUN;19340309;-11.6
JUN;19340310;-10.1
JUN;19340311;-12.6
JUN;19340312;-12.6
JUN;19340313;-14.9
JUN;19340314;-14.7
JUN;19340315;-15.2
JUN;19340316;-17.2
JUN;19340317;-14.4
JUN;19340318;-15.5
JUN;19340319;-15.5
JUN;19340320;-14.4
JUN;19340321;-11.7
JUN;19340322;-13.9
JUN;19340323;-11.4
JUN;19340324;-13.3
JUN;19340325;-11.2
JUN;19340326;-8.9
JUN;19340327;-8.4
JUN;19340328;-9.1
JUN;19340329;-10.9
JUN;19340330;-10.2
JUN;19340331;-11.4
JUN;19340401;-11.6
JUN;19340402;-9.9
JUN;19340403;-11.3
JUN;19340404;-14.6
JUN;19340405;-12.3
JUN;19340406;-9.7
JUN;19340407;-10.8
JUN;19340408;-11.6
JUN;19340409;-11.9
JUN;19340410;-11.1
JUN;19340411;-6.7
JUN;19340412;-6.7
JUN;19340413;-7.9
JUN;19340414;-5.9
JUN;19340415;-1.8
JUN;19340416;2.3
JUN;19340417;0.6
JUN;19340418;-6.1
JUN;19340419;-7.0
JUN;19340420;-7.6
JUN;19340421;-8.7
JUN;19340422;-7.4
JUN;19340423;-9.5
JUN;19340424;-12.4
JUN;19340425;-10.7
JUN;19340426;-6.9
JUN;19340427;-9.8
JUN;19340428;-9.4
JUN;19340429;-10.1
JUN;19340430;-5.8
JUN;19340501;-4.8
JUN;19340502;-8.1
JUN;19340503;-5.2
JUN;19340504;-5.9
JUN;19340505;-5.2
JUN;19340506;-4.3
JUN;19340507;-3.6
JUN;19340508;-2.9
JUN;19340509;-2.3
JUN;19340510;-5.2
JUN;19340511;-2.9
JUN;19340512;-3.2
JUN;19340513;-2.0
JUN;19340514;-3.5
JUN;19340515;-2.5
JUN;19340516;-5.6
JUN;19340517;-3.9
JUN;19340518;-3.7
JUN;19340519;-1.8
JUN;19340520;-3.3
JUN;19340521;-1.4
JUN;19340522;-1.4
JUN;19340523;-0.3
JUN;19340524;-1.6
JUN;19340525;-1.4
JUN;19340526;-3.0
JUN;19340527;-4.9
JUN;19340528;-4.8
JUN;19340529;-3.7
JUN;19340530;-0.7
JUN;19340531;-1.5
JUN;19340601;-2.0
JUN;19340602;-2.7
JUN;19340603;-3.5
JUN;19340604;-0.7
JUN;19340605;-3.5
JUN;19340606;-4.9
JUN;19340607;-3.8
JUN;19340608;-3.2
JUN;19340609;-2.7
JUN;19340610;-2.7
JUN;19340611;-3.0
JUN;19340612;-6.0
JUN;19340613;-0.8
JUN;19340614;-3.9
JUN;19340615;-3.3
JUN;19340616;2.6
JUN;19340617;3.6
JUN;19340618;4.9
JUN;19340619;2.1
JUN;19340620;-3.0
JUN;19340621;-5.7
JUN;19340622;-1.3
JUN;19340623;2.7
JUN;19340624;1.8
JUN;19340625;1.1
JUN;19340626;-1.3
JUN;19340627;-1.9
JUN;19340628;1.1
JUN;19340629;-3.2
JUN;19340630;-1.2
JUN;19340701;-1.0
JUN;19340702;2.3
JUN;19340703;1.0
JUN;19340704;1.7
JUN;19340705;3.0
JUN;19340706;2.5
JUN;19340707;2.8
JUN;19340708;3.9
JUN;19340709;1.5
JUN;19340710;4.1
JUN;19340711;2.2
JUN;19340712;1.7
JUN;19340713;-0.7
JUN;19340714;-0.5
JUN;19340715;-4.0
JUN;19340716;-0.6
JUN;19340717;4.0
JUN;19340718;2.5
JUN;19340719;4.0
JUN;19340720;2.1
JUN;19340721;1.5
JUN;19340722;-0.3
JUN;19340723;-2.8
JUN;19340724;-1.5
JUN;19340725;-4.9
JUN;19340726;-3.2
JUN;19340727;-0.2
JUN;19340728;1.1
JUN;19340729;3.3
JUN;19340730;4.2
JUN;19340731;1.7
JUN;19340801;1.6
JUN;19340802;2.9
JUN;19340803;-0.6
JUN;19340804;-4.7
JUN;19340805;-2.1
JUN;19340806;1.7
JUN;19340807;-2.6
JUN;19340808;0.3
JUN;19340809;-1.5
JUN;19340810;1.1
JUN;19340811;1.7
JUN;19340812;-2.3
JUN;19340813;-4.7
JUN;19340814;-6.2
JUN;19340815;-5.5
JUN;19340816;1.0
JUN;19340817;3.8
JUN;19340818;3.3
JUN;19340819;2.2
JUN;19340820;4.1
JUN;19340821;3.2
JUN;19340822;3.2
JUN;19340823;2.8
JUN;19340824;0.7
JUN;19340825;0.2
JUN;19340826;-1.0
JUN;19340827;2.8
JUN;19340828;1.2
JUN;19340829;-0.7
JUN;19340830;-4.2
JUN;19340831;-5.0
JUN;19340901;-8.0
JUN;19340902;-7.2
JUN;19340903;-3.1
JUN;19340904;0.2
JUN;19340905;-0.6
JUN;19340906;-0.7
JUN;19340907;3.0
JUN;19340908;3.1
JUN;19340909;0.2
JUN;19340910;-2.7
JUN;19340911;-0.2
JUN;19340912;-0.1
JUN;19340913;0.5
JUN;19340914;0.3
JUN;19340915;-1.2
JUN;19340916;-0.3
JUN;19340917;0.2
JUN;19340918;-1.7
JUN;19340919;-3.0
JUN;19340920;-0.9
JUN;19340921;-2.0
JUN;19340922;-2.2
JUN;19340923;-3.6
JUN;19340924;-2.5
JUN;19340925;-1.1
JUN;19340926;0.2
JUN;19340927;2.0
JUN;19340928;2.8
JUN;19340929;0.0
JUN;19340930;0.7
JUN;19341001;2.8
JUN;19341002;-0.6
JUN;19341003;-4.6
JUN;19341004;-4.4
JUN;19341005;-7.7
JUN;19341006;-11.0
JUN;19341007;-6.9
JUN;19341008;-2.5
JUN;19341009;-4.2
JUN;19341010;-9.8
JUN;19341011;-6.1
JUN;19341012;-1.6
JUN;19341013;-4.2
JUN;19341014;-4.2
JUN;19341015;-8.6
JUN;19341016;-15.6
JUN;19341017;-14.1
JUN;19341018;-14.0
JUN;19341019;-7.8
JUN;19341020;-4.2
JUN;19341021;-2.8
JUN;19341022;-3.1
JUN;19341023;-3.6
JUN;19341024;-4.2
JUN;19341025;-2.7
JUN;19341026;-1.9
JUN;19341027;-2.7
JUN;19341028;-4.3
JUN;19341029;-5.9
JUN;19341030;-5.6
JUN;19341031;-8.2
JUN;19341101;-18.3
JUN;19341102;-15.9
JUN;19341103;-9.4
JUN;19341104;-9.5
JUN;19341105;-8.4
JUN;19341106;-10.0
JUN;19341107;-12.6
JUN;19341108;-13.2
JUN;19341109;-11.6
JUN;19341110;-11.0
JUN;19341111;-11.0
JUN;19341112;-15.3
JUN;19341113;-13.8
JUN;19341114;-11.7
JUN;19341115;-10.0
JUN;19341116;-12.2
JUN;19341117;-12.2
JUN;19341118;-10.5
JUN;19341119;-13.6
JUN;19341120;-9.4
JUN;19341121;-7.5
JUN;19341122;-8.6
JUN;19341123;-8.3
JUN;19341124;-8.4
JUN;19341125;-7.1
JUN;19341126;-6.9
JUN;19341127;-4.6
JUN;19341128;-2.7
JUN;19341129;-4.4
JUN;19341130;-5.4
JUN;19341201;-5.3
JUN;19341202;-5.3
JUN;19341203;-6.7
JUN;19341204;-6.5
JUN;19341205;-8.1
JUN;19341206;-5.6
JUN;19341207;-8.3
JUN;19341208;-7.0
JUN;19341209;-7.3
JUN;19341210;-9.8
JUN;19341211;-12.1
JUN;19341212;-9.8
JUN;19341213;-11.4
JUN;19341214;-10.9
JUN;19341215;-10.8
JUN;19341216;-11.5
JUN;19341217;-12.7
JUN;19341218;-9.4
JUN;19341219;-12.0
JUN;19341220;-11.4
JUN;19341221;-12.2
JUN;19341222;-13.0
JUN;19341223;-14.5
JUN;19341224;-12.7
JUN;19341225;-11.7
JUN;19341226;-6.7
JUN;19341227;-12.1
JUN;19341228;-7.4
JUN;19341229;-9.3
JUN;19341230;-13.5
JUN;19341231;-10.6
JUN;19350101;-14.3
JUN;19350102;-14.2
JUN;19350103;-12.5
JUN;19350104;-13.4
JUN;19350105;-19.2
JUN;19350106;-20.7
JUN;19350107;-21.8
JUN;19350108;-22.9
JUN;19350109;-22.3
JUN;19350110;-21.0
JUN;19350111;-19.0
JUN;19350112;-18.6
JUN;19350113;-23.2
JUN;19350114;-15.2
JUN;19350115;-16.4
JUN;19350116;-11.7
JUN;19350117;-11.8
JUN;19350118;-13.6
JUN;19350119;-14.0
JUN;19350120;-15.1
JUN;19350121;-15.5
JUN;19350122;-14.1
JUN;19350123;-8.2
JUN;19350124;-9.9
JUN;19350125;-10.4
JUN;19350126;-19.4
JUN;19350127;-23.1
JUN;19350128;-17.7
JUN;19350129;-17.5
JUN;19350130;-17.7
JUN;19350131;-15.2
JUN;19350201;-19.0
JUN;19350202;-10.7
JUN;19350203;-14.3
JUN;19350204;-12.1
JUN;19350205;-12.3
JUN;19350206;-19.1
JUN;19350207;-18.0
JUN;19350208;-20.3
JUN;19350209;-17.6
JUN;19350210;-20.7
JUN;19350211;-20.0
JUN;19350212;-15.2
JUN;19350213;-16.5
JUN;19350214;-11.3
JUN;19350215;-16.1
JUN;19350216;-10.5
JUN;19350217;-13.9
JUN;19350218;-10.5
JUN;19350219;-6.4
JUN;19350220;-6.1
JUN;19350221;-8.5
JUN;19350222;-14.0
JUN;19350223;-14.5
JUN;19350224;-16.0
JUN;19350225;-14.6
JUN;19350226;-19.2
JUN;19350227;-14.4
JUN;19350228;-15.7
JUN;19350301;-16.4
JUN;19350302;-15.7
JUN;19350303;-17.5
JUN;19350304;-17.7
JUN;19350305;-19.4
JUN;19350306;-19.7
JUN;19350307;-20.5
JUN;19350308;-25.4
JUN;19350309;-22.5
JUN;19350310;-21.5
JUN;19350311;-16.1
JUN;19350312;-15.4
JUN;19350313;-12.2
JUN;19350314;-11.8
JUN;19350315;-12.5
JUN;19350316;-12.3
JUN;19350317;-11.0
JUN;19350318;-12.2
JUN;19350319;-8.1
JUN;19350320;-6.0
JUN;19350321;-10.2
JUN;19350322;-6.3
JUN;19350323;-13.4
JUN;19350324;-11.3
JUN;19350325;-13.1
JUN;19350326;-5.1
JUN;19350327;-6.7
JUN;19350328;-7.9
JUN;19350329;-14.5
JUN;19350330;-20.2
JUN;19350331;-14.2
JUN;19350401;-11.3
JUN;19350402;-14.7
JUN;19350403;-20.6
JUN;19350404;-21.1
JUN;19350405;-19.5
JUN;19350406;-17.8
JUN;19350407;-15.4
JUN;19350408;-12.9
JUN;19350409;-7.2
JUN;19350410;-2.7
JUN;19350411;-4.1
JUN;19350412;-6.3
JUN;19350413;-11.9
JUN;19350414;-13.4
JUN;19350415;-13.9
JUN;19350416;-10.0
JUN;19350417;-12.9
JUN;19350418;-16.2
JUN;19350419;-11.2
JUN;19350420;-10.1
JUN;19350421;-11.5
JUN;19350422;-11.6
JUN;19350423;-12.2
JUN;19350424;-11.0
JUN;19350425;-12.1
JUN;19350426;-9.9
JUN;19350427;-9.9
JUN;19350428;-11.0
JUN;19350429;-8.4
JUN;19350430;-11.5
JUN;19350501;-13.4
JUN;19350502;-14.1
JUN;19350503;-9.6
JUN;19350504;-3.0
JUN;19350505;-5.2
JUN;19350506;-6.3
JUN;19350507;-5.2
JUN;19350508;-8.0
JUN;19350509;-10.1
JUN;19350510;-4.6
JUN;19350511;-3.7
JUN;19350512;-3.9
JUN;19350513;-6.7
JUN;19350514;-6.1
JUN;19350515;-6.5
JUN;19350516;-8.6
JUN;19350517;-14.4
JUN;19350518;-13.1
JUN;19350519;-12.5
JUN;19350520;-9.7
JUN;19350521;-7.0
JUN;19350522;-8.6
JUN;19350523;-5.9
JUN;19350524;-5.3
JUN;19350525;-2.8
JUN;19350526;-3.1
JUN;19350527;-5.2
JUN;19350528;-2.2
JUN;19350529;-2.3
JUN;19350530;-4.2
JUN;19350531;-1.5
JUN;19350601;-1.2
JUN;19350602;-2.0
JUN;19350603;-3.2
JUN;19350604;-4.3
JUN;19350605;-4.6
JUN;19350606;-6.8
JUN;19350607;0.0
JUN;19350608;0.8
JUN;19350609;-0.3
JUN;19350610;2.5
JUN;19350611;0.6
JUN;19350612;-3.5
JUN;19350613;-0.2
JUN;19350614;-0.6
JUN;19350615;-3.6
JUN;19350616;-5.0
JUN;19350617;-4.1
JUN;19350618;-1.1
JUN;19350619;-1.5
JUN;19350620;-1.2
JUN;19350621;-0.1
JUN;19350622;2.2
JUN;19350623;0.0
JUN;19350624;0.6
JUN;19350625;1.1
JUN;19350626;4.2
JUN;19350627;5.8
JUN;19350628;4.2
JUN;19350629;2.8
JUN;19350630;3.7
JUN;19350701;4.5
JUN;19350702;3.6
JUN;19350703;-0.3
JUN;19350704;-2.5
JUN;19350705;-0.7
JUN;19350706;-1.6
JUN;19350707;-1.3
JUN;19350708;-0.3
JUN;19350709;0.7
JUN;19350710;-1.8
JUN;19350711;0.7
JUN;19350712;2.8
JUN;19350713;2.6
JUN;19350714;1.7
JUN;19350715;0.3
JUN;19350716;0.9
JUN;19350717;4.2
JUN;19350718;1.9
JUN;19350719;-0.2
JUN;19350720;2.0
JUN;19350721;-3.2
JUN;19350722;-4.1
JUN;19350723;1.2
JUN;19350724;1.5
JUN;19350725;1.2
JUN;19350726;1.0
JUN;19350727;-0.1
JUN;19350728;1.5
JUN;19350729;2.1
JUN;19350730;-3.0
JUN;19350731;-2.9
JUN;19350801;-0.7
JUN;19350802;-0.8
JUN;19350803;0.0
JUN;19350804;-1.5
JUN;19350805;-1.0
JUN;19350806;0.7
JUN;19350807;1.0
JUN;19350808;3.0
JUN;19350809;3.3
JUN;19350810;0.0
JUN;19350811;1.5
JUN;19350812;2.0
JUN;19350813;0.2
JUN;19350814;-3.6
JUN;19350815;-5.4
JUN;19350816;-2.2
JUN;19350817;1.2
JUN;19350818;-1.7
JUN;19350819;-0.6
JUN;19350820;-1.3
JUN;19350821;-1.7
JUN;19350822;1.6
JUN;19350823;1.5
JUN;19350824;0.1
JUN;19350825;0.4
JUN;19350826;-2.7
JUN;19350827;-2.5
JUN;19350828;-2.9
JUN;19350829;-6.6
JUN;19350830;-7.6
JUN;19350831;0.1
JUN;19350901;2.4
JUN;19350902;4.3
JUN;19350903;0.7
JUN;19350904;0.2
JUN;19350905;-3.6
JUN;19350906;-3.2
JUN;19350907;-4.4
JUN;19350908;-3.4
JUN;19350909;-2.4
JUN;19350910;-2.8
JUN;19350911;-2.4
JUN;19350912;-2.6
JUN;19350913;1.3
JUN;19350914;1.2
JUN;19350915;-0.4
JUN;19350916;-2.0
JUN;19350917;-1.0
JUN;19350918;-9.1
JUN;19350919;-2.1
JUN;19350920;2.8
JUN;19350921;3.4
JUN;19350922;1.7
JUN;19350923;-1.0
JUN;19350924;-1.4
JUN;19350925;-5.3
JUN;19350926;-7.3
JUN;19350927;-1.9
JUN;19350928;1.9
JUN;19350929;1.0
JUN;19350930;-0.9
JUN;19351001;-4.4
JUN;19351002;-9.4
JUN;19351003;-5.3
JUN;19351004;-4.0
JUN;19351005;-4.6
JUN;19351006;-3.6
JUN;19351007;-7.1
JUN;19351008;-5.2
JUN;19351009;-4.5
JUN;19351010;-2.7
JUN;19351011;-3.9
JUN;19351012;-4.2
JUN;19351013;-3.8
JUN;19351014;-5.0
JUN;19351015;-5.5
JUN;19351016;-6.7
JUN;19351017;-6.2
JUN;19351018;-4.5
JUN;19351019;-4.6
JUN;19351020;-8.5
JUN;19351021;-9.1
JUN;19351022;-7.4
JUN;19351023;-8.3
JUN;19351024;-10.6
JUN;19351025;-11.3
JUN;19351026;-12.2
JUN;19351027;-7.2
JUN;19351028;-6.3
JUN;19351029;-5.1
JUN;19351030;-10.5
JUN;19351031;-4.7
JUN;19351101;-4.0
JUN;19351102;-5.2
JUN;19351103;-5.4
JUN;19351104;-6.2
JUN;19351105;-11.7
JUN;19351106;-10.9
JUN;19351107;-10.5
JUN;19351108;-9.9
JUN;19351109;-10.9
JUN;19351110;-10.1
JUN;19351111;-7.6
JUN;19351112;-6.4
JUN;19351113;-7.4
JUN;19351114;-7.9
JUN;19351115;-8.8
JUN;19351116;-10.3
JUN;19351117;-10.9
JUN;19351118;-14.7
JUN;19351119;-10.1
JUN;19351120;-9.4
JUN;19351121;-14.5
JUN;19351122;-12.1
JUN;19351123;-9.4
JUN;19351124;-10.4
JUN;19351125;-13.2
JUN;19351126;-12.2
JUN;19351127;-14.0
JUN;19351128;-11.4
JUN;19351129;-11.9
JUN;19351130;-9.3
JUN;19351201;-9.5
JUN;19351202;-16.6
JUN;19351203;-17.0
JUN;19351204;-19.6
JUN;19351205;-17.5
JUN;19351206;-22.3
JUN;19351207;-22.0
JUN;19351208;-17.1
JUN;19351209;-18.7
JUN;19351210;-13.5
JUN;19351211;-10.5
JUN;19351212;-11.8
JUN;19351213;-22.7
JUN;19351214;-15.0
JUN;19351215;-14.9
JUN;19351216;-18.2
JUN;19351217;-11.7
JUN;19351218;-20.9
JUN;19351219;-12.4
JUN;19351220;-18.2
JUN;19351221;-20.5
JUN;19351222;-15.7
JUN;19351223;-9.0
JUN;19351224;-10.6
JUN;19351225;-11.8
