 

stn;time;tre200d0
JUN;19580128;-10.3
JUN;19580129;-10.3
JUN;19580130;-8.2
JUN;19580131;-7.8
JUN;19580201;-8.6
JUN;19580202;-9.7
JUN;19580203;-11.6
JUN;19580204;-10.3
JUN;19580205;-9.9
JUN;19580206;-12.1
JUN;19580207;-10.9
JUN;19580208;-9.1
JUN;19580209;-10.1
JUN;19580210;-10.1
JUN;19580211;-11.7
JUN;19580212;-8.1
JUN;19580213;-4.7
JUN;19580214;-7.1
JUN;19580215;-5.9
JUN;19580216;-6.2
JUN;19580217;-8.2
JUN;19580218;-21.5
JUN;19580219;-27.4
JUN;19580220;-19.2
JUN;19580221;-15.7
JUN;19580222;-20.2
JUN;19580223;-13.1
JUN;19580224;-12.6
JUN;19580225;-12.9
JUN;19580226;-20.7
JUN;19580227;-18.7
JUN;19580228;-17.0
JUN;19580301;-11.9
JUN;19580302;-15.1
JUN;19580303;-14.8
JUN;19580304;-11.7
JUN;19580305;-11.3
JUN;19580306;-13.3
JUN;19580307;-21.2
JUN;19580308;-25.6
JUN;19580309;-24.2
JUN;19580310;-27.1
JUN;19580311;-26.2
JUN;19580312;-28.5
JUN;19580313;-15.4
JUN;19580314;-17.4
JUN;19580315;-18.0
JUN;19580316;-14.1
JUN;19580317;-11.1
JUN;19580318;-13.4
JUN;19580319;-15.5
JUN;19580320;-16.7
JUN;19580321;-26.6
JUN;19580322;-23.1
JUN;19580323;-14.5
JUN;19580324;-8.6
JUN;19580325;-7.7
JUN;19580326;-10.1
JUN;19580327;-10.9
JUN;19580328;-10.5
JUN;19580329;-11.1
JUN;19580330;-10.4
JUN;19580331;-11.9
JUN;19580401;-12.7
JUN;19580402;-14.1
JUN;19580403;-12.7
JUN;19580404;-12.1
JUN;19580405;-15.2
JUN;19580406;-16.1
JUN;19580407;-15.3
JUN;19580408;-19.7
JUN;19580409;-21.9
JUN;19580410;-20.5
JUN;19580411;-21.2
JUN;19580412;-17.8
JUN;19580413;-12.4
JUN;19580414;-11.6
JUN;19580415;-12.3
JUN;19580416;-14.0
JUN;19580417;-19.9
JUN;19580418;-17.1
JUN;19580419;-12.2
JUN;19580420;-7.7
JUN;19580421;-7.7
JUN;19580422;-8.9
JUN;19580423;-9.7
JUN;19580424;-7.6
JUN;19580425;-11.8
JUN;19580426;-10.9
JUN;19580427;-12.6
JUN;19580428;-14.1
JUN;19580429;-10.7
JUN;19580430;-6.1
JUN;19580501;-4.5
JUN;19580502;-6.6
JUN;19580503;-7.6
JUN;19580504;-8.7
JUN;19580505;-5.0
JUN;19580506;-6.7
JUN;19580507;-5.2
JUN;19580508;0.1
JUN;19580509;1.0
JUN;19580510;0.7
JUN;19580511;-0.1
JUN;19580512;0.3
JUN;19580513;0.3
JUN;19580514;-2.7
JUN;19580515;-5.7
JUN;19580516;-10.3
JUN;19580517;-10.0
JUN;19580518;-6.1
JUN;19580519;-2.5
JUN;19580520;-2.1
JUN;19580521;-2.4
JUN;19580522;-3.0
JUN;19580523;-3.4
JUN;19580524;-3.2
JUN;19580525;-3.3
JUN;19580526;-3.5
JUN;19580527;-2.5
JUN;19580528;-6.2
JUN;19580529;-4.3
JUN;19580530;-5.1
JUN;19580531;-4.0
JUN;19580601;-1.6
JUN;19580602;-1.2
JUN;19580603;-4.3
JUN;19580604;-8.2
JUN;19580605;-4.5
JUN;19580606;-1.6
JUN;19580607;-4.1
JUN;19580608;-1.4
JUN;19580609;-1.7
JUN;19580610;-5.0
JUN;19580611;-7.5
JUN;19580612;-8.2
JUN;19580613;-7.9
JUN;19580614;-0.8
JUN;19580615;-2.1
JUN;19580616;-2.3
JUN;19580617;-1.0
JUN;19580618;-0.5
JUN;19580619;-1.2
JUN;19580620;-2.1
JUN;19580621;-3.7
JUN;19580622;-5.5
JUN;19580623;-6.2
JUN;19580624;-6.2
JUN;19580625;-3.0
JUN;19580626;-3.8
JUN;19580627;-10.2
JUN;19580628;-6.0
JUN;19580629;1.0
JUN;19580630;1.1
JUN;19580701;-1.2
JUN;19580702;-3.3
JUN;19580703;-5.4
JUN;19580704;-6.4
JUN;19580705;-5.2
JUN;19580706;-3.9
JUN;19580707;-2.0
JUN;19580708;-0.7
JUN;19580709;0.9
JUN;19580710;0.4
JUN;19580711;0.7
JUN;19580712;1.6
JUN;19580713;3.0
JUN;19580714;2.6
JUN;19580715;2.8
JUN;19580716;0.1
JUN;19580717;-1.7
JUN;19580718;4.4
JUN;19580719;3.4
JUN;19580720;-0.4
JUN;19580721;0.3
JUN;19580722;-4.5
JUN;19580723;-5.9
JUN;19580724;-3.9
JUN;19580725;-2.8
JUN;19580726;0.7
JUN;19580727;1.4
JUN;19580728;2.5
JUN;19580729;2.2
JUN;19580730;2.3
JUN;19580731;4.4
JUN;19580801;4.3
JUN;19580802;2.3
JUN;19580803;-0.8
JUN;19580804;-0.6
JUN;19580805;2.9
JUN;19580806;0.4
JUN;19580807;-3.7
JUN;19580808;-3.2
JUN;19580809;3.5
JUN;19580810;2.9
JUN;19580811;2.5
JUN;19580812;-2.4
JUN;19580813;-2.9
JUN;19580814;0.0
JUN;19580815;3.6
JUN;19580816;0.6
JUN;19580817;1.0
JUN;19580818;1.3
JUN;19580819;-1.4
JUN;19580820;-3.5
JUN;19580821;-3.0
JUN;19580822;-4.3
JUN;19580823;-4.4
JUN;19580824;-3.2
JUN;19580825;-3.8
JUN;19580826;-3.7
JUN;19580827;3.3
JUN;19580828;6.2
JUN;19580829;5.6
JUN;19580830;6.2
JUN;19580831;3.7
JUN;19580901;0.6
JUN;19580902;1.0
JUN;19580903;0.7
JUN;19580904;0.0
JUN;19580905;2.2
JUN;19580906;3.5
JUN;19580907;2.0
JUN;19580908;0.6
JUN;19580909;-1.0
JUN;19580910;-1.9
JUN;19580911;-3.8
JUN;19580912;0.0
JUN;19580913;1.5
JUN;19580914;0.9
JUN;19580915;2.5
JUN;19580916;1.4
JUN;19580917;-1.0
JUN;19580918;-2.0
JUN;19580919;0.0
JUN;19580920;-0.6
JUN;19580921;0.2
JUN;19580922;-5.9
JUN;19580923;-5.9
JUN;19580924;-1.3
JUN;19580925;-2.3
JUN;19580926;-7.0
JUN;19580927;-2.2
JUN;19580928;-1.5
JUN;19580929;-0.4
JUN;19580930;-3.1
JUN;19581001;-4.1
JUN;19581002;-6.0
JUN;19581003;-1.5
JUN;19581004;-3.6
JUN;19581005;-5.1
JUN;19581006;-5.3
JUN;19581007;-5.5
JUN;19581008;0.2
JUN;19581009;0.2
JUN;19581010;-1.9
JUN;19581011;-2.6
JUN;19581012;-4.8
JUN;19581013;-10.6
JUN;19581014;-5.2
JUN;19581015;-7.0
JUN;19581016;-14.0
JUN;19581017;-16.2
JUN;19581018;-16.0
JUN;19581019;-16.5
JUN;19581020;-12.2
JUN;19581021;-11.9
JUN;19581022;-10.1
JUN;19581023;-7.8
JUN;19581024;-5.3
JUN;19581025;-4.4
JUN;19581026;-4.0
JUN;19581027;-4.0
JUN;19581028;-3.3
JUN;19581029;-4.7
JUN;19581030;-7.1
JUN;19581031;-6.4
JUN;19581101;-17.0
JUN;19581102;-10.1
JUN;19581103;-7.6
JUN;19581104;-11.6
JUN;19581105;-9.7
JUN;19581106;-10.7
JUN;19581107;-9.9
JUN;19581108;-7.6
JUN;19581109;-8.5
JUN;19581110;-11.6
JUN;19581111;-11.9
JUN;19581112;-8.1
JUN;19581113;-7.8
JUN;19581114;-9.9
JUN;19581115;-11.0
JUN;19581116;-9.7
JUN;19581117;-11.7
JUN;19581118;-13.1
JUN;19581119;-8.6
JUN;19581120;-8.9
JUN;19581121;-7.6
JUN;19581122;-5.5
JUN;19581123;-7.7
JUN;19581124;-8.5
JUN;19581125;-7.2
JUN;19581126;-6.6
JUN;19581127;-6.4
JUN;19581128;-7.1
JUN;19581129;-8.0
JUN;19581130;-10.7
JUN;19581201;-12.6
JUN;19581202;-13.6
JUN;19581203;-14.7
JUN;19581204;-10.9
JUN;19581205;-8.7
JUN;19581206;-10.2
JUN;19581207;-8.9
JUN;19581208;-10.4
JUN;19581209;-13.6
JUN;19581210;-15.5
JUN;19581211;-14.9
JUN;19581212;-12.3
JUN;19581213;-11.9
JUN;19581214;-16.6
JUN;19581215;-15.1
JUN;19581216;-13.8
JUN;19581217;-14.0
JUN;19581218;-13.4
JUN;19581219;-9.4
JUN;19581220;-11.7
JUN;19581221;-12.1
JUN;19581222;-12.9
JUN;19581223;-10.9
JUN;19581224;-12.0
JUN;19581225;-11.9
JUN;19581226;-11.9
JUN;19581227;-10.2
JUN;19581228;-8.9
JUN;19581229;-10.9
JUN;19581230;-10.9
JUN;19581231;-4.1
JUN;19590101;-12.4
JUN;19590102;-13.9
JUN;19590103;-21.0
JUN;19590104;-24.1
JUN;19590105;-21.9
JUN;19590106;-9.5
JUN;19590107;-15.4
JUN;19590108;-22.5
JUN;19590109;-24.6
JUN;19590110;-26.3
JUN;19590111;-25.7
JUN;19590112;-25.6
JUN;19590113;-20.5
JUN;19590114;-12.2
JUN;19590115;-15.9
JUN;19590116;-22.2
JUN;19590117;-17.8
JUN;19590118;-10.2
JUN;19590119;-7.9
JUN;19590120;-11.4
JUN;19590121;-10.1
JUN;19590122;-10.4
JUN;19590123;-11.2
JUN;19590124;-14.3
JUN;19590125;-18.4
JUN;19590126;-9.6
JUN;19590127;-5.6
JUN;19590128;-4.3
JUN;19590129;-4.2
JUN;19590130;-7.3
JUN;19590131;-11.5
JUN;19590201;-18.0
JUN;19590202;-17.5
JUN;19590203;-13.4
JUN;19590204;-12.1
JUN;19590205;-10.9
JUN;19590206;-10.8
JUN;19590207;-10.6
JUN;19590208;-10.4
JUN;19590209;-12.4
JUN;19590210;-13.1
JUN;19590211;-14.2
JUN;19590212;-13.8
JUN;19590213;-12.7
JUN;19590214;-11.2
JUN;19590215;-7.8
JUN;19590216;-11.1
JUN;19590217;-8.2
JUN;19590218;-7.3
JUN;19590219;-5.2
JUN;19590220;-9.7
JUN;19590221;-12.5
JUN;19590222;-12.5
JUN;19590223;-10.3
JUN;19590224;-10.0
JUN;19590225;-7.6
JUN;19590226;-5.8
JUN;19590227;-3.7
JUN;19590228;-6.1
JUN;19590301;-11.2
JUN;19590302;-11.6
JUN;19590303;-11.6
JUN;19590304;-10.1
JUN;19590305;-8.6
JUN;19590306;-8.4
JUN;19590307;-10.3
JUN;19590308;-13.9
JUN;19590309;-10.9
JUN;19590310;-9.3
JUN;19590311;-10.2
JUN;19590312;-13.4
JUN;19590313;-15.5
JUN;19590314;-10.7
JUN;19590315;-10.2
JUN;19590316;-13.9
JUN;19590317;-14.5
JUN;19590318;-11.6
JUN;19590319;-11.4
JUN;19590320;-8.6
JUN;19590321;-5.7
JUN;19590322;-6.6
JUN;19590323;-7.4
JUN;19590324;-7.9
JUN;19590325;-9.0
JUN;19590326;-13.8
JUN;19590327;-10.2
JUN;19590328;-10.9
JUN;19590329;-10.8
JUN;19590330;-14.9
JUN;19590331;-9.8
JUN;19590401;-7.2
JUN;19590402;-4.2
JUN;19590403;-4.2
JUN;19590404;-3.5
JUN;19590405;-7.6
JUN;19590406;-7.5
JUN;19590407;-14.0
JUN;19590408;-9.2
JUN;19590409;-13.6
JUN;19590410;-17.2
JUN;19590411;-14.5
JUN;19590412;-7.1
JUN;19590413;-1.9
JUN;19590414;-4.5
JUN;19590415;-4.9
JUN;19590416;-8.0
JUN;19590417;-9.9
JUN;19590418;-8.3
JUN;19590419;-11.2
JUN;19590420;-16.9
JUN;19590421;-16.2
JUN;19590422;-13.1
JUN;19590423;-10.7
JUN;19590424;-11.1
JUN;19590425;-7.2
JUN;19590426;-9.7
JUN;19590427;-9.7
JUN;19590428;-9.1
JUN;19590429;-8.4
JUN;19590430;-9.9
JUN;19590501;-10.1
JUN;19590502;-12.9
JUN;19590503;-12.9
JUN;19590504;-8.4
JUN;19590505;-7.7
JUN;19590506;-5.8
JUN;19590507;-4.2
JUN;19590508;-3.7
JUN;19590509;-6.2
JUN;19590510;-5.2
JUN;19590511;-3.7
JUN;19590512;-6.2
JUN;19590513;-7.9
JUN;19590514;-10.5
JUN;19590515;-10.9
JUN;19590516;-8.6
JUN;19590517;-5.5
JUN;19590518;-5.2
JUN;19590519;-3.9
JUN;19590520;-2.7
JUN;19590521;-3.7
JUN;19590522;-3.0
JUN;19590523;-3.4
JUN;19590524;-3.8
JUN;19590525;-4.4
JUN;19590526;-5.1
JUN;19590527;-5.7
JUN;19590528;-5.9
JUN;19590529;-7.6
JUN;19590530;-11.6
JUN;19590531;-9.6
JUN;19590601;-5.9
JUN;19590602;-5.6
JUN;19590603;0.1
JUN;19590604;0.1
JUN;19590605;0.0
JUN;19590606;-1.1
JUN;19590607;-0.3
JUN;19590608;-0.9
JUN;19590609;-3.2
JUN;19590610;-10.7
JUN;19590611;-11.5
JUN;19590612;-8.1
JUN;19590613;-4.1
JUN;19590614;-0.9
JUN;19590615;-1.2
JUN;19590616;-2.9
JUN;19590617;-0.9
JUN;19590618;-1.6
JUN;19590619;-0.6
JUN;19590620;0.1
JUN;19590621;-1.0
JUN;19590622;-1.5
JUN;19590623;-0.9
JUN;19590624;0.0
JUN;19590625;-1.3
JUN;19590626;-0.9
JUN;19590627;-2.2
JUN;19590628;-1.2
JUN;19590629;-6.9
JUN;19590630;-8.7
JUN;19590701;-6.7
JUN;19590702;-4.1
JUN;19590703;-2.0
JUN;19590704;2.0
JUN;19590705;2.2
JUN;19590706;0.5
JUN;19590707;5.5
JUN;19590708;5.6
JUN;19590709;4.9
JUN;19590710;4.7
JUN;19590711;3.5
JUN;19590712;1.1
JUN;19590713;1.8
JUN;19590714;1.2
JUN;19590715;-2.4
JUN;19590716;-3.5
JUN;19590717;-4.7
JUN;19590718;-0.4
JUN;19590719;0.1
JUN;19590720;-0.2
JUN;19590721;-0.2
JUN;19590722;2.0
JUN;19590723;1.9
JUN;19590724;0.0
JUN;19590725;0.1
JUN;19590726;0.2
JUN;19590727;-1.0
JUN;19590728;2.8
JUN;19590729;-0.9
JUN;19590730;-3.3
JUN;19590731;-6.1
JUN;19590801;-5.3
JUN;19590802;-6.1
JUN;19590803;-5.1
JUN;19590804;-3.7
JUN;19590805;-3.1
JUN;19590806;-0.5
JUN;19590807;2.7
JUN;19590808;1.4
JUN;19590809;1.4
JUN;19590810;0.3
JUN;19590811;-1.7
JUN;19590812;-3.6
JUN;19590813;-2.6
JUN;19590814;0.3
JUN;19590815;-2.8
JUN;19590816;-5.2
JUN;19590817;-3.8
JUN;19590818;0.3
JUN;19590819;-0.2
JUN;19590820;-2.1
JUN;19590821;-2.2
JUN;19590822;-1.6
JUN;19590823;-1.3
JUN;19590824;0.0
JUN;19590825;1.5
JUN;19590826;2.6
JUN;19590827;3.8
JUN;19590828;0.0
JUN;19590829;-2.1
JUN;19590830;-2.2
JUN;19590831;-3.5
JUN;19590901;-3.4
JUN;19590902;-4.1
JUN;19590903;-2.4
JUN;19590904;-2.1
JUN;19590905;-3.1
JUN;19590906;-4.7
JUN;19590907;-3.7
JUN;19590908;-3.3
JUN;19590909;1.5
JUN;19590910;2.1
JUN;19590911;1.9
JUN;19590912;1.0
JUN;19590913;-0.1
JUN;19590914;-0.4
JUN;19590915;-1.2
JUN;19590916;-1.1
JUN;19590917;-2.0
JUN;19590918;-1.2
JUN;19590919;-1.0
JUN;19590920;2.0
JUN;19590921;0.6
JUN;19590922;-0.6
JUN;19590923;0.0
JUN;19590924;-0.6
JUN;19590925;-0.3
JUN;19590926;-0.1
JUN;19590927;-1.0
JUN;19590928;0.0
JUN;19590929;-0.4
JUN;19590930;-0.9
JUN;19591001;-0.6
JUN;19591002;-1.4
JUN;19591003;-1.5
JUN;19591004;-2.3
JUN;19591005;-4.7
JUN;19591006;-5.4
JUN;19591007;-2.5
JUN;19591008;-3.2
JUN;19591009;-3.2
JUN;19591010;-5.2
JUN;19591011;-8.9
JUN;19591012;-7.1
JUN;19591013;-5.9
JUN;19591014;-5.1
JUN;19591015;-6.1
JUN;19591016;-6.4
JUN;19591017;-3.8
JUN;19591018;-3.6
JUN;19591019;-5.3
JUN;19591020;-6.2
JUN;19591021;-3.9
JUN;19591022;-4.4
JUN;19591023;-8.1
JUN;19591024;-2.3
JUN;19591025;-3.6
JUN;19591026;-4.7
JUN;19591027;-6.2
JUN;19591028;-13.4
JUN;19591029;-16.4
JUN;19591030;-14.4
JUN;19591031;-13.0
JUN;19591101;-16.6
JUN;19591102;-6.7
JUN;19591103;-5.2
JUN;19591104;-8.7
JUN;19591105;-16.2
JUN;19591106;-14.4
JUN;19591107;-12.2
JUN;19591108;-11.7
JUN;19591109;-8.9
JUN;19591110;-12.3
JUN;19591111;-16.0
JUN;19591112;-13.5
JUN;19591113;-9.2
JUN;19591114;-10.9
JUN;19591115;-15.6
JUN;19591116;-15.8
JUN;19591117;-11.0
JUN;19591118;-11.1
JUN;19591119;-5.2
JUN;19591120;-5.7
JUN;19591121;-5.0
JUN;19591122;-3.4
JUN;19591123;-4.2
JUN;19591124;-8.0
JUN;19591125;-8.2
JUN;19591126;-7.6
JUN;19591127;-9.3
JUN;19591128;-10.8
JUN;19591129;-10.9
JUN;19591130;-11.9
JUN;19591201;-12.0
JUN;19591202;-8.4
JUN;19591203;-9.2
JUN;19591204;-18.6
JUN;19591205;-18.4
JUN;19591206;-12.6
JUN;19591207;-12.4
JUN;19591208;-15.9
JUN;19591209;-15.9
JUN;19591210;-12.6
JUN;19591211;-13.8
JUN;19591212;-12.1
JUN;19591213;-13.2
JUN;19591214;-12.0
JUN;19591215;-10.9
JUN;19591216;-10.7
JUN;19591217;-10.1
JUN;19591218;-15.6
JUN;19591219;-15.5
JUN;19591220;-9.1
JUN;19591221;-13.9
JUN;19591222;-15.9
JUN;19591223;-9.8
JUN;19591224;-15.8
JUN;19591225;-13.0
JUN;19591226;-9.0
JUN;19591227;-14.5
JUN;19591228;-15.8
JUN;19591229;-13.9
JUN;19591230;-10.2
JUN;19591231;-6.3
JUN;19600101;-9.9
JUN;19600102;-9.9
JUN;19600103;-12.1
JUN;19600104;-10.5
JUN;19600105;-7.1
JUN;19600106;-17.4
JUN;19600107;-15.1
JUN;19600108;-16.0
JUN;19600109;-22.7
JUN;19600110;-22.5
JUN;19600111;-21.7
JUN;19600112;-28.6
JUN;19600113;-29.0
JUN;19600114;-21.6
JUN;19600115;-19.3
JUN;19600116;-17.2
JUN;19600117;-21.0
JUN;19600118;-20.3
JUN;19600119;-13.9
JUN;19600120;-15.5
JUN;19600121;-10.4
JUN;19600122;-10.9
JUN;19600123;-7.7
JUN;19600124;-6.6
JUN;19600125;-11.3
JUN;19600126;-12.4
JUN;19600127;-10.6
JUN;19600128;-11.4
JUN;19600129;-17.0
JUN;19600130;-13.6
JUN;19600131;-11.9
JUN;19600201;-11.7
JUN;19600202;-16.5
JUN;19600203;-10.0
JUN;19600204;-14.9
JUN;19600205;-18.4
JUN;19600206;-19.5
JUN;19600207;-21.5
JUN;19600208;-18.2
JUN;19600209;-13.9
JUN;19600210;-15.6
JUN;19600211;-14.0
JUN;19600212;-16.6
JUN;19600213;-18.9
JUN;19600214;-20.9
JUN;19600215;-19.4
JUN;19600216;-17.0
JUN;19600217;-9.5
JUN;19600218;-9.1
JUN;19600219;-11.2
JUN;19600220;-12.5
JUN;19600221;-13.0
JUN;19600222;-15.2
JUN;19600223;-16.5
JUN;19600224;-12.5
JUN;19600225;-8.4
JUN;19600226;-10.7
JUN;19600227;-9.4
JUN;19600228;-3.0
JUN;19600229;-0.9
JUN;19600301;-13.0
JUN;19600302;-12.3
JUN;19600303;-11.4
JUN;19600304;-13.9
JUN;19600305;-15.1
JUN;19600306;-16.6
JUN;19600307;-16.8
JUN;19600308;-15.4
JUN;19600309;-14.1
JUN;19600310;-13.5
JUN;19600311;-12.2
JUN;19600312;-13.8
JUN;19600313;-14.1
JUN;19600314;-12.9
JUN;19600315;-12.1
JUN;19600316;-12.9
JUN;19600317;-17.0
JUN;19600318;-18.3
JUN;19600319;-13.8
JUN;19600320;-14.5
JUN;19600321;-13.1
JUN;19600322;-11.2
JUN;19600323;-9.9
JUN;19600324;-7.7
JUN;19600325;-9.2
JUN;19600326;-10.9
JUN;19600327;-11.5
JUN;19600328;-9.4
JUN;19600329;-8.1
JUN;19600330;-10.7
JUN;19600331;-11.5
JUN;19600401;-12.5
JUN;19600402;-11.6
JUN;19600403;-9.8
JUN;19600404;-13.3
JUN;19600405;-11.7
JUN;19600406;-6.4
JUN;19600407;-5.9
JUN;19600408;-4.6
JUN;19600409;-6.8
JUN;19600410;-7.9
JUN;19600411;-9.0
JUN;19600412;-11.4
JUN;19600413;-4.0
JUN;19600414;-7.7
JUN;19600415;-14.3
JUN;19600416;-14.7
JUN;19600417;-11.9
JUN;19600418;-9.8
JUN;19600419;-8.6
JUN;19600420;-8.2
JUN;19600421;-8.9
JUN;19600422;-7.5
JUN;19600423;-10.1
JUN;19600424;-13.3
JUN;19600425;-16.7
JUN;19600426;-16.7
JUN;19600427;-19.7
JUN;19600428;-19.0
JUN;19600429;-18.6
JUN;19600430;-16.7
JUN;19600501;-16.5
JUN;19600502;-15.4
JUN;19600503;-10.2
JUN;19600504;-10.1
JUN;19600505;-9.9
JUN;19600506;-7.2
JUN;19600507;-3.8
JUN;19600508;-6.9
JUN;19600509;-6.0
JUN;19600510;-6.1
JUN;19600511;-3.5
JUN;19600512;-2.6
JUN;19600513;-1.7
JUN;19600514;-1.6
JUN;19600515;-0.4
JUN;19600516;-2.2
JUN;19600517;-2.8
JUN;19600518;-2.6
JUN;19600519;-5.8
JUN;19600520;-7.2
JUN;19600521;-5.6
JUN;19600522;-8.0
JUN;19600523;-6.8
JUN;19600524;-4.4
JUN;19600525;-6.5
JUN;19600526;-5.0
JUN;19600527;-4.1
JUN;19600528;-4.7
JUN;19600529;-6.6
JUN;19600530;-3.9
JUN;19600531;-1.3
JUN;19600601;-2.3
JUN;19600602;-3.1
JUN;19600603;-3.1
JUN;19600604;-2.2
JUN;19600605;-1.3
JUN;19600606;-0.4
JUN;19600607;0.1
JUN;19600608;-0.5
JUN;19600609;-1.4
JUN;19600610;-6.1
JUN;19600611;-5.6
JUN;19600612;0.3
JUN;19600613;-0.8
JUN;19600614;-2.4
JUN;19600615;-5.4
JUN;19600616;-2.5
JUN;19600617;0.5
JUN;19600618;2.7
JUN;19600619;0.8
JUN;19600620;-1.9
JUN;19600621;-4.0
JUN;19600622;1.2
JUN;19600623;1.1
JUN;19600624;0.0
JUN;19600625;-1.5
JUN;19600626;-3.3
JUN;19600627;-4.0
JUN;19600628;-4.2
JUN;19600629;-9.4
JUN;19600630;-6.9
JUN;19600701;-4.6
JUN;19600702;-4.5
JUN;19600703;-5.7
JUN;19600704;-7.2
JUN;19600705;-3.2
JUN;19600706;-0.9
JUN;19600707;-1.1
JUN;19600708;-3.7
JUN;19600709;-6.6
JUN;19600710;-2.6
JUN;19600711;-1.5
JUN;19600712;-5.1
JUN;19600713;-2.7
JUN;19600714;-0.7
JUN;19600715;-2.3
JUN;19600716;-4.6
JUN;19600717;0.9
JUN;19600718;1.8
JUN;19600719;1.6
JUN;19600720;-1.0
JUN;19600721;-4.5
JUN;19600722;-3.3
JUN;19600723;-9.1
JUN;19600724;-9.6
JUN;19600725;-2.3
JUN;19600726;-1.8
JUN;19600727;-4.2
JUN;19600728;-3.8
JUN;19600729;0.4
JUN;19600730;1.1
JUN;19600731;-0.2
JUN;19600801;-4.5
JUN;19600802;-5.9
JUN;19600803;-5.5
JUN;19600804;-0.9
JUN;19600805;-1.8
JUN;19600806;-3.7
JUN;19600807;-2.5
JUN;19600808;-3.5
JUN;19600809;-3.9
JUN;19600810;-4.8
JUN;19600811;-1.7
JUN;19600812;-4.4
JUN;19600813;-5.6
JUN;19600814;-4.9
JUN;19600815;-6.5
JUN;19600816;-3.8
JUN;19600817;-0.2
JUN;19600818;-1.0
JUN;19600819;-5.8
JUN;19600820;-5.9
JUN;19600821;-2.5
JUN;19600822;3.3
JUN;19600823;2.8
JUN;19600824;3.2
JUN;19600825;2.8
JUN;19600826;1.4
JUN;19600827;3.6
JUN;19600828;-1.0
JUN;19600829;-1.0
JUN;19600830;-5.3
JUN;19600831;-6.4
JUN;19600901;-4.7
JUN;19600902;-4.0
JUN;19600903;0.0
JUN;19600904;-2.0
JUN;19600905;-6.8
JUN;19600906;-9.5
JUN;19600907;-3.7
JUN;19600908;-5.7
JUN;19600909;-3.6
JUN;19600910;0.7
JUN;19600911;0.3
JUN;19600912;1.9
JUN;19600913;-2.0
JUN;19600914;-3.7
JUN;19600915;-3.2
JUN;19600916;-2.4
JUN;19600917;-6.9
JUN;19600918;-5.3
JUN;19600919;-5.4
JUN;19600920;-9.6
JUN;19600921;-10.4
JUN;19600922;-7.1
JUN;19600923;-3.7
JUN;19600924;-4.7
JUN;19600925;-5.4
JUN;19600926;-4.6
JUN;19600927;-5.8
JUN;19600928;-6.7
JUN;19600929;-9.1
JUN;19600930;-5.7
JUN;19601001;-6.0
JUN;19601002;-1.4
JUN;19601003;-0.5
JUN;19601004;-3.5
JUN;19601005;-5.2
JUN;19601006;-5.7
JUN;19601007;-8.6
JUN;19601008;-8.7
JUN;19601009;-8.4
JUN;19601010;-10.5
JUN;19601011;-12.7
JUN;19601012;-16.6
JUN;19601013;-15.2
JUN;19601014;-10.9
JUN;19601015;-13.0
JUN;19601016;-16.2
JUN;19601017;-16.6
JUN;19601018;-12.4
JUN;19601019;-5.9
JUN;19601020;-7.9
JUN;19601021;-8.9
JUN;19601022;-6.1
JUN;19601023;-6.7
JUN;19601024;-6.8
JUN;19601025;-7.2
JUN;19601026;-9.6
JUN;19601027;-10.7
JUN;19601028;-6.8
JUN;19601029;-7.5
JUN;19601030;-10.6
JUN;19601031;-7.9
JUN;19601101;-3.1
JUN;19601102;-8.4
JUN;19601103;-7.0
JUN;19601104;-9.4
JUN;19601105;-15.0
JUN;19601106;-14.1
JUN;19601107;-15.7
JUN;19601108;-17.0
JUN;19601109;-13.8
JUN;19601110;-9.1
JUN;19601111;-9.0
JUN;19601112;-9.2
JUN;19601113;-13.1
JUN;19601114;-11.9
JUN;19601115;-8.0
JUN;19601116;-13.9
JUN;19601117;-8.4
JUN;19601118;-13.3
JUN;19601119;-13.9
JUN;19601120;-12.0
JUN;19601121;-7.6
JUN;19601122;-9.6
JUN;19601123;-9.2
JUN;19601124;-9.6
JUN;19601125;-7.7
JUN;19601126;-8.1
JUN;19601127;-9.5
JUN;19601128;-11.9
JUN;19601129;-17.5
JUN;19601130;-9.4
JUN;19601201;-7.4
JUN;19601202;-9.8
JUN;19601203;-10.5
JUN;19601204;-5.3
JUN;19601205;-10.0
JUN;19601206;-11.9
JUN;19601207;-16.2
JUN;19601208;-14.2
JUN;19601209;-10.8
JUN;19601210;-14.0
JUN;19601211;-14.2
JUN;19601212;-13.1
JUN;19601213;-15.7
JUN;19601214;-16.7
JUN;19601215;-13.9
JUN;19601216;-10.2
JUN;19601217;-9.1
JUN;19601218;-10.3
JUN;19601219;-13.0
JUN;19601220;-16.6
JUN;19601221;-19.5
JUN;19601222;-20.7
JUN;19601223;-18.3
JUN;19601224;-18.1
JUN;19601225;-14.2
JUN;19601226;-10.9
JUN;19601227;-15.0
JUN;19601228;-19.3
JUN;19601229;-21.2
JUN;19601230;-13.7
JUN;19601231;-13.6
JUN;19610101;-15.4
JUN;19610102;-13.6
JUN;19610103;-15.3
JUN;19610104;-19.1
JUN;19610105;-20.5
JUN;19610106;-17.1
JUN;19610107;-19.4
JUN;19610108;-13.9
JUN;19610109;-18.4
JUN;19610110;-15.0
JUN;19610111;-13.4
JUN;19610112;-9.7
JUN;19610113;-8.4
JUN;19610114;-11.0
JUN;19610115;-12.7
JUN;19610116;-11.9
