,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.14528636315970855,241.0883548506475,73.0,0.5427088307106305,14
0.2,0.007209278876848627,245.8582202651911,73.0,0.5966051111712695,14
0.30000000000000004,0.0723358589384316,247.05897906969565,177.0,0.6711352732657271,14
0.4,0.08963356938422576,263.6005302399989,281.0,0.7346440526424708,13
0.5,0.1526835813163212,257.5051987142549,281.0,0.7582199638970546,13
0.6,0.19307361398021378,258.158588944863,385.0,0.7624511271634177,13
0.7000000000000001,0.23981185014241893,256.04270328487223,385.0,0.7822758754058201,12
0.8,0.26190291357387446,255.38769827801212,385.0,0.8148650101601137,12
0.9,0.28682402833388476,260.6742444927789,385.0,0.8187023543255613,10
1.0,0.2835415136783424,269.07416671979774,385.0,0.8297594531571504,11
2.0,0.4206151914882115,307.94492499859734,905.0,0.8694608555215126,9
3.0,0.5052834688590516,311.309852537527,905.0,0.8983729295930164,8
4.0,0.5866248035964053,311.7555048894392,905.0,0.9079438259776835,8
5.0,0.6127455146485612,313.2552979033145,905.0,0.9156419105902627,7
6.0,0.6495193284350763,371.6516656074641,905.0,0.9322177981365394,6
7.0,0.6509551487455439,381.2766539290966,1009.0,0.9285492323955757,7
8.0,0.693801617174732,387.23894681380597,1113.0,0.937203415615815,7
9.0,0.7140261580946884,393.186770888385,1113.0,0.9395840820862398,6
10.0,0.7178781057653795,395.0967016713568,1217.0,0.9477806621582667,6
11.0,0.7287174514130615,398.8173507084157,1217.0,0.947111824261625,6
12.0,0.7435999536757277,408.0061551520428,1321.0,0.9486671837303373,6
13.0,0.7600608054608712,407.29466878027466,1425.0,0.9490935042626347,5
14.0,0.7585603093096174,407.24806408505873,1529.0,0.9419843606770539,6
15.0,0.777530689266897,407.94264538481724,1633.0,0.9527410535036449,5
16.0,0.7792956004538972,411.1397948154065,1633.0,0.946685072996691,5
17.0,0.7935207125743826,407.90257699810525,1633.0,0.9512703394357565,5
18.0,0.7984554973393944,402.9311138172743,1633.0,0.9502237880390856,4
19.0,0.807203851129474,405.08801949040765,1633.0,0.9530191426020739,4
20.0,0.8105578366249023,407.11149542990347,1633.0,0.9497675967334552,4
