,correlation,rmsd,amp_diff,xcorr,xcorr_shift
0.1,-0.051400061801331796,216.99951734234688,73.0,0.4493916382141981,14
0.2,0.040933962712260706,228.0333063693007,73.0,0.6744546154597691,14
0.30000000000000004,0.1320527087431411,225.91795658586884,73.0,0.7000667988972481,13
0.4,0.16225091627917576,228.46377947005638,385.0,0.7165171478899375,12
0.5,0.22064452131576553,235.76200966140152,385.0,0.7478172698418423,12
0.6,0.2381547090885105,246.4234822565814,489.0,0.7947179214399223,12
0.7000000000000001,0.27659347574938836,247.11202129675948,489.0,0.809495696283902,11
0.8,0.3221427382299413,248.85330960243468,489.0,0.8094666351694797,11
0.9,0.36551728847292325,248.1955642979203,489.0,0.8110200193428394,10
1.0,0.3666223912030971,250.2913857265463,593.0,0.8130203922821447,11
2.0,0.49482218758595725,272.12655483067334,1009.0,0.8720587556201571,8
3.0,0.5887877082283666,267.37883414545706,1009.0,0.891599630907473,7
4.0,0.6177970757399541,277.8408511399359,1009.0,0.9101696957731893,7
5.0,0.6504625279853183,287.70487446564755,1113.0,0.9128665495257895,7
6.0,0.6993293505188453,303.49617836722615,1113.0,0.9207803568667942,6
7.0,0.7278859060410038,302.30578005120236,1113.0,0.9295037704003052,6
8.0,0.7514739870218738,301.9573412628249,1113.0,0.9350682551513816,5
9.0,0.7553876957084817,315.1597806739173,1217.0,0.9340090941710525,5
10.0,0.7882847124968937,318.15404196237847,1217.0,0.9472041662746965,5
11.0,0.7903694414280483,319.4133648812991,1217.0,0.9450351464063629,5
12.0,0.7921752353244346,330.5514618235889,1321.0,0.9436124533501387,4
13.0,0.8098507095491428,340.86155300101285,1321.0,0.9443634070635862,4
14.0,0.8177515832055527,337.84644155582066,1425.0,0.9384946860439223,5
15.0,0.8178875553147397,346.97485115836645,1529.0,0.9454775352328609,4
16.0,0.8325527799825041,359.1855243497997,1737.0,0.9492937930461371,4
17.0,0.8533983722957585,349.7400117240232,1633.0,0.9457210528077543,4
18.0,0.8587990205910282,363.78359673575244,1737.0,0.9485731437129309,4
19.0,0.8609078777513043,374.98316401091756,1841.0,0.9556800735532279,4
20.0,0.8635344707349721,379.49382220810355,1841.0,0.9502746490057572,4
