,lon,lat,n_mb_years,tstar,bias
RGI60-11.00002,13.6135,47.4845,8,1907,1.242537135962948
RGI60-11.00012,13.0581,47.4242,10,1933,-1.9317690551606574
RGI60-11.00073,12.5956,47.1403,17,1979,-13.911608990868217
RGI60-11.00080,12.5964,47.1316,63,1883,7.199910982329698
RGI60-11.00106,12.6967,47.0991,28,1934,5.004680152219521
RGI60-11.00190,12.3784,47.0851,8,1983,2.4619122365679686
RGI60-11.00251,12.9472,47.053,16,1982,12.303439472230593
RGI60-11.00289,12.9702,47.0421,26,1939,0.09094913897695278
RGI60-11.00300,13.0049,47.0385,32,1926,9.507454267955836
RGI60-11.00603,11.2247,46.9656,19,1911,280.89969681114974
RGI60-11.00619,11.1528,46.9566,13,1883,-0.3418297430171151
RGI60-11.00638,9.38896,46.9603,8,1911,231.88668887361587
RGI60-11.00647,12.0965,46.9069,6,1944,1.5410273451652756
RGI60-11.00719,10.818,46.8762,50,1932,-3.3586264923436033
RGI60-11.00781,10.1603,46.8577,26,1905,77.11834112873828
RGI60-11.00787,10.7907,46.8424,62,1943,1.565445502167023
RGI60-11.00797,10.1054,46.8515,9,1875,0.15137805088215828
RGI60-11.00804,10.0766,46.8524,96,1884,0.6255279013287804
RGI60-11.00807,10.1309,46.8529,9,1905,313.5174452865193
RGI60-11.00843,8.89117,46.8442,100,1971,-1.047892425263143
RGI60-11.00892,8.98871,46.833,42,1910,1.8944042510768782
RGI60-11.00897,10.7584,46.8003,62,1925,-1.17894884627367
RGI60-11.00918,8.97739,46.8133,38,1925,29.924562618723797
RGI60-11.00929,11.0191,46.7817,8,1927,0.49006854647927867
RGI60-11.01238,8.3965,46.6236,33,1901,68.23954662834558
RGI60-11.01450,8.01919,46.5028,60,1903,92.37684168447385
RGI60-11.01662,9.36354,46.5056,5,1918,-2.6451851251173366
RGI60-11.01704,10.771,46.4838,28,1885,-5.814883034345485
RGI60-11.01776,10.6115,46.4674,11,1892,-1.44245292855544
RGI60-11.01834,10.7085,46.4512,48,1903,267.11816570733936
RGI60-11.01876,8.33019,46.4383,53,1901,15.125020364202555
RGI60-11.01930,10.1119,46.4296,5,1875,7.401133913325339
RGI60-11.01987,8.4812,46.416,23,1962,1.305505931108769
RGI60-11.02072,7.51198,46.3839,5,1911,788.4788435323462
RGI60-11.02214,10.5127,46.348,14,1903,222.90424307443675
RGI60-11.02245,9.70108,46.3085,6,1903,319.3410710744996
RGI60-11.02249,7.22536,46.3202,5,1970,760.3614312784739
RGI60-11.02285,9.64185,46.2987,6,1905,255.58589057584618
RGI60-11.02648,9.98941,46.0754,5,1999,-6.737949336025487
RGI60-11.02671,7.9245,46.0649,40,1904,1.6261091931612555
RGI60-11.02679,7.9131,46.055,59,1962,9.185775627705908
RGI60-11.02704,7.90949,46.0336,59,1934,-3.3889924072987867
RGI60-11.02746,7.92806,46.0081,59,1885,-3.3998061439234846
RGI60-11.02764,7.87661,46.0124,9,1935,-1.1527254126040134
RGI60-11.02766,7.29108,45.9647,18,1894,2.205044674286796
RGI60-11.02773,7.87051,45.9936,10,1981,-0.7759597455560652
RGI60-11.02774,7.38888,45.9921,48,1894,-1.6597835404866714
RGI60-11.03084,7.27894,45.5592,14,1877,6.398483491367983
RGI60-11.03135,7.38984,45.5181,23,1903,490.20016663687375
RGI60-11.03166,7.2204,45.4757,12,1971,1.3836522315406796
RGI60-11.03246,10.982920789,47.415938932,6,1867,-4.7468517199376095
RGI60-11.03638,6.985,45.951,39,1966,197.30909481036758
RGI60-11.03643,6.934,45.883,8,1976,-3.32819926688353
RGI60-11.03671,6.629,45.295,20,1903,182.3722232365908
RGI60-11.03674,6.159,45.16,58,1925,337.7057059212399
RGI60-11.03756,6.130521774,45.116443634,66,1925,699.7245811106914
