,lon,lat,n_mb_years,tstar,bias
RGI60-11.00002,13.6135,47.4845,8,1911,132.07722931325668
RGI60-11.00012,13.0581,47.4242,10,1930,-3.072989357203369
RGI60-11.00073,12.5956,47.1403,17,1984,7.937203802276372
RGI60-11.00080,12.5964,47.1316,63,1888,-6.638129091266478
RGI60-11.00106,12.6967,47.0991,28,1930,0.820305510199546
RGI60-11.00190,12.3784,47.0851,8,1977,0.34346570089269335
RGI60-11.00251,12.9472,47.053,16,1870,-0.2410769304178757
RGI60-11.00289,12.9702,47.0421,26,1888,7.714985926798022
RGI60-11.00300,13.0049,47.0385,32,1911,113.11514711236543
RGI60-11.00603,11.2247,46.9656,19,1911,464.95107907321847
RGI60-11.00619,11.1528,46.9566,13,1897,1.7899846737431062
RGI60-11.00638,9.38896,46.9603,8,1911,479.04000324970275
RGI60-11.00647,12.0965,46.9069,6,1867,3.8941386344964712
RGI60-11.00719,10.818,46.8762,50,1876,5.022605527421149
RGI60-11.00781,10.1603,46.8577,26,1905,258.204125684814
RGI60-11.00787,10.7907,46.8424,62,1942,-3.35282130680568
RGI60-11.00797,10.1054,46.8515,9,1888,-1.2950192101455968
RGI60-11.00804,10.0766,46.8524,96,1912,5.413466730529819
RGI60-11.00807,10.1309,46.8529,9,1905,468.2491765496908
RGI60-11.00843,8.89117,46.8442,100,1965,2.7013398314034305
RGI60-11.00892,8.98871,46.833,42,1925,3.2316250788681486
RGI60-11.00897,10.7584,46.8003,62,1903,-0.801914550830702
RGI60-11.00918,8.97739,46.8133,38,1925,69.8315669644729
RGI60-11.00929,11.0191,46.7817,8,1900,-1.6154593884372161
RGI60-11.01238,8.3965,46.6236,33,1901,151.17206419805166
RGI60-11.01450,8.01919,46.5028,60,1903,184.83263310041883
RGI60-11.01662,9.36354,46.5056,5,1901,35.205577066200135
RGI60-11.01704,10.771,46.4838,28,1900,-1.3264181767375476
RGI60-11.01776,10.6115,46.4674,11,1903,104.07040230711493
RGI60-11.01834,10.7085,46.4512,48,1903,457.27610959987715
RGI60-11.01876,8.33019,46.4383,53,1901,191.27297286030284
RGI60-11.01930,10.1119,46.4296,5,1901,-7.624521159145161
RGI60-11.01987,8.4812,46.416,23,1974,-2.6422761117897835
RGI60-11.02072,7.51198,46.3839,5,1911,903.7591504108004
RGI60-11.02214,10.5127,46.348,14,1903,404.4460022745528
RGI60-11.02245,9.70108,46.3085,6,1903,399.0474696476748
RGI60-11.02249,7.22536,46.3202,5,1970,870.3710690608993
RGI60-11.02285,9.64185,46.2987,6,1905,322.14774206638924
RGI60-11.02648,9.98941,46.0754,5,1999,-19.203461478349347
RGI60-11.02671,7.9245,46.0649,40,1911,32.26450010024746
RGI60-11.02679,7.9131,46.055,59,1980,1.5251647968960071
RGI60-11.02704,7.90949,46.0336,59,1960,-0.2792790983183693
RGI60-11.02746,7.92806,46.0081,59,1975,-0.4925563667103745
RGI60-11.02764,7.87661,46.0124,9,1959,1.8891517722674962
RGI60-11.02766,7.29108,45.9647,18,1911,70.38317627008234
RGI60-11.02773,7.87051,45.9936,10,1973,2.313952359585528
RGI60-11.02774,7.38888,45.9921,48,1901,0.38710785602887654
RGI60-11.03084,7.27894,45.5592,14,1888,2.8392960176380484
RGI60-11.03135,7.38984,45.5181,23,1903,684.5957406234352
RGI60-11.03166,7.2204,45.4757,12,1906,-0.6609949055983293
RGI60-11.03246,10.982920789,47.415938932,6,1999,1.4815101834960558
RGI60-11.03638,6.985,45.951,39,1966,316.8984984793161
RGI60-11.03643,6.934,45.883,8,1900,1.0312763676904524
RGI60-11.03671,6.629,45.295,20,1903,322.90415826550156
RGI60-11.03674,6.159,45.16,58,1925,439.2103114348382
RGI60-11.03756,6.130521774,45.116443634,66,1925,788.1532634286632
