,lon,lat,n_mb_years,tstar,bias
RGI60-11.00002,13.6135,47.4845,8,1918,0.7232516067022061
RGI60-11.00012,13.0581,47.4242,10,1886,-1.2454837443187898
RGI60-11.00073,12.5956,47.1403,17,1981,8.469691653740256
RGI60-11.00080,12.5964,47.1316,63,1883,19.019528780247697
RGI60-11.00106,12.6967,47.0991,28,1932,-22.153452238580144
RGI60-11.00190,12.3784,47.0851,8,1982,-21.816706121822108
RGI60-11.00251,12.9472,47.053,16,1979,-21.994610222293886
RGI60-11.00289,12.9702,47.0421,26,1940,0.2619440483741755
RGI60-11.00300,13.0049,47.0385,32,1917,-1.4940748170224651
RGI60-11.00603,11.2247,46.9656,19,1911,303.90620406416656
RGI60-11.00619,11.1528,46.9566,13,1929,15.726845357720322
RGI60-11.00638,9.38896,46.9603,8,1911,262.7808860674095
RGI60-11.00647,12.0965,46.9069,6,1958,-3.9578986441729285
RGI60-11.00719,10.818,46.8762,50,1964,3.4218434136893734
RGI60-11.00781,10.1603,46.8577,26,1905,99.75409525618068
RGI60-11.00787,10.7907,46.8424,62,1943,4.8300286575993425
RGI60-11.00797,10.1054,46.8515,9,1878,0.8407942206567895
RGI60-11.00804,10.0766,46.8524,96,1890,-4.041617578842249
RGI60-11.00807,10.1309,46.8529,9,1905,332.8589299620877
RGI60-11.00843,8.89117,46.8442,100,1971,5.141759185223037
RGI60-11.00892,8.98871,46.833,42,1905,-0.10527598800962323
RGI60-11.00897,10.7584,46.8003,62,1921,-0.670188838994136
RGI60-11.00918,8.97739,46.8133,38,1925,34.912946258840606
RGI60-11.00929,11.0191,46.7817,8,1887,-0.3384492396346559
RGI60-11.01238,8.3965,46.6236,33,1901,78.60613158543356
RGI60-11.01450,8.01919,46.5028,60,1903,103.93381143438972
RGI60-11.01662,9.36354,46.5056,5,1926,0.036516594058980445
RGI60-11.01704,10.771,46.4838,28,1927,-2.9845350550338026
RGI60-11.01776,10.6115,46.4674,11,1893,0.34079845708720313
RGI60-11.01834,10.7085,46.4512,48,1903,290.8879403038618
RGI60-11.01876,8.33019,46.4383,53,1901,37.143565780846075
RGI60-11.01930,10.1119,46.4296,5,1882,-13.70113759263063
RGI60-11.01987,8.4812,46.416,23,1981,5.98219692489954
RGI60-11.02072,7.51198,46.3839,5,1911,802.8889440792082
RGI60-11.02214,10.5127,46.348,14,1903,245.59697519000963
RGI60-11.02245,9.70108,46.3085,6,1903,329.3044331443351
RGI60-11.02249,7.22536,46.3202,5,1970,774.1126554667103
RGI60-11.02285,9.64185,46.2987,6,1905,263.9061533891627
RGI60-11.02648,9.98941,46.0754,5,1999,-8.296137441374277
RGI60-11.02671,7.9245,46.0649,40,1903,-1.9990689538722108
RGI60-11.02679,7.9131,46.055,59,1981,-8.004852444528268
RGI60-11.02704,7.90949,46.0336,59,1959,0.2644399652373579
RGI60-11.02746,7.92806,46.0081,59,1978,2.3970740341181624
RGI60-11.02764,7.87661,46.0124,9,1944,-4.821395033308363
RGI60-11.02766,7.29108,45.9647,18,1897,0.019127289246284818
RGI60-11.02773,7.87051,45.9936,10,1979,-1.123186435896514
RGI60-11.02774,7.38888,45.9921,48,1895,-4.594934066985218
RGI60-11.03084,7.27894,45.5592,14,1915,0.93814912472169
RGI60-11.03135,7.38984,45.5181,23,1903,514.4996358316507
RGI60-11.03166,7.2204,45.4757,12,1878,0.8531751047186731
RGI60-11.03246,10.982920789,47.415938932,6,1994,0.21285260159592667
RGI60-11.03638,6.985,45.951,39,1966,212.25780786551684
RGI60-11.03643,6.934,45.883,8,1976,-2.4819742392362514
RGI60-11.03671,6.629,45.295,20,1903,199.93873873802863
RGI60-11.03674,6.159,45.16,58,1925,350.3938142218914
RGI60-11.03756,6.130521774,45.116443634,66,1925,710.7781700436301
