,lon,lat,n_mb_years,tstar,bias
RGI60-11.00002,13.6135,47.4845,8,1911,216.77070985587397
RGI60-11.00012,13.0581,47.4242,10,1890,7.227003150038399
RGI60-11.00073,12.5956,47.1403,17,1987,-7.865062579731216
RGI60-11.00080,12.5964,47.1316,63,1893,-0.9603652852294999
RGI60-11.00106,12.6967,47.0991,28,1928,2.4223836437912496
RGI60-11.00190,12.3784,47.0851,8,1873,0.3661951058363684
RGI60-11.00251,12.9472,47.053,16,1968,3.445785577676588
RGI60-11.00289,12.9702,47.0421,26,1897,-1.482694270083016
RGI60-11.00300,13.0049,47.0385,32,1911,207.57348864294522
RGI60-11.00603,11.2247,46.9656,19,1911,533.9704098814511
RGI60-11.00619,11.1528,46.9566,13,1903,18.193017714515804
RGI60-11.00638,9.38896,46.9603,8,1911,571.7225618468613
RGI60-11.00647,12.0965,46.9069,6,1876,2.4759571884493425
RGI60-11.00719,10.818,46.8762,50,1879,6.851015198000084
RGI60-11.00781,10.1603,46.8577,26,1905,326.1113507280461
RGI60-11.00787,10.7907,46.8424,62,1941,2.277887428954756
RGI60-11.00797,10.1054,46.8515,9,1916,-3.1006726186249125
RGI60-11.00804,10.0766,46.8524,96,1905,21.640850845368902
RGI60-11.00807,10.1309,46.8529,9,1905,526.2736260930868
RGI60-11.00843,8.89117,46.8442,100,1884,1.363637457507167
RGI60-11.00892,8.98871,46.833,42,1925,20.363402059352495
RGI60-11.00897,10.7584,46.8003,62,1903,72.14916688012192
RGI60-11.00918,8.97739,46.8133,38,1925,84.79672069949251
RGI60-11.00929,11.0191,46.7817,8,1901,-2.0461016762717463
RGI60-11.01238,8.3965,46.6236,33,1901,182.27180057677583
RGI60-11.01450,8.01919,46.5028,60,1903,219.50356637960675
RGI60-11.01662,9.36354,46.5056,5,1901,103.72995010890804
RGI60-11.01704,10.771,46.4838,28,1903,39.62391100499974
RGI60-11.01776,10.6115,46.4674,11,1903,215.24350766704424
RGI60-11.01834,10.7085,46.4512,48,1903,528.585402754006
RGI60-11.01876,8.33019,46.4383,53,1901,257.3285300247778
RGI60-11.01930,10.1119,46.4296,5,1903,108.69921159755484
RGI60-11.01987,8.4812,46.416,23,1919,-0.20583270665827058
RGI60-11.02072,7.51198,46.3839,5,1911,946.9893052531868
RGI60-11.02214,10.5127,46.348,14,1903,472.5242290685628
RGI60-11.02245,9.70108,46.3085,6,1903,428.9374053358773
RGI60-11.02249,7.22536,46.3202,5,1970,911.6246703310551
RGI60-11.02285,9.64185,46.2987,6,1905,347.1084721243759
RGI60-11.02648,9.98941,46.0754,5,1999,-23.878045583181326
RGI60-11.02671,7.9245,46.0649,40,1911,57.653328807223716
RGI60-11.02679,7.9131,46.055,59,1963,0.4550193364823656
RGI60-11.02704,7.90949,46.0336,59,1879,-0.3718303203139328
RGI60-11.02746,7.92806,46.0081,59,1894,1.1718670943601808
RGI60-11.02764,7.87661,46.0124,9,1953,0.9683482096911575
RGI60-11.02766,7.29108,45.9647,18,1911,156.81447390006065
RGI60-11.02773,7.87051,45.9936,10,1890,-1.3807216916977723
RGI60-11.02774,7.38888,45.9921,48,1903,31.572324158092727
RGI60-11.03084,7.27894,45.5592,14,1905,0.1633110547185197
RGI60-11.03135,7.38984,45.5181,23,1903,757.4941793389976
RGI60-11.03166,7.2204,45.4757,12,1904,-0.054866289819244685
RGI60-11.03246,10.982920789,47.415938932,6,1999,-27.662011854080475
RGI60-11.03638,6.985,45.951,39,1966,361.7445503562284
RGI60-11.03643,6.934,45.883,8,1908,0.4060248135267557
RGI60-11.03671,6.629,45.295,20,1903,375.60366979630896
RGI60-11.03674,6.159,45.16,58,1925,477.27457558483525
RGI60-11.03756,6.130521774,45.116443634,66,1925,821.3140458870146
