,correlation,rmsd,amp_diff
0.1,-0.28532035165975916,242.66238668120903,-31.0
0.2,-0.34616915935455334,276.10994268700034,177.0
0.30000000000000004,-0.2505800201887763,283.7471138348356,177.0
0.4,-0.15931537280502903,287.6353925436827,177.0
0.5,-0.1358581002363989,293.3095678783407,281.0
0.6,-0.10409650979841192,294.14186404730015,385.0
0.7000000000000001,-0.09438112730092751,294.61290614663216,385.0
0.8,-0.0728143065505794,292.43564092007273,385.0
0.9,-0.03063139797455869,287.5873755335865,385.0
1.0,-0.02883230272756216,288.5564318391981,489.0
2.0,0.19621043135291288,285.96418666457635,801.0
3.0,0.3207646244030195,277.1234739063906,1009.0
4.0,0.4311068566143138,274.9888608998773,1009.0
5.0,0.4871294991347253,286.4507228906307,1425.0
6.0,0.5466264121268004,280.23675748415656,1425.0
7.0,0.540137174225192,293.87347793555415,1425.0
8.0,0.5750003190821188,292.7959427277381,1529.0
9.0,0.6038680250659184,297.04649881912223,1425.0
10.0,0.6541061097190679,289.5775839478356,1529.0
11.0,0.6635378779290729,300.15090070971144,1633.0
12.0,0.6574366725882017,314.86538606353184,1737.0
13.0,0.6760397410319166,318.7037041869209,1737.0
14.0,0.6699930009426779,323.55386194747985,1737.0
15.0,0.6846036958113306,319.52435335852397,1737.0
16.0,0.6933415093707531,324.2162683525248,1737.0
17.0,0.7063491557271905,316.71209980478926,1737.0
18.0,0.6991855456379816,331.2312037815153,1737.0
19.0,0.7052374797620423,329.6830080949346,1841.0
20.0,0.7137093387327097,335.0155645812685,1841.0
