,correlation,rmsd,amp_diff
0.1,-0.15634008795780627,275.6048918732747,177.0
0.2,-0.05389059042556725,285.94090846952116,385.0
0.30000000000000004,0.06094238028837878,287.0547834021828,593.0
0.4,0.0953857298527778,290.6934869505167,697.0
0.5,0.18755938793494786,281.01668549747535,697.0
0.6,0.22069580328471256,293.0075045358832,905.0
0.7000000000000001,0.25510578485044777,289.61405866688085,905.0
0.8,0.3045162963154836,287.8677792587522,905.0
0.9,0.33349686313839905,288.7945316103579,905.0
1.0,0.39737957253543277,281.42137871123623,905.0
2.0,0.5729167733889264,288.8213808753526,1321.0
3.0,0.6279151229473183,308.217517234281,1737.0
4.0,0.6587494313365897,318.9450338589931,1841.0
5.0,0.6907718215655491,338.4016139647781,1841.0
6.0,0.7225656116616317,346.68411296293846,1945.0
7.0,0.7446290193114383,351.329026685596,1945.0
8.0,0.7430878109311725,363.84640291769466,1945.0
9.0,0.7620568974200416,368.7699189685907,2153.0
10.0,0.7822362085220137,378.0474699649816,2153.0
11.0,0.7957348051845261,368.4717387558179,2153.0
12.0,0.8010415621751708,386.39851885625956,2257.0
13.0,0.7981299564509081,396.06953392129617,2361.0
14.0,0.8092458536689661,408.56579101053046,2361.0
15.0,0.8328934626889098,402.8640951012565,2361.0
16.0,0.8253662724388102,419.77705163245486,2361.0
17.0,0.8374112524869447,415.2006395874966,2569.0
18.0,0.8387047646504933,416.918539746978,2673.0
19.0,0.8387650159826106,431.6748519350767,2777.0
20.0,0.8467291976175002,434.13397319287407,2777.0
