,correlation,rmsd,amp_diff
0.1,-0.34044811777365025,263.12105623850636,73.0
0.2,-0.23677028989075516,281.64889043521663,177.0
0.30000000000000004,-0.15534716266694812,293.01368545984553,385.0
0.4,-0.09942388530281897,292.4337031424258,385.0
0.5,-0.055762837723163684,290.7309584347046,385.0
0.6,-0.04101926480750224,289.9469263158175,489.0
0.7000000000000001,-0.019702236602883227,291.74267461694063,489.0
0.8,0.033666348351915946,290.60226420085627,593.0
0.9,0.08020206639788861,300.46885615621113,697.0
1.0,0.07806309532111266,302.01852377849497,697.0
2.0,0.3090499262440907,275.217141504806,905.0
3.0,0.4616523268470419,271.5196902822509,1009.0
4.0,0.538009295655894,280.7344471064048,1217.0
5.0,0.5784003105745414,289.33666026042135,1633.0
6.0,0.6122640620423333,297.25140349314995,1529.0
7.0,0.6352740856600818,298.9345945241664,1633.0
8.0,0.6512894339210449,311.8434625884081,1737.0
9.0,0.6657830050519357,318.669377286038,1737.0
10.0,0.6959773950015541,313.3005042305381,1737.0
11.0,0.6974197263509714,328.3875922718248,1841.0
12.0,0.7007702476415307,333.6053462938586,1841.0
13.0,0.7057899384241727,338.59514639118976,1841.0
14.0,0.7223749842309996,336.0613049056087,1841.0
15.0,0.7264705711128919,342.56862467023564,1841.0
16.0,0.7351121935723063,341.13797775972796,1945.0
17.0,0.7483846419226059,345.5241194943701,1945.0
18.0,0.7466241408022175,358.2201372817282,2049.0
19.0,0.7613825844342917,355.61919408843397,2049.0
20.0,0.7604843117673978,356.06041779273653,2049.0
