,correlation,rmsd,amp_diff
0.1,-0.23163713563539629,237.67725773483002,-31.0
0.2,-0.37001896803098044,272.41742909636463,73.0
0.30000000000000004,-0.30291271077534077,284.50300252158394,177.0
0.4,-0.26081145377240406,289.0195679465538,177.0
0.5,-0.1927085361176404,288.64352612962875,177.0
0.6,-0.16938801488255384,294.62264633037006,385.0
0.7000000000000001,-0.10885677439117673,291.29852886147415,281.0
0.8,-0.0819439329723313,294.8635670328438,385.0
0.9,-0.0796569468772948,291.94218619437055,385.0
1.0,-0.07346300180305698,289.34613840802217,385.0
2.0,0.14726220956721378,285.37381462216723,697.0
3.0,0.26016501173473244,275.59904412325096,801.0
4.0,0.3742342135717887,271.94446587165817,1009.0
5.0,0.4665706745232124,272.18643825546087,1321.0
6.0,0.5064291910724686,272.22901450881466,1321.0
7.0,0.5183193801665646,288.2477934736502,1425.0
8.0,0.5514247023355698,279.8451318654532,1425.0
9.0,0.5453288994785969,282.6689182548863,1425.0
10.0,0.6057299844335274,285.37430533302097,1425.0
11.0,0.6279623597480325,288.15760882526513,1529.0
12.0,0.6286513591351687,292.41817023226685,1529.0
13.0,0.6114666959278445,307.5275124912326,1529.0
14.0,0.6537867256486101,307.21789911999946,1633.0
15.0,0.6676272382819172,300.29842135692746,1633.0
16.0,0.683768552633566,301.3786034835705,1633.0
17.0,0.6803146814946177,309.8138909590262,1737.0
18.0,0.6899227590524442,316.2250333175698,1737.0
19.0,0.6757753569372421,326.62809416996373,1737.0
20.0,0.7047584915005747,319.4363425397685,1737.0
