,correlation,rmsd,amp_diff
0.1,-0.09276202207367307,281.6173007421376,385.0
0.2,0.03711141971228616,285.8666703462733,593.0
0.30000000000000004,0.09399601565065713,289.29546102262486,697.0
0.4,0.20661373439077996,286.67377940049994,697.0
0.5,0.24902980304902922,295.62186084348724,905.0
0.6,0.3311604010393317,284.3569498962753,905.0
0.7000000000000001,0.354633476736341,283.9039189943916,905.0
0.8,0.37617397273558567,296.72963350917746,1009.0
0.9,0.40722845039012473,301.4527546056975,1113.0
1.0,0.46242553322519,291.76780450415555,1113.0
2.0,0.6306769421496554,301.87654037857425,1737.0
3.0,0.6817833010190116,316.2614424444593,1841.0
4.0,0.7148778135554769,325.4632822999969,1841.0
5.0,0.7289362287497606,354.1564519448407,1945.0
6.0,0.7411200254038722,368.3043931815536,2049.0
7.0,0.7717774094174874,371.0881450308641,2153.0
8.0,0.7900768348436372,379.398893065628,2153.0
9.0,0.7925147337783356,391.7837176424703,2257.0
10.0,0.8027398490654095,398.8460666970482,2361.0
11.0,0.8246415085421599,405.73415468227455,2361.0
12.0,0.8322183864622826,404.53268149345143,2361.0
13.0,0.8282131804217533,417.1713038598012,2569.0
14.0,0.844590172625493,432.4137733798747,2777.0
15.0,0.8450542755445998,434.71806941832796,2777.0
16.0,0.8644977669927634,449.6321781410651,2777.0
17.0,0.8620129853109348,448.6007265268596,2777.0
18.0,0.8647764870855298,462.3160320592954,2777.0
19.0,0.867337028831939,463.3286692902855,2673.0
20.0,0.880530169998894,465.4205909516613,2777.0
