,correlation,rmsd,amp_diff
0.1,-0.18697483768093315,273.97683210040555,177.0
0.2,-0.07906771179695025,292.45922686830477,385.0
0.30000000000000004,-0.004592318258401244,286.63982623500414,489.0
0.4,0.060706182191911276,292.2944259223545,593.0
0.5,0.10318377053386925,289.88091110823416,593.0
0.6,0.1580567453511241,289.09813567067323,697.0
0.7000000000000001,0.2228446160806308,291.2617509917119,697.0
0.8,0.2523731354937053,295.2572149581137,905.0
0.9,0.28875906634734316,292.82174531750155,905.0
1.0,0.30092476271161694,287.92148669297416,905.0
2.0,0.5271505004271877,285.82761894532337,1321.0
3.0,0.5937382300815864,309.28268362996306,1737.0
4.0,0.652621604926684,311.545143056405,1737.0
5.0,0.6654283963464537,333.86892381024546,1841.0
6.0,0.6886825714516388,338.88928928491157,1841.0
7.0,0.7231085130129182,346.77739671027604,1945.0
8.0,0.7241670827746087,355.36084693834346,1945.0
9.0,0.747262126778829,361.96706671732505,1945.0
10.0,0.7593731051929531,370.90566423137636,2049.0
11.0,0.76861592026641,368.6676708753718,2153.0
12.0,0.7781691550572948,373.5106814187149,2153.0
13.0,0.8019032457071256,366.0425756052404,2049.0
14.0,0.8068090507031486,383.8554057171083,2153.0
15.0,0.8017436571358028,399.1914771401126,2361.0
16.0,0.7974808931289836,402.88152482170256,2361.0
17.0,0.8218194789081201,401.8497029784398,2361.0
18.0,0.8344082604354056,409.8475190808146,2361.0
19.0,0.8328967835222654,417.10736840889047,2465.0
20.0,0.8376190303369491,414.4287802183061,2569.0
