,correlation,rmsd,amp_diff
0.1,-0.3054710662391483,269.13581217931267,177.0
0.2,-0.19227894924733618,285.1194398733635,177.0
0.30000000000000004,-0.11166822979125629,293.3528755596904,281.0
0.4,-0.05971571994551418,289.8393423213586,385.0
0.5,-0.04587124552193325,292.70341277914474,489.0
0.6,-0.0011408659561681657,298.60643374591535,489.0
0.7000000000000001,0.04132166262296597,296.02025944475787,593.0
0.8,0.09907568563835863,290.40475718125913,593.0
0.9,0.12219198971781269,295.1812586193824,697.0
1.0,0.14644007233873063,292.00401263254895,697.0
2.0,0.3632634216000167,280.94551285009715,905.0
3.0,0.5330742603840214,277.30425825646677,1217.0
4.0,0.584039895548125,288.5399402984697,1425.0
5.0,0.6105321623802502,298.8056889056794,1633.0
6.0,0.6224462300278881,309.1731069210442,1633.0
7.0,0.6685366894844302,310.396638373094,1737.0
8.0,0.6705487717838231,321.65581209675196,1737.0
9.0,0.6860277069650078,334.39108394131904,1841.0
10.0,0.6864696877686551,345.98000654553124,1841.0
11.0,0.7093444277385323,338.727219593438,1841.0
12.0,0.7239251394181873,343.4484586440147,1945.0
13.0,0.7412782146751856,341.9500168541059,1945.0
14.0,0.7466476042535671,349.90515533288715,1945.0
15.0,0.7428759361901268,361.91582603148134,1945.0
16.0,0.7675887152370208,349.6808110402143,2049.0
17.0,0.768051471445875,353.434034087378,2049.0
18.0,0.7679233699698859,366.8545448132887,2153.0
19.0,0.7706698029509002,378.27719164081697,2153.0
20.0,0.7720360305462425,371.70074987610883,2153.0
