,correlation,rmsd,amp_diff
0.1,-0.2687849265582982,268.10072879571254,177.0
0.2,-0.15259751893487808,290.01955954117904,385.0
0.30000000000000004,-0.05972596759562068,284.14265325892256,385.0
0.4,-0.04129313537644745,288.72738373093733,489.0
0.5,0.015026507021946555,293.38104376359416,593.0
0.6,0.02144248505830331,298.48208386348944,697.0
0.7000000000000001,0.10586231727321288,285.1140142007299,593.0
0.8,0.1328575558510758,296.7048239575853,697.0
0.9,0.1850763377457812,290.86810237399385,697.0
1.0,0.23562891368707184,289.89574429760177,905.0
2.0,0.4396394186324921,279.22372908225924,1113.0
3.0,0.5466392794624735,291.3562818153263,1321.0
4.0,0.5913783402350791,302.9914776882376,1633.0
5.0,0.6555691006634718,301.42662999423897,1737.0
6.0,0.6656720337082241,307.2849516840292,1737.0
7.0,0.6728156661266467,331.2928830952584,1841.0
8.0,0.6887250187406543,330.2527971000568,1841.0
9.0,0.7198688781098191,331.1525359751814,1841.0
10.0,0.7264019138737962,348.50395428731446,1945.0
11.0,0.7418402140995066,348.909876337408,1945.0
12.0,0.745799558392269,350.6933556074178,1945.0
13.0,0.7532590939302051,350.63543449153025,1945.0
14.0,0.7547754680160084,362.58259246038375,2153.0
15.0,0.7579893844267801,371.9171873972157,2153.0
16.0,0.7610840977412067,375.99657388592493,2153.0
17.0,0.7624674656031175,378.51154946591413,2153.0
18.0,0.781777949589862,391.37391782610814,2153.0
19.0,0.8016507533424753,377.9403521345353,2257.0
20.0,0.804601331444396,379.19284706225017,2257.0
